CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,County
3,5160,73305234,44901230,41567016,1740269,1593945,12167661,9485954,8047160,7079650,6341941,3756904,41587,1764979,0,Tenafly Boro,Bergen,F. K-12 / 1801 - 3500,32,I,,1,3413.2,11,90289,68.3,91289,146.6,164480,15.5,Bergen
3,5330,25302022,14875080,13881672,987589,5819,4218418,3984393,2770579,2270766,3269892,1762834,0,168053,145044,Upper Saddle River Boro,Bergen,D. K-8 / 751 +,23,J,,1,1096.3,9.5,71993,52,97945,109.2,172252,13.6,Bergen
3,5410,30192652,18906329,18518905,270887,116537,3791008,3420265,4001448,3475835,2594108,1396944,0,873096,303376,Waldwick Boro,Bergen,E. K-12 / 0 - 1800,31,GH,,1,1586.6,10.7,82270,67.3,84370,131.9,159696,14.3,Bergen
3,5430,17751915,9665434,9391542,269693,4199,2891590,2619567,1874800,1613226,2598896,783195,0,721195,87945,Wallington Boro,Bergen,E. K-12 / 0 - 1800,31,B,,1,1188.5,13.5,69737,79.2,77137,132.9,131007,11.6,Bergen
3,5755,56904615,31988019,30677164,903351,407504,11408897,8892019,6145503,5204568,6123472,2988488,0,1186184,614730,Westwood Regional,Bergen,F. K-12 / 1801 - 3500,32,GH,,1,2787.7,10.8,86890,63.2,83770,116.1,153748,12.6,Bergen
3,5830,19841464,11538032,11182391,331094,24547,3118429,2425688,2673389,2235122,1865350,1165919,0,636467,0,Wood-Ridge Boro,Bergen,E. K-12 / 0 - 1800,31,FG,,1,1225.8,11.8,73341,63,69973,155,132695,15.6,Bergen
3,5880,15464053,9401429,8840034,380989,180406,2295931,2044382,1854593,1681740,1793071,547995,0,114425,171709,Woodcliff Lake Boro,Bergen,C. K-8 / 401 - 750,22,J,,1,763.2,10.7,69100,383.5,80438,95.9,149491,9.3,Bergen
3,5920,40132301,23025649,21508602,1286097,230950,7619065,6137180,4372605,4006050,4967874,771449,30000,113718,14711,Wyckoff Twp,Bergen,D. K-8 / 751 +,23,I,,1,2017.9,10.8,80863,59.3,97813,168,192646,18.3,Bergen
5,380,6818300,3883544,3520541,238345,124658,1609716,1336949,543976,420499,740842,269916,0,21350,34876,Beverly City,Burlington,B. K-8 / 0 - 400,21,B,,1,337.2,8.9,64426,65.6,88921,82,139376,10.5,Burlington
5,475,41089743,21556547,20567241,625006,364300,7892434,5595947,4430447,3735304,5600210,2893617,0,1161935,288713,Bordentown Regional,Burlington,F. K-12 / 1801 - 3500,32,FG,,1,2126.2,11.6,78635,52.6,72723,116.4,132200,12.3,Burlington
5,600,35685635,20326439,18369035,394280,1563124,6775095,6001130,3559441,2904376,4042104,1774908,0,878290,158628,Burlington City,Burlington,E. K-12 / 0 - 1800,31,B,1,1,1805.9,10.1,74990,56.8,71140,106.8,120956,12.5,Burlington
5,605,38324676,22040986,20050602,254898,1735486,8698950,8048002,3093474,1799308,3605553,1833843,377127,441239,904638,Burlington Co Spec Serv,Burlington,I. CSSD,7,,,1,497.9,4.8,71479,3.5,73428,45.4,112901,22.5,Burlington
5,610,37660616,20002812,18286336,625052,1091424,4521364,4111020,4726635,3026159,6426592,2706072,0,1869094,239257,Burlington Co Vocational,Burlington,J. County Voc,8,,,1,2048.8,14.4,80286,109.4,80391,198.9,157172,15.6,Burlington
5,620,65452818,39760885,35885247,1132542,2743096,13096465,6613572,5080281,3457679,6391216,615179,0,1108344,2574055,Burlington Twp,Burlington,G. K-12 / 3501 +,33,FG,,1,3621.8,11.1,80265,82.3,86831,143.2,134100,14.7,Burlington
5,830,12642015,6891733,6388041,296719,206973,2919817,1592413,1339840,1066252,1439674,881105,0,14270,14340,Chesterfield Twp,Burlington,A. K-6,1,GH,,1,687,10.6,77145,57.7,69931,115.3,122528,12.8,Burlington
5,840,49918996,28569587,27371851,847354,350382,8048533,7227621,4786318,3992898,5937170,2610531,0,2053334,210107,Cinnaminson Twp,Burlington,F. K-12 / 1801 - 3500,32,FG,,1,2911.6,11.9,82536,82.3,77311,126,128682,12.1,Burlington
