GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
A. K-6,Ocean,2350,Island Heights Boro,122,53|57,0.006,128,49|58,0.006,102,45|56,0.005
A. K-6,Ocean,2690,Little Egg Harbor Twp,55,33|57,0.003,35,17|58,0.002,40,21|56,0.002
A. K-6,Ocean,2760,Long Beach Island,309,56|57,0.01,517,57|58,0.014,216,55|56,0.006
A. K-6,Ocean,3800,Ocean Gate Boro,13,9|57,53E-5,45,23|58,0.002,107,48|56,0.005
A. K-6,Ocean,3820,Ocean Twp,25,12|57,0.002,47,27|58,0.003,43,24|56,0.002
A. K-6,Ocean,4710,Seaside Heights Boro,98,50|57,0.004,205,53|58,0.007,143,52|56,0.004
A. K-6,Ocean,5020,Stafford Twp,31,17|57,0.002,29,12|58,0.002,28,7|56,0.002
A. K-6,Ocean,5220,Tuckerton Boro,79,47|57,0.004,108,46|58,0.005,83,40|56,0.004
A. K-6,Sussex,1630,Fredon Twp,65,42|57,0.003,17,7|58,81E-5,49,30|56,0.002
A. K-6,Sussex,1980,Hampton Twp,5,2|57,24E-5,2,1|58,73E-6,16,3|56,67E-5
A. K-6,Sussex,4650,Sandyston-Walpack Twp,47,28|57,0.002,189,52|58,0.008,39,20|56,0.002
A. K-6,Sussex,5040,Stillwater Twp,34,18|57,0.002,41,20|58,0.002,85,41|56,0.004
A. K-6,Warren,400,Blairstown Twp,68,43|57,0.004,92,44|58,0.005,28,7|56,0.001
A. K-6,Warren,1620,Franklin Twp,12,7|57,53E-5,18,8|58,84E-5,29,10|56,0.001
A. K-6,Warren,1670,Frelinghuysen Twp,105,52|57,0.006,82,40|58,0.004,41,22|56,0.002
A. K-6,Warren,2470,Knowlton Twp,2,1|57,74E-6,60,32|58,0.003,29,10|56,0.001
A. K-6,Warren,2970,Mansfield Twp,91,49|57,0.005,54,30|58,0.003,41,22|56,0.002
A. K-6,Warren,5480,Washington Boro,12,7|57,78E-5,49,28|58,0.003,19,4|56,0.001
A. K-6,Warren,5530,Washington Twp,7,5|57,34E-5,31,14|58,0.002,12,1|56,6E-4
B. K-8 / 0 - 400,Statewide,N.A.,Group average: B. K-8 / 0-400,68,N.A.,0.003,69,N.A.,0.003,64,N.A.,0.003
B. K-8 / 0 - 400,Statewide,N.A.,Group median:  B. K-8 / 0-400,45,N.A.,0.002,52,N.A.,0.002,56,N.A.,0.002
B. K-8 / 0 - 400,Statewide,N.A.,State average:   All operating types,47,N.A.,0.003,46,N.A.,0.002,51,N.A.,0.002
B. K-8 / 0 - 400,Statewide,N.A.,State median:    All operating types,42,N.A.,0.002,44,N.A.,0.002,48,N.A.,0.002
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,23,11|72,67E-5,17,10|73,47E-5,65,43|75,0.002
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,57,44|72,0.003,36,28|73,0.002,72,48|75,0.003
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,77,50|72,0.005,27,21|73,0.002,82,55|75,0.004
B. K-8 / 0 - 400,Atlantic,3020,Margate City,105,56|72,0.003,86,53|73,0.003,78,52|75,0.002
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,162,66|72,0.009,96,56|73,0.005,165,74|75,0.009
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,40,29|72,0.002,34,26|73,0.002,39,24|75,0.002
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,26,14|72,87E-5,64,47|73,0.002,105,67|75,0.003
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,37,27|72,0.002,39,29|73,0.002,66,46|75,0.003
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,91,52|72,0.004,110,60|73,0.004,93,62|75,0.004
B. K-8 / 0 - 400,Burlington,380,Beverly City,34,24|72,0.002,19,15|73,93E-5,83,56|75,0.004
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,74,49|72,0.005,79,50|73,0.005,81,53|75,0.005
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,72,48|72,0.004,247,70|73,0.013,46,30|75,0.002
B. K-8 / 0 - 400,Burlington,4460,Riverton,33,22|72,0.002,49,36|73,0.002,56,37|75,0.003
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,56,43|72,0.003,61,43|73,0.002,53,35|75,0.002
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,41,31|72,0.002,71,48|73,0.004,52,34|75,0.003
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,N.R.,N.R.,N.R.,2,2|73,96E-6,33,14|75,0.002
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,235,70|72,0.013,152,63|73,0.007,102,65|75,0.004
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,132,62|72,0.007,63,46|73,0.003,118,71|75,0.005
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,48,39|72,0.003,28,23|73,0.002,30,9|75,0.001
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,229,69|72,0.007,245,69|73,0.008,105,67|75,0.003
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,44,36|72,0.001,47,35|73,0.001,34,17|75,73E-5
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,39,28|72,0.001,107,59|73,0.004,106,69|75,0.004
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,51,41|72,0.002,103,57|73,0.003,51,33|75,0.001
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,9,4|72,59E-5,17,10|73,0.001,37,20|75,0.002
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,31,20|72,0.002,19,15|73,0.001,102,65|75,0.005
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,50,40|72,0.003,7,4|73,44E-5,26,5|75,0.001
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,14,8|72,79E-5,90,54|73,0.004,57,39|75,0.002
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,32,21|72,0.002,13,7|73,73E-5,27,7|75,0.001
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,55,42|72,0.004,60,42|73,0.005,30,9|75,0.002
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,308,71|72,0.019,271,71|73,0.014,275,75|75,0.012
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,110,58|72,0.005,82,52|73,0.004,89,58|75,0.004
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,33,22|72,0.001,17,10|73,63E-5,112,70|75,0.004
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,151,65|72,0.006,24,19|73,87E-5,36,19|75,0.001
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,6,2|72,31E-5,22,17|73,0.001,20,3|75,0.001
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,25,13|72,0.001,26,20|73,0.001,40,25|75,0.002
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,28,15|72,0.001,95,55|73,0.004,56,37|75,0.002
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,34,24|72,0.001,15,9|73,59E-5,30,9|75,0.001
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,68,47|72,0.003,103,57|73,0.004,146,73|75,0.005
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,34,24|72,0.002,22,17|73,0.001,62,41|75,0.003
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,109,57|72,0.004,223,67|73,0.007,76,49|75,0.002
B. K-8 / 0 - 400,Monmouth,270,Belmar Boro,15,N.A.,72E-5,27,21|73,0.001,38,22|75,0.002
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,29,17|72,0.001,62,44|73,0.002,30,9|75,95E-5
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,103,54|72,0.004,59,41|73,0.002,133,72|75,0.004
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,12,7|72,61E-5,1,1|73,5E-5,17,1|75,78E-5
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,45,37|72,0.002,10,6|73,4E-4,92,59|75,0.003
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,125,61|72,0.005,287,72|73,0.014,76,49|75,0.003
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,112,59|72,0.004,39,29|73,0.001,59,40|75,0.002
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,142,64|72,0.004,307,73|73,0.009,63,42|75,0.002
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,41,31|72,0.002,57,39|73,0.003,44,28|75,0.002
B. K-8 / 0 - 400,Morris,460,Boonton Twp,62,N.A.,0.003,75,N.A.,0.003,37,20|75,0.002
B. K-8 / 0 - 400,Morris,2010,Harding Township,77,50|72,0.003,179,65|73,0.006,95,63|75,0.003
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,42,33|72,0.002,46,34|73,0.002,65,43|75,0.003
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,65,46|72,0.004,71,48|73,0.003,97,64|75,0.004
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,134,63|72,0.007,62,44|73,0.003,92,59|75,0.004
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,183,67|72,0.007,122,61|73,0.004,81,53|75,0.003
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,187,68|72,0.008,188,66|73,0.008,92,59|75,0.004
B. K-8 / 0 - 400,Salem,60,Alloway Twp,46,38|72,0.003,41,31|73,0.002,46,30|75,0.003
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,23,11|72,0.001,81,51|73,0.004,26,5|75,0.001
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,123,60|72,0.007,125,62|73,0.006,29,8|75,0.001
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,10,6|72,6E-4,14,8|73,76E-5,23,4|75,0.001
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,91,52|72,0.006,32,24|73,0.002,66,46|75,0.003
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,30,18|72,0.002,17,10|73,96E-5,43,27|75,0.002
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,59,45|72,0.004,57,39|73,0.003,53,35|75,0.003
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,42,33|72,0.002,54,38|73,0.002,41,26|75,0.001
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,103,54|72,0.005,44,33|73,0.002,85,57|75,0.004
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,355,72|72,0.016,241,68|73,0.01,65,43|75,0.003
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,3,1|72,19E-5,8,5|73,44E-5,33,14|75,0.002
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,19,10|72,0.001,18,14|73,93E-5,38,22|75,0.002
B. K-8 / 0 - 400,Union,5810,Winfield Twp,9,4|72,37E-5,N.R.,N.R.,N.R.,33,14|75,0.001
B. K-8 / 0 - 400,Warren,70,Alpha Boro,30,18|72,0.002,49,36|73,0.003,47,32|75,0.002
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,6,2|72,22E-5,163,64|73,0.006,77,51|75,0.003
B. K-8 / 0 - 400,Warren,2250,Hope Twp,28,15|72,0.001,33,25|73,0.001,31,13|75,0.001
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,43,35|72,0.002,34,26|73,0.002,34,17|75,0.002
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,40,29|72,0.002,43,32|73,0.002,45,29|75,0.002
B. K-8 / 0 - 400,Warren,5780,White Twp,17,9|72,82E-5,4,3|73,15E-5,19,2|75,78E-5
C. K-8 / 401 - 750,Statewide,N.A.,Group average: C. K-8 / 401-750,69,N.A.,0.004,66,N.A.,0.003,63,N.A.,0.003
C. K-8 / 401 - 750,Statewide,N.A.,Group median:  C. K-8 / 401-750,60,N.A.,0.003,51,N.A.,0.003,56,N.A.,0.003
C. K-8 / 401 - 750,Statewide,N.A.,State average:   All operating types,47,N.A.,0.003,46,N.A.,0.002,51,N.A.,0.002
C. K-8 / 401 - 750,Statewide,N.A.,State median:    All operating types,42,N.A.,0.002,44,N.A.,0.002,48,N.A.,0.002
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,N.R.,N.R.,N.R.,6,1|62,32E-5,9,1|68,4E-4
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,79,41|58,0.005,106,52|62,0.006,90,54|68,0.004
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,114,N.A.,0.006,59,N.A.,0.003,55,33|68,0.003
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,97,45|58,0.004,189,58|62,0.006,106,58|68,0.003
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,70,36|58,0.004,92,49|62,0.004,85,49|68,0.003
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,68,N.A.,0.002,61,34|62,0.002,36,16|68,0.001
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,25,8|58,0.001,30,17|62,0.001,28,7|68,0.001
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,54,28|58,0.002,44,23|62,0.002,47,26|68,0.002
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,13,2|58,71E-5,25,12|62,0.001,38,18|68,0.002
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,68,35|58,0.004,44,23|62,0.002,29,9|68,0.001
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,170,56|58,0.01,156,56|62,0.009,135,65|68,0.007
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,12,N.A.,67E-5,9,N.A.,48E-5,90,54|68,0.004
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,109,50|58,0.006,71,39|62,0.004,77,47|68,0.003
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,128,N.A.,0.006,29,N.A.,0.001,31,12|68,0.001
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,27,10|58,0.002,29,16|62,0.002,32,13|68,0.002
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,66,32|58,0.004,61,34|62,0.003,64,41|68,0.003
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,91,43|58,0.006,101,51|62,0.006,148,67|68,0.008
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,21,6|58,0.001,58,33|62,0.003,30,10|68,0.001
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,58,29|58,0.003,67,38|62,0.004,56,35|68,0.003
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,105,48|58,0.006,109,53|62,0.006,42,21|68,0.002
C. K-8 / 401 - 750,Camden,190,Barrington Boro,37,19|58,0.002,21,8|62,0.001,15,2|68,7E-4
C. K-8 / 401 - 750,Camden,340,Berlin Twp,179,57|58,0.01,113,55|62,0.006,62,39|68,0.003
C. K-8 / 401 - 750,Camden,880,Clementon Boro,45,23|58,0.003,81,45|62,0.005,86,50|68,0.004
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,32,14|58,0.002,40,21|62,0.002,89,52|68,0.004
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,74,38|58,0.004,46,26|62,0.003,34,15|68,0.002
C. K-8 / 401 - 750,Camden,5900,Woodlynne Boro,12,N.A.,71E-5,22,10|62,0.001,36,16|68,0.001
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,77,39|58,0.005,46,26|62,0.003,57,36|68,0.003
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,78,40|58,0.005,62,36|62,0.004,66,43|68,0.004
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,42,21|58,0.003,36,18|62,0.002,57,36|68,0.003
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,32,14|58,0.002,21,8|62,0.002,28,7|68,0.002
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,43,22|58,0.003,26,13|62,0.002,30,10|68,0.002
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,191,58|58,0.009,238,62|62,0.011,68,44|68,0.003
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,22,7|58,0.001,173,57|62,0.008,106,58|68,0.005
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,28,12|58,0.001,15,3|62,66E-5,24,6|68,0.001
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,117,63|68,0.005
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,94,44|58,0.004,96,50|62,0.004,110,62|68,0.004
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,36,17|58,0.001,36,18|62,0.001,41,20|68,0.001
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,60,30|58,0.003,27,14|62,0.001,50,28|68,0.002
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,102,47|58,0.004,74,43|62,0.003,150,68|68,0.005
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,32,14|58,0.002,50,29|62,0.003,33,14|68,0.002
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,51,27|58,0.003,88,46|62,0.004,45,22|68,0.002
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,117,51|58,0.006,37,20|62,0.002,73,46|68,0.003
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,145,54|58,0.007,199,60|62,0.009,58,38|68,0.003
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,148,55|58,0.008,193,59|62,0.01,108,61|68,0.005
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,70,36|58,0.005,50,29|62,0.003,79,48|68,0.005
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,107,49|58,0.005,90,48|62,0.004,54,32|68,0.002
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,83,42|58,0.004,80,44|62,0.004,69,45|68,0.003
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,117,51|58,0.005,71,39|62,0.003,101,56|68,0.004
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,17,4|58,85E-5,18,4|62,9E-4,17,3|68,84E-5
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,11,1|58,6E-4,18,4|62,87E-5,51,30|68,0.002
C. K-8 / 401 - 750,Ocean,2500,Lakehurst Boro,130,N.A.,0.008,88,46|62,0.005,49,27|68,0.003
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,67,33|58,0.004,51,31|62,0.002,124,64|68,0.006
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,27,10|58,0.002,47,28|62,0.003,40,19|68,0.002
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,67,33|58,0.003,73,42|62,0.003,65,42|68,0.002
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,60,30|58,0.003,64,37|62,0.003,55,33|68,0.002
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,16,3|58,94E-5,19,7|62,97E-5,53,31|68,0.003
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,40,20|58,0.002,110,54|62,0.005,107,60|68,0.005
C. K-8 / 401 - 750,Sussex,90,Andover Reg,100,46|58,0.004,71,39|62,0.003,103,57|68,0.004
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,45,23|58,0.002,23,11|62,0.001,19,4|68,96E-5
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,19,5|58,92E-5,28,15|62,0.001,46,23|68,0.002
C. K-8 / 401 - 750,Sussex,1800,Green Twp,45,N.A.,0.002,90,N.A.,0.005,63,40|68,0.003
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,50,26|58,0.003,42,22|62,0.002,46,23|68,0.002
C. K-8 / 401 - 750,Union,1710,Garwood Boro,232,N.A.,0.015,209,N.A.,0.012,147,66|68,0.008
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,36,17|58,0.002,18,4|62,0.001,46,23|68,0.003
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,139,53|58,0.008,200,61|62,0.011,88,51|68,0.005
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,25,8|58,0.002,44,23|62,0.003,50,28|68,0.003
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,29,13|58,0.002,12,2|62,77E-5,19,4|68,0.001
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,46,25|58,0.003,51,31|62,0.003,89,52|68,0.005
D. K-8 / 751 +,Statewide,N.A.,Group average: D. K-8 / 751+,35,N.A.,0.002,37,N.A.,0.002,41,N.A.,0.002
D. K-8 / 751 +,Statewide,N.A.,Group median:  D. K-8 / 751+,37,N.A.,0.002,39,N.A.,0.002,43,N.A.,0.002
D. K-8 / 751 +,Statewide,N.A.,State average:   All operating types,47,N.A.,0.003,46,N.A.,0.002,51,N.A.,0.002
D. K-8 / 751 +,Statewide,N.A.,State median:    All operating types,42,N.A.,0.002,44,N.A.,0.002,48,N.A.,0.002
D. K-8 / 751 +,Atlantic,10,Absecon City,44,46|72,0.003,82,70|73,0.005,196,73|73,0.009
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,24,21|72,0.001,20,15|73,0.001,24,13|73,0.001
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,20,15|72,0.001,17,10|73,0.001,31,24|73,0.002
D. K-8 / 751 +,Atlantic,2680,Linwood City,67,66|72,0.004,60,57|73,0.003,95,68|73,0.005
D. K-8 / 751 +,Atlantic,3720,Northfield City,37,36|72,0.002,58,54|73,0.003,47,44|73,0.002
D. K-8 / 751 +,Bergen,40,Allendale Boro,31,29|72,0.002,35,33|73,0.002,46,41|73,0.002
D. K-8 / 751 +,Bergen,930,Closter Boro,36,34|72,0.002,39,36|73,0.002,34,27|73,0.002
D. K-8 / 751 +,Bergen,1070,Demarest Boro,29,26|72,0.001,30,25|73,0.001,52,51|73,0.002
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,67,N.A.,0.003,118,73|73,0.005,61,58|73,0.003
D. K-8 / 751 +,Bergen,1470,Fairview Boro,51,53|72,0.004,65,60|73,0.005,65,62|73,0.003
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,54,56|72,0.002,70,62|73,0.002,58,56|73,0.002
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,21,17|72,0.001,26,22|73,0.001,25,16|73,0.001
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,58,62|72,0.003,76,65|73,0.003,116,72|73,0.005
D. K-8 / 751 +,Bergen,3060,Maywood Boro,16,8|72,97E-5,15,8|73,92E-5,20,7|73,0.001
D. K-8 / 751 +,Bergen,3330,Montvale Boro,31,29|72,0.002,24,19|73,0.001,33,25|73,0.002
