GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31
A. K-6,Gloucester,2070,Harrison Twp,14003,2|57,14439,1|58,15487,2|56,1329,1352,1350
A. K-6,Gloucester,2990,Mantua Twp,16935,20|57,16890,14|58,16651,6|56,1241,1251,1429
A. K-6,Gloucester,3490,National Park Boro,16202,15|57,17873,21|58,21828,36|56,289,288,294
A. K-6,Gloucester,4880,South Harrison Twp,12716,1|57,15069,3|58,14941,1|56,342,348,378
A. K-6,Gloucester,5120,Swedesboro-Woolwich,15462,12|57,17278,18|58,17570,10|56,1659,1591,1575
A. K-6,Gloucester,5590,Wenonah Boro,19007,32|57,21049,38|58,20627,29|56,165,160,167
A. K-6,Gloucester,5740,Westville Boro,15273,9|57,17075,16|58,21034,32|56,373,369,376
A. K-6,Gloucester,5870,Woodbury Heights Boro,14652,4|57,15647,5|58,17870,12|56,254,256,262
A. K-6,Hunterdon,1970,Hampton Boro,25742,N.A.,25728,50|58,27823,49|56,105,109,123
A. K-6,Hunterdon,2590,Lebanon Boro,26008,53|57,27612,53|58,25297,46|56,93,88,110
A. K-6,Hunterdon,3180,Milford Boro,26220,54|57,25843,51|58,39274,55|56,60,65,60
A. K-6,Monmouth,130,Atlantic Highlands Boro,19338,34|57,21162,39|58,N.R.,N.R.,278,282,
A. K-6,Monmouth,2160,Highlands Boro,26527,55|57,28162,55|58,N.R.,N.R.,162,160,
A. K-6,Monmouth,4520,Roosevelt Boro,21069,41|57,22906,47|58,28599,50|56,88,87,86
A. K-6,Morris,3240,Mine Hill Twp,17529,23|57,18480,24|58,18177,14|56,360,365,461
A. K-6,Ocean,230,Beach Haven Boro,25982,52|57,32878,56|58,35070,54|56,71,60,66
A. K-6,Ocean,320,Berkeley Twp,14829,5|57,15810,7|58,17900,13|56,2427,2393,2400
A. K-6,Ocean,1150,Eagleswood Twp,21918,46|57,19520,30|58,21691,35|56,139,161,167
A. K-6,Ocean,2350,Island Heights Boro,21910,45|57,19726,32|58,20181,25|56,128,137,157
A. K-6,Ocean,2690,Little Egg Harbor Twp,16377,16|57,17252,17|58,19202,18|56,1667,1694,1561
A. K-6,Ocean,2760,Long Beach Island,32326,56|57,37377,57|58,33612,52|56,204,189,232
A. K-6,Ocean,3800,Ocean Gate Boro,24928,51|57,23926,49|58,23241,42|56,126,141,149
A. K-6,Ocean,3820,Ocean Twp,15845,14|57,16920,15|58,19502,22|56,549,581,588
A. K-6,Ocean,4710,Seaside Heights Boro,23078,49|57,27835,54|58,33648,53|56,200,174,140
A. K-6,Ocean,5020,Stafford Twp,15423,11|57,15678,6|58,16815,8|56,2446,2549,2742
A. K-6,Ocean,5220,Tuckerton Boro,18612,30|57,19733,33|58,20811,31|56,283,298,301
A. K-6,Sussex,1630,Fredon Twp,21434,43|57,21492,41|58,22666,40|56,177,187,203
A. K-6,Sussex,1980,Hampton Twp,19522,35|57,20487,37|58,23177,41|56,315,318,323
A. K-6,Sussex,4650,Sandyston-Walpack Twp,22290,47|57,22632,46|58,25806,47|56,123,125,127
A. K-6,Sussex,5040,Stillwater Twp,20379,39|57,21166,40|58,23882,45|56,284,287,294
A. K-6,Warren,400,Blairstown Twp,17802,26|57,18695,26|58,19220,19|56,434,425,427
A. K-6,Warren,1620,Franklin Twp,22472,48|57,21616,43|58,23736,44|56,197,212,238
A. K-6,Warren,1670,Frelinghuysen Twp,17234,21|57,18930,27|58,19585,23|56,130,117,123
A. K-6,Warren,2470,Knowlton Twp,20148,38|57,19809,34|58,21668,34|56,176,179,170
A. K-6,Warren,2970,Mansfield Twp,17610,25|57,17585,20|58,17613,11|56,550,578,611
A. K-6,Warren,5480,Washington Boro,15743,13|57,17330,19|58,19158,17|56,562,571,625
A. K-6,Warren,5530,Washington Twp,19627,36|57,18532,25|58,19439,21|56,386,412,426
B. K-8 / 0 - 400,Statewide,N.A.,Group average: B. K-8 / 0-400,20910,N.A.,22004,N.A.,24059,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,Group median:  B. K-8 / 0-400,19870,N.A.,20916,N.A.,22959,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,State average:   All operating types,18404,N.A.,19286,N.A.,21199,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,State median:    All operating types,18180,N.A.,19116,N.A.,21004,N.A.,,,
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,34592,72|73,36156,73|74,40112,72|75,390,379,384
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,17610,21|73,17573,12|74,20984,22|75,195,187,194
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,16180,7|73,17024,7|74,19755,12|75,374,371,368
B. K-8 / 0 - 400,Atlantic,3020,Margate City,30759,68|73,33087,70|74,37213,71|75,335,316,319
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,18550,30|73,19078,20|74,19219,10|75,107,111,116
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,17299,16|73,17229,8|74,18947,6|75,161,179,181
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,30228,67|73,28856,64|74,32865,66|75,155,162,166
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,16760,12|73,17642,14|74,20661,21|75,376,379,377
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,24011,53|73,24524,51|74,24149,47|75,237,240,270
B. K-8 / 0 - 400,Burlington,380,Beverly City,17073,15|73,20220,34|74,22817,34|75,343,337,327
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,15941,6|73,16951,6|74,16815,2|75,360,367,372
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,18344,26|73,19502,23|74,24617,49|75,179,185,175
B. K-8 / 0 - 400,Burlington,4460,Riverton,17396,17|73,19655,27|74,20543,19|75,274,259,259
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,22210,44|73,24698,52|74,26968,57|75,102,101,95
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,17499,18|73,19440,22|74,20332,16|75,275,264,287
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,18977,35|73,20916,38|74,21303,25|75,295,304,333
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,18288,25|73,20669,36|74,23044,39|75,326,372,393
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,18361,27|73,19010,19|74,23953,44|75,391,406,423
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,16461,8|73,16468,3|74,20469,18|75,379,397,404
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,32305,71|73,29814,66|74,33875,68|75,83,94,95
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,38856,73|73,41441,74|74,47001,75|75,170,162,176
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,28476,64|73,28551,63|74,27492,58|75,86,78,90
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,30961,69|73,35522,72|74,40205,73|75,238,222,225
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,15514,5|73,17708,15|74,19879,13|75,249,253,273
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,17983,23|73,19523,24|74,19557,11|75,314,321,344
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,16898,13|73,16741,4|74,18716,5|75,161,175,192
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,17729,22|73,20143,33|74,23489,42|75,82,81,88
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,16686,11|73,17450,10|74,18968,7|75,391,387,374
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,14216,1|73,12724,1|74,16067,1|75,123,134,148
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,16613,9|73,19870,30|74,22895,36|75,238,248,218
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,21147,42|73,19105,21|74,23073,40|75,359,390,382
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,24567,55|73,27215,58|74,31278,63|75,96,100,107
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,26602,62|73,27830,61|74,33014,67|75,87,87,86
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,20677,41|73,20234,35|74,20589,20|75,440,470,491
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,22042,43|73,22343,42|74,24697,50|75,379,377,396
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,23140,49|73,25311,54|74,27785,59|75,276,271,286
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,23517,50|73,25853,56|74,22736,33|75,106,102,133
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,22899,48|73,25449,55|74,26886,56|75,354,346,355
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,18750,31|73,18809,18|74,21751,27|75,331,350,366
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,26631,63|73,30184,67|74,35119,69|75,121,117,119
B. K-8 / 0 - 400,Monmouth,270,Belmar Boro,20511,N.A.,22073,41|74,22484,31|75,405,405,393
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,26380,61|73,30285,68|74,31622,64|75,210,193,200
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,25163,57|73,28305,62|74,32509,65|75,155,153,151
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,19870,38|73,20125,32|74,21879,28|75,164,169,175
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,22461,46|73,23997,50|74,26797,55|75,256,257,249
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,23625,51|73,19824,28|74,21984,29|75,220,291,264
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,29592,66|73,30832,69|74,35872,70|75,134,140,135
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,32097,70|73,34171,71|74,40726,74|75,152,143,143
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,19856,37|73,20846,37|74,22931,37|75,303,301,306
B. K-8 / 0 - 400,Morris,460,Boonton Twp,22059,N.A.,22312,N.A.,23460,41|75,386,405,411
B. K-8 / 0 - 400,Morris,2010,Harding Township,29505,65|73,29705,65|74,30083,61|75,281,297,317
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,23731,52|73,23890,49|74,25079,51|75,336,355,386
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,17572,20|73,21158,40|74,22223,30|75,298,285,311
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,18779,33|73,19894,31|74,24484,48|75,290,297,281
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,24912,56|73,27365,59|74,28400,60|75,122,121,124
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,22738,47|73,22716,45|74,22959,38|75,143,157,164
B. K-8 / 0 - 400,Salem,60,Alloway Twp,15227,3|73,17612,13|74,17865,4|75,283,296,308
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,18969,34|73,22447,44|74,22884,35|75,116,113,133
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,18487,29|73,22382,43|74,24002,45|75,178,166,171
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,16918,14|73,18159,16|74,21228,24|75,173,161,173
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,15490,4|73,16169,2|74,19036,8|75,286,287,289
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,15200,2|73,17542,11|74,20449,17|75,289,287,281
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,16650,10|73,16931,5|74,17222,3|75,340,341,375
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,25546,58|73,27448,60|74,30788,62|75,241,242,246
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,20170,39|73,21093,39|74,21086,23|75,209,225,249
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,22413,45|73,23595,47|74,24057,46|75,309,309,323
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,17516,19|73,18784,17|74,19054,9|75,281,282,302
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,18210,24|73,19834,29|74,22723,32|75,311,317,304
B. K-8 / 0 - 400,Union,5810,Winfield Twp,25626,59|73,23851,48|74,25219,52|75,137,142,153
B. K-8 / 0 - 400,Warren,70,Alpha Boro,19251,36|73,17361,9|74,21725,26|75,201,216,215
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,25910,60|73,25943,57|74,26514,54|75,186,183,194
B. K-8 / 0 - 400,Warren,2250,Hope Twp,24251,54|73,25110,53|74,26158,53|75,134,135,130
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,18761,32|73,19527,25|74,19993,15|75,249,262,263
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,18371,28|73,19548,26|74,19888,14|75,307,308,335
B. K-8 / 0 - 400,Warren,5780,White Twp,20320,40|73,23262,46|74,23631,43|75,270,256,270
C. K-8 / 401 - 750,Statewide,N.A.,Group average: C. K-8 / 401-750,18602,N.A.,19430,N.A.,21542,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,Group median:  C. K-8 / 401-750,18862,N.A.,19789,N.A.,21171,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,State average:   All operating types,18404,N.A.,19286,N.A.,21199,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,State median:    All operating types,18180,N.A.,19116,N.A.,21004,N.A.,,,
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,16258,13|60,17223,16|63,22137,41|68,559,572,563
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,16889,18|60,18075,21|63,20208,26|68,639,624,625
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,19204,N.A.,20387,N.A.,21482,37|68,780,736,753
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,27140,60|60,29480,63|63,34338,68|68,501,479,470
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,19919,41|60,21729,50|63,25586,59|68,528,500,504
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,28748,N.A.,28531,62|63,31201,67|68,389,419,414
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,19666,39|60,20571,42|63,21290,36|68,618,626,635
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,22035,55|60,21795,51|63,22369,46|68,426,454,480
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,18898,31|60,20106,35|63,19661,22|68,546,558,585
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,19055,35|60,20180,36|63,21532,38|68,514,519,521
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,16762,17|60,17478,19|63,18327,11|68,611,595,593
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,17400,N.A.,18112,N.A.,22399,47|68,738,765,779
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,19146,36|60,20272,38|63,22361,45|68,493,473,479
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,20162,N.A.,20261,N.A.,24174,55|68,741,763,768
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,14736,7|60,15801,6|63,16226,1|68,612,612,627
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,17541,22|60,18124,22|63,19553,21|68,531,529,563
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,16371,14|60,16020,9|63,19142,18|68,487,512,474
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,17625,23|60,19480,29|63,20748,29|68,703,664,659
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,17743,25|60,18882,24|63,18995,17|68,684,671,715
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,17414,20|60,18803,23|63,17787,7|68,683,692,711
C. K-8 / 401 - 750,Camden,190,Barrington Boro,18348,28|60,20095,34|63,21288,35|68,544,531,542
C. K-8 / 401 - 750,Camden,340,Berlin Twp,17791,26|60,19440,28|63,20805,32|68,615,621,647
C. K-8 / 401 - 750,Camden,880,Clementon Boro,14745,8|60,16440,11|63,19221,19|68,578,603,643
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,16548,15|60,19080,25|63,21026,33|68,441,422,452
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,18321,27|60,17348,17|63,20346,27|68,441,451,448
C. K-8 / 401 - 750,Camden,5900,Woodlynne Boro,17419,N.A.,19622,31|63,26187,61|68,386,415,422
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,16743,16|60,16697,12|63,18927,16|68,655,640,633
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,14475,5|60,14586,3|63,18096,9|68,490,510,480
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,12633,1|60,14799,4|63,17511,6|68,521,527,523
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,14573,6|60,13579,1|63,17340,5|68,509,561,538
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,14883,9|60,15899,7|63,18152,10|68,482,501,498
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,20744,48|60,21928,53|63,22730,49|68,420,417,429
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,20139,43|60,20606,43|63,23183,51|68,448,422,424
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,21287,50|60,22124,56|63,24261,58|68,410,405,409
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,20372,45|60,21967,55|63,22314,43|68,517,524,554
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,21225,49|60,22939,57|63,27661,63|68,582,558,501
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,24582,57|60,26172,60|63,29571,65|68,505,481,494
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,21761,52|60,20770,45|63,20785,31|68,434,484,518
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,25712,59|60,26198,61|63,30926,66|68,443,440,434
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,15066,10|60,16899,13|63,19959,24|68,678,719,760
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,19239,37|60,20442,40|63,22341,44|68,488,477,447
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,19753,40|60,21098,47|63,24198,56|68,727,714,689
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,21859,54|60,21316,48|63,21957,40|68,555,581,608
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,18932,33|60,19541,30|63,21054,34|68,463,450,463
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,13995,2|60,14282,2|63,16380,2|68,631,605,637
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,20125,42|60,20495,41|63,22916,50|68,544,560,559
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,21302,51|60,21809,52|63,24231,57|68,487,475,506
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,21798,53|60,21941,54|63,24098,54|68,590,607,635
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,20388,47|60,20316,39|63,20722,28|68,555,566,574
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,18826,30|60,20203,37|63,26388,62|68,691,697,709
C. K-8 / 401 - 750,Ocean,2500,Lakehurst Boro,17162,N.A.,17124,15|63,16992,3|68,381,409,445
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,18994,34|60,20703,44|63,22472,48|68,620,632,646
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,17723,24|60,17382,18|63,19235,20|68,590,609,630
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,24592,58|60,25171,59|63,28218,64|68,436,435,464
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,19278,38|60,20989,46|63,23987,53|68,741,722,723
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,17488,21|60,19412,27|63,19846,23|68,429,434,464
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,18924,32|60,21375,49|63,21691,39|68,667,634,704
C. K-8 / 401 - 750,Sussex,90,Andover Reg,23269,56|60,23898,58|63,26046,60|68,449,461,467
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,20377,46|60,20069,33|63,20182,25|68,500,505,516
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,20368,44|60,19138,26|63,23230,52|68,480,528,499
C. K-8 / 401 - 750,Sussex,1800,Green Twp,21675,N.A.,19943,N.A.,22160,42|68,373,406,400
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,18806,29|60,19635,32|63,20758,30|68,592,596,616
C. K-8 / 401 - 750,Union,1710,Garwood Boro,16007,N.A.,17033,N.A.,18344,12|68,363,359,375
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,16162,11|60,15935,8|63,17223,4|68,741,759,762
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,17356,19|60,17538,20|63,18417,13|68,432,450,457
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,16163,12|60,17102,14|63,18902,15|68,642,648,643
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,14073,3|60,16090,10|63,18854,14|68,653,612,641
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,14197,4|60,14829,5|63,17928,8|68,730,721,775
D. K-8 / 751 +,Statewide,N.A.,Group average: D. K-8 / 751+,18189,N.A.,19023,N.A.,20539,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,Group median:  D. K-8 / 751+,18217,N.A.,18921,N.A.,21214,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,State average:   All operating types,18404,N.A.,19286,N.A.,21199,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,State median:    All operating types,18180,N.A.,19116,N.A.,21004,N.A.,,,
D. K-8 / 751 +,Atlantic,10,Absecon City,15676,10|72,17304,18|73,22164,47|73,946,924,891
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,19221,45|72,19477,40|73,20776,32|73,3060,3078,3113
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,15711,11|72,17209,16|73,18386,13|73,2820,2822,2940
D. K-8 / 751 +,Atlantic,2680,Linwood City,16881,24|72,17848,27|73,20617,31|73,842,811,789
D. K-8 / 751 +,Atlantic,3720,Northfield City,17425,29|72,19514,41|73,19835,27|73,859,821,849
D. K-8 / 751 +,Bergen,40,Allendale Boro,17114,27|72,18913,36|73,21046,36|73,911,893,914
D. K-8 / 751 +,Bergen,930,Closter Boro,16239,18|72,17592,22|73,19405,25|73,1204,1192,1201
D. K-8 / 751 +,Bergen,1070,Demarest Boro,19246,46|72,20641,49|73,23563,59|73,767,774,772
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,23098,N.A.,23386,68|73,21765,43|73,744,764,894
D. K-8 / 751 +,Bergen,1470,Fairview Boro,11928,1|72,12734,1|73,21665,42|73,1553,1619,1557
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,26549,72|72,28391,73|73,28584,72|73,1209,1194,1201
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,20492,55|72,21319,55|73,22084,45|73,1102,1126,1143
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,18669,40|72,22416,60|73,23442,58|73,793,815,819
D. K-8 / 751 +,Bergen,3060,Maywood Boro,16022,14|72,16045,6|73,17592,9|73,953,996,1002
D. K-8 / 751 +,Bergen,3330,Montvale Boro,17618,33|72,17862,28|73,19091,22|73,953,984,1001
D. K-8 / 751 +,Bergen,3760,Oakland Boro,22133,67|72,23086,65|73,25645,68|73,1302,1307,1315
D. K-8 / 751 +,Bergen,4430,River Vale Twp,21271,60|72,23124,66|73,24510,64|73,1014,992,990
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,21600,63|72,23079,64|73,25427,67|73,1117,1096,1099
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,18986,43|72,19888,44|73,20930,35|73,2003,2018,2059
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,16337,19|72,17434,21|73,22417,49|73,944,967,1001
D. K-8 / 751 +,Burlington,1420,Evesham Twp,15536,9|72,16269,9|73,17196,7|73,4374,4465,4508
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,17029,26|72,18921,37|73,18948,20|73,1197,1169,1238
D. K-8 / 751 +,Burlington,3080,Medford Twp,18304,38|72,18952,38|73,16605,3|73,2672,2723,3396
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,18217,37|72,17220,17|73,22308,48|73,1101,1187,1127
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,16570,20|72,17905,29|73,18034,11|73,4172,4161,4285
D. K-8 / 751 +,Burlington,5720,Westampton,16133,15|72,16598,13|73,17189,6|73,919,907,934
D. K-8 / 751 +,Camden,260,Bellmawr Boro,16570,20|72,17202,15|73,19023,21|73,1137,1172,1174
D. K-8 / 751 +,Camden,330,Berlin Boro,13331,2|72,15140,2|73,15223,1|73,878,826,919
D. K-8 / 751 +,Camden,1780,Gloucester Twp,14837,4|72,15981,5|73,17783,10|73,6540,6536,6540
