GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,7.6,55|75,70625,44|75,7.0,58|75,73580,44|75
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,8.3,43|75,62704,14|75,7.9,49|75,59769,6|75
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,6.0,71|75,76963,60|75,6.0,70|75,81683,66|75
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,6.1,70|75,87595,73|75,5.6,73|75,91665,73|75
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,7.7,53|75,63919,19|75,7.0,58|75,66257,19|75
B. K-8 / 0 - 400,Morris,460,Boonton Twp,9.4,25|75,78936,63|75,9.2,26|75,81805,67|75
B. K-8 / 0 - 400,Morris,2010,Harding Township,7.2,60|75,75566,59|75,6.7,62|75,77772,58|75
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,8.3,43|75,74860,56|75,8.6,35|75,78695,60|75
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,8.2,46|75,68383,33|75,8.8,33|75,68348,28|75
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,9.0,29|75,70815,46|75,8.6,35|75,80100,64|75
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,8.0,49|75,72537,52|75,6.7,62|75,74995,50|75
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,8.8,34|75,74760,55|75,7.5,55|75,65510,17|75
B. K-8 / 0 - 400,Salem,60,Alloway Twp,9.5,23|75,63327,17|75,10.8,8|75,66916,20|75
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,7.3,58|75,63780,18|75,6.5,66|75,65960,18|75
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,7.5,57|75,62120,12|75,9.2,26|75,67900,23|75
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,8.5,37|75,67602,28|75,8.5,37|75,69959,33|75
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,10.4,9|75,69991,40|75,11.0,7|75,72226,37|75
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,8.9,31|75,69311,37|75,9.6,23|75,73751,45|75
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,9.9,17|75,74918,57|75,10.0,13|75,77768,57|75
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,7.2,60|75,78546,62|75,8.1,46|75,78546,59|75
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,8.0,49|75,70225,42|75,8.2,43|75,74760,49|75
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,8.4,41|75,66500,24|75,9.6,23|75,68000,25|75
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,9.7,20|75,54273,1|75,10.6,9|75,54545,2|75
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,9.8,19|75,70705,45|75,10.3,10|75,71530,36|75
B. K-8 / 0 - 400,Union,5810,Winfield Twp,8.5,37|75,74672,54|75,7.8,52|75,77154,55|75
B. K-8 / 0 - 400,Warren,70,Alpha Boro,10.6,7|75,70070,41|75,8.2,43|75,67530,22|75
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,6.6,64|75,71239,49|75,7.6,54|75,77390,56|75
B. K-8 / 0 - 400,Warren,2250,Hope Twp,7.3,58|75,68823,36|75,8.3,41|75,75163,51|75
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,9.0,29|75,58730,6|75,10.0,13|75,63828,12|75
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,9.9,17|75,78472,61|75,9.8,18|75,76391,54|75
B. K-8 / 0 - 400,Warren,5780,White Twp,8.6,36|75,80475,67|75,8.5,37|75,78800,61|75
C. K-8 / 401 - 750,Statewide,N.A.,Group Average: C. K-8 / 401-750,10.0,N.A.,74772,N.A.,9.9,N.A.,76352,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,Group Median:  C. K-8 / 401-750,10.0,N.A.,72088,N.A.,9.8,N.A.,74070,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,State Average:   All Operating Types,11.7,N.A.,81927,N.A.,11.7,N.A.,84011,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,State Median:    All Operating Types,10.9,N.A.,80196,N.A.,10.9,N.A.,82780,N.A.
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,9.1,51|68,62217,4|68,8.7,54|68,63967,8|68
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,10.2,27|68,80631,54|68,10.5,23|68,76433,43|68
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,9.4,45|68,86798,64|68,9.4,42|68,87898,62|68
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,6.8,68|68,98050,68|68,7.2,68|68,99939,68|68
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,11.6,8|68,81659,57|68,10.7,19|68,79534,51|68
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,8.7,58|68,84476,62|68,8.4,62|68,89704,64|68
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,11.3,13|68,88630,65|68,11.4,13|68,93645,67|68
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,9.5,43|68,69767,29|68,9.4,42|68,70785,25|68
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,10.9,18|68,82668,60|68,11.7,9|68,80668,54|68
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,10.1,31|68,85402,63|68,10.2,28|68,89891,65|68
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,11.1,16|68,64401,11|68,12.2,4|68,65190,10|68
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,11.6,8|68,94400,67|68,11.3,14|68,90700,66|68
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,9.9,37|68,84283,61|68,9.7,35|68,85692,59|68
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,10.7,20|68,69100,25|68,9.3,45|68,69100,20|68
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,11.2,15|68,62700,7|68,10.8,18|68,61782,4|68
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,9.9,37|68,68637,21|68,9.1,50|68,66076,13|68
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,10.5,24|68,62581,6|68,9.5,38|68,60783,3|68
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,10.7,20|68,79709,53|68,10.5,23|68,78626,48|68
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,9.9,37|68,71297,36|68,10.1,30|68,69057,19|68
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,12.3,3|68,71973,39|68,13.3,1|68,72923,32|68
C. K-8 / 401 - 750,Camden,190,Barrington Boro,8.4,63|68,68380,19|68,8.5,60|68,73362,34|68
C. K-8 / 401 - 750,Camden,340,Berlin Twp,13.0,1|68,82494,59|68,11.5,11|68,81694,56|68
C. K-8 / 401 - 750,Camden,880,Clementon Boro,9.4,45|68,62341,5|68,9.7,35|68,66616,15|68
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,10.0,33|68,70549,31|68,10.0,32|68,74579,36|68
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,10.0,33|68,74299,44|68,10.4,26|68,75175,39|68
C. K-8 / 401 - 750,Camden,5900,Woodlynne Boro,10.0,33|68,63331,8|68,9.4,42|68,62895,5|68
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,12.3,3|68,58700,2|68,12.8,3|68,60670,2|68
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,11.3,13|68,69805,30|68,12.2,4|68,72660,31|68
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,12.3,3|68,64461,12|68,11.6,10|68,63858,7|68
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,10.8,19|68,77109,50|68,10.2,28|68,78243,46|68
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,11.6,8|68,81107,55|68,11.1,16|68,87249,61|68
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,9.8,40|68,68395,20|68,10.7,19|68,81244,55|68
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,9.3,49|68,74700,45|68,8.5,60|68,77425,45|68
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,8.8,57|68,75466,46|68,8.8,52|68,78838,49|68
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,8.5,62|68,69594,27|68,8.8,52|68,69293,22|68
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,8.9,53|68,75688,47|68,8.6,58|68,76325,42|68
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,8.9,53|68,92436,66|68,8.4,62|68,89362,63|68
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,9.4,45|68,58400,1|68,9.8,34|68,57545,1|68
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,7.8,67|68,72025,40|68,7.6,67|68,75375,40|68
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,10.5,24|68,61343,3|68,9.5,38|68,65043,9|68
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,7.9,65|68,68879,24|68,9.3,45|68,72089,28|68
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,9.2,50|68,78274,52|68,8.7,54|68,83200,58|68
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,9.1,51|68,81583,56|68,9.3,45|68,78610,47|68
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,8.9,53|68,67075,16|68,8.4,62|68,69105,21|68
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,11.4,12|68,64219,10|68,12.0,7|68,68059,17|68
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,8.9,53|68,67805,17|68,8.4,62|68,77240,44|68
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,8.7,58|68,71304,37|68,9.0,51|68,71704,26|68
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,9.7,41|68,69100,25|68,8.7,54|68,72219,29|68
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,9.6,42|68,66845,15|68,10.4,26|68,66095,14|68
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,8.4,63|68,71210,35|68,8.7,54|68,74070,35|68
C. K-8 / 401 - 750,Ocean,2500,Lakehurst Boro,10.2,27|68,65469,14|68,9.6,37|68,67969,16|68
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,10.2,27|68,73785,42|68,10.7,19|68,76245,41|68
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,10.6,23|68,70895,32|68,10.5,23|68,74780,37|68
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,8.7,58|68,76048,48|68,8.6,58|68,81980,57|68
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,9.5,43|68,77125,51|68,9.5,38|68,80200,53|68
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,11.1,16|68,65050,13|68,11.1,16|68,65475,11|68
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,10.4,26|68,71415,38|68,9.3,45|68,72252,30|68
C. K-8 / 401 - 750,Sussex,90,Andover Reg,8.7,58|68,69606,28|68,9.5,38|68,69051,18|68
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,7.9,65|68,76284,49|68,8.3,66|68,79133,50|68
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,10.1,31|68,73743,41|68,10.6,22|68,79746,52|68
C. K-8 / 401 - 750,Sussex,1800,Green Twp,9.4,45|68,82392,58|68,9.3,45|68,86777,60|68
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,10.2,27|68,68123,18|68,9.9,33|68,69841,23|68
C. K-8 / 401 - 750,Union,1710,Garwood Boro,11.9,7|68,63482,9|68,12.9,2|68,63209,6|68
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,10.0,33|68,68713,22|68,11.3,14|68,70236,24|68
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,12.9,2|68,68758,23|68,11.8,8|68,66028,12|68
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,12.1,6|68,71185,34|68,12.2,4|68,75165,38|68
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,11.6,8|68,70923,33|68,10.1,30|68,72088,27|68
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,10.7,20|68,74008,43|68,11.5,11|68,73239,33|68
D. K-8 / 751 +,Statewide,N.A.,Group Average: D. K-8 / 751+,10.6,N.A.,78605,N.A.,10.5,N.A.,80112,N.A.
D. K-8 / 751 +,Statewide,N.A.,Group Median:  D. K-8 / 751+,10.2,N.A.,76530,N.A.,10.5,N.A.,78275,N.A.
D. K-8 / 751 +,Statewide,N.A.,State Average:   All Operating Types,11.7,N.A.,81927,N.A.,11.7,N.A.,84011,N.A.
D. K-8 / 751 +,Statewide,N.A.,State Median:    All Operating Types,10.9,N.A.,80196,N.A.,10.9,N.A.,82780,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,9.5,60|73,71169,21|73,9.2,63|73,69481,12|73
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,10.3,35|73,85579,60|73,10.8,25|73,80017,46|73
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,11.0,20|73,70808,20|73,10.6,30|73,80215,48|73
D. K-8 / 751 +,Atlantic,2680,Linwood City,10.9,23|73,83575,56|73,11.1,16|73,88695,64|73
D. K-8 / 751 +,Atlantic,3720,Northfield City,9.3,64|73,68023,11|73,9.4,61|73,66531,8|73
D. K-8 / 751 +,Bergen,40,Allendale Boro,12.0,7|73,86665,64|73,12.0,9|73,85140,61|73
D. K-8 / 751 +,Bergen,930,Closter Boro,11.7,10|73,89054,67|73,12.2,7|73,94715,72|73
D. K-8 / 751 +,Bergen,1070,Demarest Boro,9.7,51|73,76681,38|73,10.5,32|73,81238,50|73
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,9.5,60|73,88112,65|73,10.3,39|73,88488,63|73
D. K-8 / 751 +,Bergen,1470,Fairview Boro,13.7,1|73,65200,5|73,13.1,2|73,67340,9|73
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,8.3,71|73,90227,70|73,8.1,71|73,89221,66|73
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,8.9,66|73,80725,51|73,9.0,65|73,83085,57|73
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,9.6,56|73,73819,31|73,9.5,58|73,74857,30|73
D. K-8 / 751 +,Bergen,3060,Maywood Boro,12.5,4|73,66499,8|73,12.3,6|73,64325,2|73
D. K-8 / 751 +,Bergen,3330,Montvale Boro,10.8,24|73,83758,57|73,10.7,28|73,82023,53|73
D. K-8 / 751 +,Bergen,3760,Oakland Boro,10.0,41|73,89849,69|73,9.5,58|73,90289,68|73
