GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
,Statewide,200,,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
,Statewide,6057,,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
,Statewide,6110,,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
,Statewide,6232,,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
,Statewide,6240,,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
,Statewide,8065,,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Statewide,N.A.,Group average: A. K-6,904,N.A.,0.053,0.477,951,N.A.,0.053,0.475,1028,N.A.,0.053,0.48
A. K-6,Statewide,N.A.,Group median:  A. K-6,900,N.A.,0.049,0.436,945,N.A.,0.049,0.453,1060,N.A.,0.051,0.454
A. K-6,Statewide,N.A.,State average:   All operating types,1096,N.A.,0.06,0.476,1170,N.A.,0.061,0.48,1274,N.A.,0.06,0.481
A. K-6,Statewide,N.A.,State median:    All operating types,992,N.A.,0.055,0.459,1045,N.A.,0.055,0.454,1132,N.A.,0.054,0.461
A. K-6,Bergen,1270,Edgewater Boro,1118,37|56,0.059,0.4857,1303,44|57,0.064,0.4887,1365,38|53,0.068,0.5246
A. K-6,Bergen,3870,Oradell Boro,846,24|56,0.056,0.5291,913,27|57,0.055,0.4653,985,24|53,0.057,0.4997
A. K-6,Bergen,4410,River Edge Boro,884,29|56,0.052,0.5652,791,20|57,0.049,0.5116,867,17|53,0.047,0.4904
A. K-6,Bergen,4620,Saddle River School District,3045,56|56,0.07,0.4736,3012,56|57,0.067,0.4069,3792,53|53,0.092,0.5275
A. K-6,Burlington,830,Chesterfield Twp,1169,40|56,0.069,0.6423,1283,43|57,0.07,0.6121,1400,41|53,0.069,0.6461
A. K-6,Burlington,2960,Mansfield Twp,1281,46|56,0.06,0.5041,1372,46|57,0.061,0.5024,1221,36|53,0.059,0.5075
A. K-6,Burlington,3650,North Hanover Twp,639,13|56,0.036,0.4462,825,22|57,0.042,0.5137,866,16|53,0.039,0.4165
A. K-6,Burlington,5010,Springfield Twp,662,14|56,0.045,0.3302,916,28|57,0.06,0.5465,1103,31|53,0.071,0.6101
A. K-6,Camden,2540,Laurel Springs Boro,112,3|56,0.006,0.0673,135,2|57,0.007,0.0787,120,1|53,0.006,0.0689
A. K-6,Camden,3770,Oaklyn Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Camden,5560,Waterford Twp,870,25|56,0.048,0.4365,803,21|57,0.042,0.428,833,14|53,0.039,0.4153
A. K-6,Cape May,710,Cape May City,1606,50|56,0.067,0.5184,1409,47|57,0.052,0.4007,1721,48|53,0.055,0.431
A. K-6,Cape May,2840,Lower Twp,1747,53|56,0.1,0.7079,1753,53|57,0.104,0.7453,1591,47|53,0.095,0.6948
A. K-6,Cape May,5610,West Cape May Boro,1438,48|56,0.069,0.5923,1583,51|57,0.071,0.5377,1511,44|53,0.064,0.4818
A. K-6,Essex,1400,Essex Fells Boro,1214,43|56,0.056,0.5144,1595,52|57,0.069,0.6102,1548,45|53,0.069,0.5839
A. K-6,Essex,1465,Fairfield Twp,834,23|56,0.049,0.4535,754,17|57,0.047,0.4409,1064,28|53,0.052,0.4541
A. K-6,Essex,3630,North Caldwell Boro,1090,35|56,0.058,0.4236,1125,37|57,0.057,0.5411,1480,43|53,0.065,0.5409
A. K-6,Essex,4530,Roseland Boro,716,16|56,0.04,0.4059,907,26|57,0.048,0.4666,978,23|53,0.047,0.4078
A. K-6,Gloucester,1180,East Greenwich Twp,718,17|56,0.05,0.4297,753,16|57,0.05,0.4456,895,20|53,0.055,0.4664
A. K-6,Gloucester,1330,Elk Twp,831,22|56,0.054,0.4815,713,14|57,0.044,0.4308,815,12|53,0.042,0.4102
A. K-6,Gloucester,1590,Franklin Twp,1112,36|56,0.073,0.5691,1129,38|57,0.071,0.5586,1124,33|53,0.07,0.5521
A. K-6,Gloucester,2070,Harrison Twp,806,20|56,0.058,0.4741,847,23|57,0.059,0.4474,908,21|53,0.059,0.5093
A. K-6,Gloucester,2990,Mantua Twp,1047,28|56,0.062,0.565,986,31|57,0.058,0.5031,890,19|53,0.053,0.5205
A. K-6,Gloucester,3490,National Park Boro,565,10|56,0.035,0.4804,651,11|57,0.036,0.3735,808,10|53,0.037,0.381
A. K-6,Gloucester,4880,South Harrison Twp,45,1|56,0.004,0.0314,139,3|57,0.009,0.081,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,5120,Swedesboro-Woolwich,517,8|56,0.033,0.3172,571,6|57,0.033,0.2789,572,2|53,0.033,0.2985
A. K-6,Gloucester,5590,Wenonah Boro,585,11|56,0.031,0.2676,713,14|57,0.034,0.2686,804,9|53,0.039,0.275
A. K-6,Gloucester,5740,Westville Boro,386,6|56,0.025,0.4072,648,10|57,0.038,0.474,790,8|53,0.038,0.4471
A. K-6,Gloucester,5870,Woodbury Heights Boro,469,7|56,0.032,0.4523,511,4|57,0.033,0.3974,756,7|53,0.042,0.4825
A. K-6,Hunterdon,1970,Hampton Boro,1426,N.A.,0.055,0.5241,1447,49|57,0.056,0.5413,1461,42|53,0.053,0.4951
A. K-6,Hunterdon,2590,Lebanon Boro,1720,52|56,0.066,0.4497,1180,40|57,0.043,0.4254,1298,37|53,0.051,0.3578
A. K-6,Hunterdon,3180,Milford Boro,1921,54|56,0.073,0.4391,3091,57|57,0.12,0.6272,1966,51|53,0.05,0.3344
A. K-6,Monmouth,130,Atlantic Highlands Boro,876,27|56,0.045,0.4537,969,30|57,0.046,0.4357,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,2160,Highlands Boro,1193,42|56,0.045,0.388,1412,48|57,0.05,0.4102,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,4520,Roosevelt Boro,128,4|56,0.006,0.0384,53,1|57,0.002,0.0162,N.R.,N.R.,N.R.,N.R.
A. K-6,Morris,3240,Mine Hill Twp,89,2|56,0.005,0.05,612,8|57,0.033,0.3873,810,11|53,0.045,0.4074
A. K-6,Ocean,230,Beach Haven Boro,1659,51|56,0.064,0.3357,2007,54|57,0.061,0.3117,1955,50|53,0.056,0.2905
A. K-6,Ocean,320,Berkeley Twp,615,12|56,0.041,0.5087,643,9|57,0.041,0.4653,724,6|53,0.04,0.4836
A. K-6,Ocean,1150,Eagleswood Twp,1036,33|56,0.047,0.4671,945,29|57,0.048,0.4506,1205,34|53,0.056,0.4992
A. K-6,Ocean,2350,Island Heights Boro,562,9|56,0.026,0.1266,703,13|57,0.036,0.272,664,5|53,0.033,0.2401
A. K-6,Ocean,2690,Little Egg Harbor Twp,813,21|56,0.05,0.5424,887,25|57,0.051,0.5589,1013,25|53,0.053,0.5952
A. K-6,Ocean,2760,Long Beach Island,2378,55|56,0.074,0.4432,2801,55|57,0.075,0.4075,2300,52|53,0.068,0.3697
A. K-6,Ocean,3800,Ocean Gate Boro,1180,41|56,0.047,0.5047,780,19|57,0.033,0.4514,875,18|53,0.038,0.504
A. K-6,Ocean,3820,Ocean Twp,1280,45|56,0.081,0.5771,1046,35|57,0.062,0.5302,1098,29|53,0.056,0.498
A. K-6,Ocean,4710,Seaside Heights Boro,875,26|56,0.038,0.4829,1049,36|57,0.038,0.4988,1380,39|53,0.041,0.4511
A. K-6,Ocean,5020,Stafford Twp,1004,32|56,0.065,0.5395,1034,34|57,0.066,0.5071,1098,29|53,0.065,0.5788
A. K-6,Ocean,5220,Tuckerton Boro,1157,39|56,0.062,0.5156,1187,41|57,0.06,0.4703,1213,35|53,0.058,0.4893
A. K-6,Sussex,1630,Fredon Twp,1581,49|56,0.074,0.4913,1447,49|57,0.067,0.4668,1891,49|53,0.083,0.4786
