GROUP,CONAME,DIST,DISTNAME,EX121,EX221
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,267524,75688
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,738103,1094264
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,632858,649532
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,832736,641108
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,185001,266910
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,0,0
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,121880,375967
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,0,0
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,0,0
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,651018,610610
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,193065,311700
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,510096,432258
B. K-8 / 0 - 400,Monmouth,270,Belmar Boro,339858,607283
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,325953,230341
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,209979,399620
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,99964,200000
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,2836,0
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,232289,39660
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,549158,651919
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,362457,229354
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,153452,59978
B. K-8 / 0 - 400,Morris,460,Boonton Twp,563859,280000
B. K-8 / 0 - 400,Morris,2010,Harding Township,350323,350703
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,657956,408039
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,100000,100000
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,531170,1334244
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,0,34607
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,18417,128337
B. K-8 / 0 - 400,Salem,60,Alloway Twp,816143,46231
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,240748,785828
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,387490,602634
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,505389,571542
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,554928,550606
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,682503,641122
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,290000,356222
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,902857,935867
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,0,0
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,345832,344953
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,180566,322383
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,250000,280000
B. K-8 / 0 - 400,Union,5810,Winfield Twp,0,173347
B. K-8 / 0 - 400,Warren,70,Alpha Boro,752901,599154
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,0,0
B. K-8 / 0 - 400,Warren,2250,Hope Twp,0,0
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,0,0
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,441803,450233
B. K-8 / 0 - 400,Warren,5780,White Twp,226706,452285
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,1012053,1653841
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,915641,768509
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,967912,1363229
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,2347477,2325611
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,1196032,2000309
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,0,0
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,505431,924925
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,0,0
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,377779,147534
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,350001,350000
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,77952,450000
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,1497016,1445170
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,250000,428182
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,0,0
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,0,0
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,624116,654383
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,707431,807431
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,1031775,1186916
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,1005560,937233
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,456520,63208
C. K-8 / 401 - 750,Camden,190,Barrington Boro,113393,138026
C. K-8 / 401 - 750,Camden,340,Berlin Twp,417170,216914
C. K-8 / 401 - 750,Camden,880,Clementon Boro,1000000,0
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,1494747,1584274
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,1067202,694097
C. K-8 / 401 - 750,Camden,5900,Woodlynne Boro,2979262,2979262
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,0,0
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,1234859,930836
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,0,0
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,256105,415953
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,554176,483368
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,445365,342747
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,322231,234496
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,200000,200000
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,250000,0
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,680079,535206
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,1351370,955585
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,0,0
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,56362,339321
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,0,0
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,178176,140704
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,0,1536162
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,109931,133021
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,75000,125000
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,488263,985453
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,533922,378166
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,650000,650000
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,851318,850000
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,260225,26617
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,670000,670000
C. K-8 / 401 - 750,Ocean,2500,Lakehurst Boro,34457,390678
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,1000000,1777694
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,407425,413169
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,973170,973170
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,300000,1100000
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,375000,400000
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,801242,1224847
C. K-8 / 401 - 750,Sussex,90,Andover Reg,310397,2146565
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,110000,90000
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,500000,500000
C. K-8 / 401 - 750,Sussex,1800,Green Twp,280000,280000
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,501685,381000
C. K-8 / 401 - 750,Union,1710,Garwood Boro,40231,375486
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,375000,419506
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,0,0
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,524883,261229
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,488324,1173334
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,141714,991290
D. K-8 / 751 +,Atlantic,10,Absecon City,1017069,1310914
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,2763247,2671695
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,4037123,3202917
D. K-8 / 751 +,Atlantic,2680,Linwood City,519177,530322
D. K-8 / 751 +,Atlantic,3720,Northfield City,817978,586239
D. K-8 / 751 +,Bergen,40,Allendale Boro,1463786,1976694
D. K-8 / 751 +,Bergen,930,Closter Boro,700000,675000
D. K-8 / 751 +,Bergen,1070,Demarest Boro,800000,600000
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,600000,700000
D. K-8 / 751 +,Bergen,1470,Fairview Boro,1029852,796334
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,0,500000
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,500000,200000
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,1077817,770000
D. K-8 / 751 +,Bergen,3060,Maywood Boro,572741,737917
D. K-8 / 751 +,Bergen,3330,Montvale Boro,350000,300000
D. K-8 / 751 +,Bergen,3760,Oakland Boro,760000,760000
D. K-8 / 751 +,Bergen,4430,River Vale Twp,600000,600000
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,1841368,2248887
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,650000,650000
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,1153443,1260301
D. K-8 / 751 +,Burlington,1420,Evesham Twp,3064751,0
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,2423355,1932996
D. K-8 / 751 +,Burlington,3080,Medford Twp,1643927,2009702
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,2100000,2000000
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,2988218,1476483
D. K-8 / 751 +,Burlington,5720,Westampton,483575,675045
D. K-8 / 751 +,Camden,260,Bellmawr Boro,0,160610
D. K-8 / 751 +,Camden,330,Berlin Boro,250312,393644
D. K-8 / 751 +,Camden,1780,Gloucester Twp,5982391,6593238
D. K-8 / 751 +,Camden,4590,Runnemede Boro,234008,150000
D. K-8 / 751 +,Camden,5080,Stratford Boro,3324103,3619388
D. K-8 / 751 +,Camden,5400,Voorhees Twp,1300000,1582846
D. K-8 / 751 +,Cape May,5340,Upper Twp,969916,975000
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,951196,2349084
D. K-8 / 751 +,Gloucester,2750,Logan Twp,276494,636890
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,3247899,4070847
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,0,0
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,2267884,0
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,785000,785000
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,999398,1200000
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,0,545674
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,1031137,1008849
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,184335,0
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,918287,1754485
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,0,0
D. K-8 / 751 +,Monmouth,2290,Howell Twp,3000000,3000000
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,3779174,4306188
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,857220,2202061
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,2777097,2829246
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,1214945,2141769
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,953754,935709
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,3537051,3037516
D. K-8 / 751 +,Morris,820,Chester Twp,375000,450000
D. K-8 / 751 +,Morris,1090,Denville Twp,200000,200000
D. K-8 / 751 +,Morris,1190,East Hanover Twp,1828084,1731501
D. K-8 / 751 +,Morris,1530,Florham Park Boro,406668,406741
D. K-8 / 751 +,Morris,2000,Hanover Twp,273331,0
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,0,0
D. K-8 / 751 +,Morris,3100,Mendham Twp,1034162,992589
D. K-8 / 751 +,Morris,4000,Long Hill Twp,0,330000
D. K-8 / 751 +,Morris,4490,Rockaway Twp,929854,1500000
D. K-8 / 751 +,Morris,5520,Washington Twp,0,0
D. K-8 / 751 +,Passaic,1920,Haledon Boro,907565,1157933
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,518330,678892
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,0,183660
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,2171475,2029250
D. K-8 / 751 +,Passaic,5200,Totowa Boro,6725546,7419506
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,450000,450000
D. K-8 / 751 +,Passaic,5690,Woodland Park,144329,40805
D. K-8 / 751 +,Somerset,510,Branchburg Twp,0,0
D. K-8 / 751 +,Somerset,5470,Warren Twp,585000,586000
D. K-8 / 751 +,Sussex,640,Byram Twp,500000,657821
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,1452515,1405312
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,962547,977246
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,0,600000
E. K-12 / 0 - 1800,Bergen,990,Cresskill Boro,1125130,1185202
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,0,0
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,256441,0
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,275000,275000
E. K-12 / 0 - 1800,Bergen,3910,Palisades Park,1600000,1309517
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,892538,856376
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,2836743,2501498
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,1300000,1300000
E. K-12 / 0 - 1800,Bergen,5430,Wallington Boro,3643694,4185621
E. K-12 / 0 - 1800,Bergen,5830,Wood-Ridge Boro,0,0
E. K-12 / 0 - 1800,Burlington,600,Burlington City,3196793,4591737
E. K-12 / 0 - 1800,Burlington,1520,Florence Twp,1900735,351738
E. K-12 / 0 - 1800,Burlington,3920,Palmyra Boro,1390170,1543169
E. K-12 / 0 - 1800,Burlington,4450,Riverside Twp,3152916,4531408
E. K-12 / 0 - 1800,Camden,150,Audubon Public School District,150000,25030
E. K-12 / 0 - 1800,Camden,1880,Haddon Heights Boro,1000000,1000000
E. K-12 / 0 - 1800,Cape May,3780,Ocean City,942436,849950
E. K-12 / 0 - 1800,Cape May,5790,Wildwood City,1428000,1511482
E. K-12 / 0 - 1800,Essex,760,Cedar Grove Twp,1186121,1186121
E. K-12 / 0 - 1800,Essex,1750,Glen Ridge Boro,2038806,2000000
E. K-12 / 0 - 1800,Gloucester,860,Clayton Boro,709746,607791
E. K-12 / 0 - 1800,Gloucester,4020,Paulsboro Boro,767397,3495060
E. K-12 / 0 - 1800,Gloucester,4140,Pitman Boro,0,644620
E. K-12 / 0 - 1800,Gloucester,5860,Woodbury City,150000,100000
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp,1053143,0
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon Regional School District,154124,76700
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,1554959,1703007
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro,0,0
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,395713,135060
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,2000000,4086243
E. K-12 / 0 - 1800,Monmouth,100,Asbury Park City,0,1693279
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,711787,716565
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,2430960,2083941
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,751839,1103166
E. K-12 / 0 - 1800,Morris,450,Boonton Town,300000,387424
E. K-12 / 0 - 1800,Morris,630,Butler Boro,1600000,1600000
E. K-12 / 0 - 1800,Morris,2460,Kinnelon Boro,0,515904
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,465064,0
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp,0,0
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro,812096,1126311
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro,752645,716906
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,1748204,1644242
E. K-12 / 0 - 1800,Salem,4630,Salem City,2038093,0
E. K-12 / 0 - 1800,Salem,5910,Woodstown-Pilesgrove Reg,800000,1374292
E. K-12 / 0 - 1800,Somerset,3000,Manville Boro,2076610,2300000
E. K-12 / 0 - 1800,Somerset,4815,Somerset Hills Regional,1294033,1166181
E. K-12 / 0 - 1800,Sussex,2240,Hopatcong,711222,128043
E. K-12 / 0 - 1800,Sussex,3590,Newton Town,0,0
E. K-12 / 0 - 1800,Union,2420,Kenilworth Boro,1133140,826312
E. K-12 / 0 - 1800,Warren,280,Belvidere Town,0,0
F. K-12 / 1801 - 3500,Atlantic,1960,Hammonton Town,2248434,2739696
F. K-12 / 1801 - 3500,Bergen,890,Cliffside Park Boro,1035825,1049258
F. K-12 / 1801 - 3500,Bergen,1130,Dumont Boro,1198061,1105553
F. K-12 / 1801 - 3500,Bergen,1345,Elmwood Park,1114111,1114111
F. K-12 / 1801 - 3500,Bergen,1370,Englewood City,3000000,1690511
F. K-12 / 1801 - 3500,Bergen,1760,Glen Rock Boro,1521184,1421184
F. K-12 / 1801 - 3500,Bergen,2620,Leonia Boro,550000,550000
F. K-12 / 1801 - 3500,Bergen,2740,Lodi Borough,3689303,2600000
F. K-12 / 1801 - 3500,Bergen,2860,Lyndhurst Twp,0,0
F. K-12 / 1801 - 3500,Bergen,2900,Mahwah Twp,2167561,1493946
F. K-12 / 1801 - 3500,Bergen,3550,New Milford Boro,2356623,1500000
F. K-12 / 1801 - 3500,Bergen,3600,North Arlington Boro,4262811,5994375
F. K-12 / 1801 - 3500,Bergen,4310,Ramsey Boro,2429913,2366539
F. K-12 / 1801 - 3500,Bergen,4380,Ridgefield Park Twp,0,0
F. K-12 / 1801 - 3500,Bergen,4600,Rutherford Boro,468849,500000
F. K-12 / 1801 - 3500,Bergen,4610,Saddle Brook Twp,0,0
F. K-12 / 1801 - 3500,Bergen,5160,Tenafly Boro,0,1380214
F. K-12 / 1801 - 3500,Bergen,5755,Westwood Regional,1500000,1000000
F. K-12 / 1801 - 3500,Burlington,475,Bordentown Regional,0,832870
F. K-12 / 1801 - 3500,Burlington,840,Cinnaminson Twp,4084870,5099035
F. K-12 / 1801 - 3500,Burlington,1060,Delran Twp,533446,695226
F. K-12 / 1801 - 3500,Burlington,3010,Maple Shade Twp,469670,514666
F. K-12 / 1801 - 3500,Camden,940,Collingswood Boro,0,798580
F. K-12 / 1801 - 3500,Camden,1770,Gloucester City,3304045,3061235
F. K-12 / 1801 - 3500,Camden,1890,Haddon Twp,155678,0
F. K-12 / 1801 - 3500,Camden,1900,Haddonfield Boro,834693,919559
F. K-12 / 1801 - 3500,Camden,2670,Lindenwold Boro,710610,822452
F. K-12 / 1801 - 3500,Camden,4110,Pine Hill Boro,4097007,3909636
F. K-12 / 1801 - 3500,Cape May,3130,Middle Twp,802925,813424
F. K-12 / 1801 - 3500,Essex,660,Caldwell-West Caldwell,568975,415730
F. K-12 / 1801 - 3500,Essex,5370,Verona Boro,1010978,913988
F. K-12 / 1801 - 3500,Gloucester,1730,Glassboro,1379227,1215308
F. K-12 / 1801 - 3500,Gloucester,5620,West Deptford Twp,763728,531672
F. K-12 / 1801 - 3500,Hudson,2060,Harrison Town,0,15520
F. K-12 / 1801 - 3500,Hudson,2210,Hoboken City,444202,0
F. K-12 / 1801 - 3500,Hudson,4730,Secaucus Town,0,0
F. K-12 / 1801 - 3500,Mercer,2280,Hopewell Valley Regional,0,0
F. K-12 / 1801 - 3500,Mercer,5510,Robbinsville Twp,1400000,1400000
F. K-12 / 1801 - 3500,Middlesex,3120,Metuchen Boro,800000,2609555
F. K-12 / 1801 - 3500,Middlesex,3140,Middlesex Boro,896989,899406
F. K-12 / 1801 - 3500,Middlesex,4920,South River Boro,1354680,2554583
F. K-12 / 1801 - 3500,Monmouth,2105,Hazlet Twp,3109115,4631515
F. K-12 / 1801 - 3500,Monmouth,2230,Holmdel Twp,0,0
F. K-12 / 1801 - 3500,Monmouth,3510,Neptune Twp,398228,810558
F. K-12 / 1801 - 3500,Monmouth,3810,Ocean Twp,4300349,4334300
F. K-12 / 1801 - 3500,Monmouth,5310,Upper Freehold Regional,0,0
F. K-12 / 1801 - 3500,Monmouth,5420,Wall Twp,0,0
F. K-12 / 1801 - 3500,Morris,1110,Dover Town,0,1379742
F. K-12 / 1801 - 3500,Morris,2380,Jefferson Twp,891188,0
F. K-12 / 1801 - 3500,Morris,2870,Madison Boro,1034034,205436
F. K-12 / 1801 - 3500,Morris,3340,Montville Twp,0,0
F. K-12 / 1801 - 3500,Morris,4080,Pequannock Twp,4101146,3774783
F. K-12 / 1801 - 3500,Morris,4560,Roxbury Twp,3000000,3500000
F. K-12 / 1801 - 3500,Ocean,2940,Manchester Twp,430962,132700
F. K-12 / 1801 - 3500,Ocean,4210,Point Pleasant Boro,1748898,1094523
F. K-12 / 1801 - 3500,Passaic,2100,Hawthorne Boro,1364659,1059402
F. K-12 / 1801 - 3500,Passaic,5650,West Milford Twp,1393863,1702258
F. K-12 / 1801 - 3500,Salem,4070,Penns Grv-Carneys Pt Reg,1578466,2648056
F. K-12 / 1801 - 3500,Salem,4075,Pennsville,0,0
F. K-12 / 1801 - 3500,Somerset,490,Bound Brook Boro,2375432,2859942
F. K-12 / 1801 - 3500,Somerset,3670,North Plainfield Boro,750000,750000
