CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,County,ENROLL
80,6105,16696467,8080218,7401526,406461,272231,2985131,1490663,3856656,1353630,1774463,0,0,0,54000,14.8,69600,168.4,74778,168.4,115484,12.4,Hudson Arts And Science  Charter School,Hudson,K. Charter/Ren,C,,,1,Hudson,842.0
80,6420,4635723,3067236,2949607,24634,92995,433421,178169,655866,397829,479200,0,0,0,0,11.7,64700,205.7,33420,288,150000,26,Elysian Cs Of Hoboken,Hudson,K. Charter/Ren,C,,,1,Hudson,288.0
80,6720,5513370,2864830,2649651,134471,80708,632622,253803,941526,783919,1074392,0,0,0,0,14.2,73181,129.6,57770,59.6,121132,4.7,Hoboken Cs,Hudson,K. Charter/Ren,C,,,1,Hudson,298.0
80,6910,10310208,5774723,5271723,110000,393000,2327530,1470030,1392492,905192,278500,0,0,0,188500,17.7,72869,39,66001,195,144375,16,Jersey City Comm. Cs,Hudson,K. Charter/Ren,C,,,1,Hudson,585.0
80,6915,9702003,5422233,4770233,257000,395000,1469153,961653,1678485,1033485,1132132,0,0,0,2570000,15.2,60249,307,63380,122.8,122109,8.5,Jersey City Golden Door Charter School,Hudson,K. Charter/Ren,C,,,1,Hudson,614.0
80,7115,10129211,6534175,5800878,284000,449297,1581687,674687,1705536,1147327,307813,0,0,0,200000,13.6,64453,211,78503,211,121547,16.5,Learning Community Cs,Hudson,K. Charter/Ren,C,,,1,Hudson,633.0
80,7830,5304970,3020739,2560739,225000,235000,750319,220319,933911,378911,600000,0,0,0,100000,17.6,96050,141,82388,,,,Soaring Heights Cs,Hudson,K. Charter/Ren,C,,,1,Hudson,282.0
80,7898,3403706,1217990,1101560,61956,54474,319600,163964,1050320,736973,815796,0,0,0,300,30.5,83000,61,57500,61,101000,3,Kindle Education Public Charter School,Hudson,K. Charter/Ren,C,,,1,Hudson,122.0
80,8060,12509915,6824057,5767187,487500,569370,2298293,1486393,1995660,1630179,1391904,0,0,0,299419,10.7,69547,66.9,62176,61.1,105197,6.6,University Academy Cs,Hudson,K. Charter/Ren,C,,,1,Hudson,428.0
80,6017,23656498,9934068,8676909,360487,896672,2695180,2037776,8609030,7346972,1424287,0,0,0,0,18.8,80960,81.8,59809,57.3,120763,3.8,Foundation Academy Cs,Mercer,K. Charter/Ren,C,,,1,Mercer,1145.0
80,6025,9469024,5875227,4647316,269683,958228,775773,501238,2252527,1648662,565497,0,0,0,37500,16.4,67500,270,70555,270,98780,17.5,Paul Robeson Humanities  Charter School,Mercer,K. Charter/Ren,C,,,1,Mercer,540.0
80,6183,10541055,5046363,4516513,178100,351750,2807783,2159914,1770908,1342058,916000,0,0,0,0,28.6,62603,100,60000,66.7,156000,3,Trenton Stem-To-Civics Cs,Mercer,K. Charter/Ren,C,,,1,Mercer,600.0
80,6810,2008298,1146185,1006385,75000,64800,226909,109434,485813,416163,149392,0,0,0,0,11.7,63847,67.5,35000,45,70157,4.5,International Charter School,Mercer,K. Charter/Ren,C,,,1,Mercer,108.0
80,7500,8009383,4294687,3918317,215000,161370,1066943,862343,1642503,1392953,1005250,0,0,0,0,11.3,66990,463,55000,92.6,120000,8.4,Pace Cs Of Hamilton,Mercer,K. Charter/Ren,C,,,1,Mercer,463.0
80,7540,7623618,4816696,4588746,128000,99950,888573,327116,1367309,1019005,223311,0,0,0,0,10.8,78470,212,100861,141.3,150000,13.7,Princeton Cs,Mercer,K. Charter/Ren,C,,,1,Mercer,424.0
80,7895,10383080,6290661,5700389,266212,324060,1295676,757643,2027130,1224468,769613,0,0,0,0,19.9,78128,134,77463,44.7,97250,2.6,Achievers Early College Prep Charter Sch,Mercer,K. Charter/Ren,C,,,1,Mercer,536.0
80,7902,6420872,3259353,2851203,253150,155000,823072,538272,1431524,1133025,838094,0,0,0,0,,,11,54000,100,100000,9.1,Mccorristin Charter School District,Mercer,K. Charter/Ren,C,,,1,Mercer,500.0
80,8140,6263833,3506001,2966662,299339,240000,1009301,670001,1504751,1215412,174960,0,0,0,0,11.6,63000,120,98000,180,137000,17,Village Cs,Mercer,K. Charter/Ren,C,,,1,Mercer,360.0
80,6032,6523076,3696949,3397851,106500,192598,975944,840076,1251031,844631,599152,0,0,0,0,12.3,63750,43,61044,86,144000,9,Academy For Urban Leadership Charter Sch,Middlesex,K. Charter/Ren,C,,,1,Middlesex,258.0
80,6041,10151935,6299468,6070401,187363,41704,742901,599732,1535297,1339985,1574270,0,0,0,60301,14.4,73959,129.6,36000,153.5,132598,11.8,Hatikvah International Cs,Middlesex,K. Charter/Ren,C,,,1,Middlesex,657.0
80,6635,8388154,4981446,4663026,140000,178420,1145346,922846,1653222,1111043,194000,0,0,0,0,19,71273,88.4,73773,99.5,132380,6.4,Greater Brunswick Cs,Middlesex,K. Charter/Ren,C,,,1,Middlesex,398.0
80,7896,12376325,6849273,6457929,254014,137330,2430903,1829829,1450312,1118119,1645838,0,0,0,200000,17.8,61500,182,62593,,,,Middlesex Charter School,Middlesex,K. Charter/Ren,C,,,1,Middlesex,728.0
80,6010,3830585,1878230,1659669,50380,168181,786464,593626,740322,681424,425569,0,0,0,9080,10.1,68565,55.7,71070,83.5,97828,9.8,Academy Charter High School,Monmouth,K. Charter/Ren,C,,,1,Monmouth,167.0
80,6740,7184241,4987417,4528217,181000,278200,832049,298549,1019866,727550,228810,0,0,0,21000,11.2,61550,99.7,37073,77.3,96817,7.7,Hope Academy Cs,Monmouth,K. Charter/Ren,C,,,1,Monmouth,309.0
80,7720,3353841,1905201,1747651,63550,94000,657235,512215,580755,470012,87000,0,0,0,16000,8.3,56092,90,83423,180,167107,23.7,The Red Bank Cs,Monmouth,K. Charter/Ren,C,,,1,Monmouth,180.0
80,7891,10665201,6006958,5714283,99600,193075,2326574,2097574,1452670,1224670,879000,0,0,0,0,18.5,65250,173,66500,57.7,87500,3.4,College Achieve Greater Asbury Park Char,Monmouth,K. Charter/Ren,C,,,1,Monmouth,519.0
80,8050,4771572,2761123,2642123,52500,66500,653836,533033,853029,679849,503584,0,0,0,0,10.2,61120,115.9,67000,42.5,114985,4.5,Unity Cs,Morris,K. Charter/Ren,C,,,1,Morris,255.0
80,7893,12583143,6523041,5752389,341000,429652,2193122,1137622,3104980,2231892,762000,0,0,0,895350,9.8,62908,78.3,79522,134.3,112058,15.4,Ocean Academy Charter School,Ocean,K. Charter/Ren,C,,,1,Ocean,548.0
80,6021,23423751,12612281,6163281,6320000,129000,3903507,2734430,3722974,2852286,3184989,0,0,0,0,19.6,84414,180,90000,128.6,113300,7.3,Community Charter School Of Paterso,Passaic,K. Charter/Ren,C,,,1,Passaic,900.0
80,6079,13852035,6624797,5456562,200000,968235,1869005,1413005,2160176,814101,3198056,0,0,0,0,14,70000,139.8,70000,69.9,113043,5.5,John P Holland Charter School,Passaic,K. Charter/Ren,C,,,1,Passaic,699.0
80,6080,43664974,20389660,19037263,872517,479880,6227020,4898851,10519017,4351044,6529277,0,0,0,574295,13.5,70138,106.4,75000,181.8,120866,15.2,Passaic Arts And Science Charter School,Passaic,K. Charter/Ren,C,,,1,Passaic,2181.0
80,6096,29009482,12727599,11858707,484156,384736,4268731,3368024,6954320,3125902,5058832,0,0,0,221995,13.1,70280,102.5,75500,666,122450,57.5,Paterson Arts And Science Charter School,Passaic,K. Charter/Ren,C,,,1,Passaic,1332.0
80,6106,13183727,7495656,6507418,437307,550931,803082,725943,2387478,1820329,2497511,0,0,0,0,12.9,68850,120,71785,110,114000,9.5,Philip’s Charter School Of Paterson,Passaic,K. Charter/Ren,C,,,1,Passaic,660.0
80,6230,2715715,1460199,1346399,80000,33800,268225,169056,577589,374839,409702,0,0,0,0,18.6,56550,186,51750,62,100000,3.7,Classical Academy Charter School Of Clif,Passaic,K. Charter/Ren,C,,,1,Passaic,186.0
80,7503,35748756,18760452,18096765,445168,218519,6890649,5270049,6409433,5710870,3496714,0,0,0,24000,13.1,74725,78.9,79400,114.1,129715,10.2,Paterson Cs For Sci/Tech,Passaic,K. Charter/Ren,C,,,1,Passaic,1712.0
80,7892,32583342,17751587,11219464,1202605,5329518,4243615,2818615,6715949,4139554,3872191,0,0,0,200000,19.8,70000,205.1,73045,71.3,126613,4,College Achieve Paterson Charter School,Passaic,K. Charter/Ren,C,,,1,Passaic,1641.0
80,7899,6999585,3383764,2802381,396209,185174,1208204,657072,1407758,764438,999859,0,0,0,0,15.8,72600,181.5,82500,60.5,118830,4.2,Brilla New Jersey Charter School,Passaic,K. Charter/Ren,C,,,1,Passaic,363.0
80,7897,3565568,2007513,1878603,43263,85647,459723,247186,725210,428475,373122,0,0,0,0,12.6,59000,,,94.5,116500,7.5,Creativity Colaboratory Charter School,Salem,K. Charter/Ren,C,,,1,Salem,189.0
80,6018,25377354,14238514,13583117,472690,182707,5026185,3315864,3679365,3086478,2433290,0,0,0,157792,13.5,64200,126.5,69700,238.6,113710,19.7,Central Jersey College Prep Charter Scho,Somerset,K. Charter/Ren,C,,,1,Somerset,1391.0
80,6081,10345283,5999856,5541278,135371,323207,1189825,858975,2029449,1716067,1126153,0,0,0,0,16,73850,216.7,92169,92.9,136381,6.2,Thomas Edison Energysmart Charter School,Somerset,K. Charter/Ren,C,,,1,Somerset,650.0
80,7850,5007130,2828288,2553885,81600,192803,1078475,645465,871340,657205,129644,0,0,0,196778,10.7,72934,90,56434,112.5,104000,11.8,Sussex County Technology Charter School,Sussex,K. Charter/Ren,C,,,1,Sussex,225.0
80,6033,7652607,4274741,3693959,316132,264650,1189877,939377,1316101,1011366,871887,0,0,0,0,14.2,61500,141.6,72100,70.8,128000,5.5,The Barack Obama Green Charter High Scho,Union,K. Charter/Ren,C,,,1,Union,354.0
80,6101,30269803,16579868,12297550,329000,3953318,3039497,1149497,6612439,4072127,4038000,0,0,0,40000,15.8,67000,101.3,85000,84.4,114975,6.2,College Achieve Central Charter School,Union,K. Charter/Ren,C,,,1,Union,1520.0
80,6102,11945499,6668588,5107207,721000,840381,1566335,1133335,2661063,2035719,1049514,0,0,0,100000,20.7,75000,155.5,91000,124.4,116000,6.8,Cresthaven Academy Charter School,Union,K. Charter/Ren,C,,,1,Union,622.0
80,7600,10493079,6656629,5495129,144900,1016600,711980,213896,2654760,1080639,380615,0,0,0,0,16.7,61312,161.3,61312,161.3,144840,10.7,Queen City Academy Cs,Union,K. Charter/Ren,C,,,1,Union,484.0
80,8010,6930415,3956430,3066173,279907,610350,566951,415168,1409348,756456,997686,0,0,0,0,38.1,66516,98.4,35842,61,93487,2.2,Union County Teams Cs,Union,K. Charter/Ren,C,,,1,Union,305.0
80,7727,2988344,1756649,1631649,60000,65000,413806,89250,711096,604007,59029,0,0,0,27504,7.4,51644,133,75697,44.3,96238,6.3,Ridge And Valley Cs,Warren,K. Charter/Ren,C,,,1,Warren,133.0
