GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
F. K-12 / 1801 - 350,Group average: F. K-12 / 1801-3500,17862,N.A.,18744,N.A.,20408,N.A.,10385,N.A.,0.581,10818,N.A.,0.577,11707,N.A.,0.574,9726,N.A.,0.545,0.937,10108,N.A.,0.539,0.934,10898,N.A.,0.534,0.931,335,N.A.,0.019,338,N.A.,0.018,400,N.A.,0.02,323,N.A.,0.018,372,N.A.,0.02,409,N.A.,0.02,2951,N.A.,0.165,3130,N.A.,0.167,3538,N.A.,0.173,2452,N.A.,0.137,0.831,2572,N.A.,0.137,0.822,2856,N.A.,0.14,0.807,1887,N.A.,0.106,1959,N.A.,0.105,2063,N.A.,0.101,1573,N.A.,0.088,0.834,1633,N.A.,0.087,0.834,1699,N.A.,0.083,0.824,2080,N.A.,0.116,2234,N.A.,0.119,2438,N.A.,0.119,959,N.A.,0.054,0.461,1015,N.A.,0.054,0.454,1098,N.A.,0.054,0.45,30,N.A.,0.002,34,N.A.,0.002,37,N.A.,0.002,474,N.A.,0.027,501,N.A.,0.027,551,N.A.,0.027,0.286,0.296,0.319,147,155,134,11.2,,80051,,11.3,,81987,,61.2,,82540,,61.1,,84597,,129.7,,139973,,130.2,,143559,,13.7,,13.7,,42,N.A.,0.002,43,N.A.,0.002,46,N.A.,0.002,,,27663,,,,28764,
F. K-12 / 1801 - 350,Group median:  F. K-12 / 1801-3500,17376,N.A.,18537,N.A.,20183,N.A.,10165,N.A.,0.585,10650,N.A.,0.575,11566,N.A.,0.573,9564,N.A.,0.55,0.941,9866,N.A.,0.532,0.926,10638,N.A.,0.527,0.92,307,N.A.,0.018,314,N.A.,0.017,347,N.A.,0.017,244,N.A.,0.014,291,N.A.,0.016,369,N.A.,0.018,2867,N.A.,0.165,3037,N.A.,0.164,3466,N.A.,0.172,2352,N.A.,0.135,0.821,2458,N.A.,0.133,0.809,2795,N.A.,0.138,0.806,1882,N.A.,0.108,1946,N.A.,0.105,2025,N.A.,0.1,1551,N.A.,0.089,0.824,1646,N.A.,0.089,0.846,1687,N.A.,0.084,0.833,2036,N.A.,0.117,2142,N.A.,0.116,2393,N.A.,0.119,970,N.A.,0.056,0.476,1023,N.A.,0.055,0.477,1128,N.A.,0.056,0.471,17,N.A.,0.001,20,N.A.,0.001,21,N.A.,0.001,449,N.A.,0.026,494,N.A.,0.027,529,N.A.,0.026,0.281,0.292,0.315,119,108,83,11.5,,78254,,11.5,,80500,,62.5,,80809,,61.1,,83401,,130.5,,137953,,132,,140951,,13.7,,13.6,,35,N.A.,0.002,38,N.A.,0.002,42,N.A.,0.002,,,26708,,,,28319,
G. K-12 / 3501 +,Group average: G. K-12 / 3501+,18420,N.A.,19198,N.A.,21302,N.A.,10764,N.A.,0.584,11113,N.A.,0.579,12347,N.A.,0.58,10096,N.A.,0.548,0.938,10397,N.A.,0.542,0.936,11300,N.A.,0.53,0.915,305,N.A.,0.017,306,N.A.,0.016,531,N.A.,0.025,363,N.A.,0.02,410,N.A.,0.021,516,N.A.,0.024,3092,N.A.,0.168,3320,N.A.,0.173,3748,N.A.,0.176,2629,N.A.,0.143,0.85,2796,N.A.,0.146,0.842,3115,N.A.,0.146,0.831,1813,N.A.,0.098,1863,N.A.,0.097,1982,N.A.,0.093,1488,N.A.,0.081,0.821,1520,N.A.,0.079,0.816,1596,N.A.,0.075,0.805,2336,N.A.,0.127,2475,N.A.,0.129,2767,N.A.,0.13,1187,N.A.,0.064,0.508,1272,N.A.,0.066,0.514,1382,N.A.,0.065,0.499,35,N.A.,0.002,32,N.A.,0.002,29,N.A.,0.001,279,N.A.,0.015,293,N.A.,0.015,313,N.A.,0.015,0.315,0.328,0.345,116,105,167,12,,84364,,12,,86730,,69.2,,89219,,66.8,,91064,,152.9,,143074,,151.3,,146306,,15,,14.9,,45,N.A.,0.002,44,N.A.,0.002,49,N.A.,0.002,,,29237,,,,30274,
G. K-12 / 3501 +,Group median:  G. K-12 / 3501+,18121,N.A.,18934,N.A.,20321,N.A.,10669,N.A.,0.589,11136,N.A.,0.588,11906,N.A.,0.586,9965,N.A.,0.55,0.934,10472,N.A.,0.553,0.94,11022,N.A.,0.542,0.926,299,N.A.,0.016,303,N.A.,0.016,370,N.A.,0.018,267,N.A.,0.015,300,N.A.,0.016,358,N.A.,0.018,3002,N.A.,0.166,3287,N.A.,0.174,3643,N.A.,0.179,2518,N.A.,0.139,0.839,2747,N.A.,0.145,0.836,2964,N.A.,0.146,0.814,1804,N.A.,0.1,1877,N.A.,0.099,1943,N.A.,0.096,1476,N.A.,0.081,0.818,1553,N.A.,0.082,0.827,1591,N.A.,0.078,0.819,2128,N.A.,0.117,2191,N.A.,0.116,2402,N.A.,0.118,1081,N.A.,0.06,0.508,1145,N.A.,0.06,0.522,1232,N.A.,0.061,0.513,12,N.A.,0.001,14,N.A.,0.001,16,N.A.,0.001,307,N.A.,0.017,333,N.A.,0.018,352,N.A.,0.017,0.301,0.316,0.341,92,84,61,11.7,,83552,,11.5,,86411,,67.4,,88993,,66.1,,91832,,159.1,,141537,,157.9,,144491,,15.9,,16.1,,36,N.A.,0.002,36,N.A.,0.002,42,N.A.,0.002,,,27912,,,,29060,
H. 7-12 / 9-12,Group average: H. 7-12 / 9-12,19501,N.A.,20175,N.A.,21716,N.A.,10800,N.A.,0.554,11135,N.A.,0.552,11898,N.A.,0.548,10064,N.A.,0.516,0.932,10391,N.A.,0.515,0.933,11009,N.A.,0.507,0.925,375,N.A.,0.019,353,N.A.,0.017,446,N.A.,0.021,361,N.A.,0.019,391,N.A.,0.019,443,N.A.,0.02,3047,N.A.,0.156,3211,N.A.,0.159,3535,N.A.,0.163,2653,N.A.,0.136,0.871,2786,N.A.,0.138,0.868,2994,N.A.,0.138,0.847,1973,N.A.,0.101,2048,N.A.,0.102,2135,N.A.,0.098,1582,N.A.,0.081,0.802,1647,N.A.,0.082,0.804,1701,N.A.,0.078,0.797,2498,N.A.,0.128,2551,N.A.,0.126,2837,N.A.,0.131,1164,N.A.,0.06,0.466,1221,N.A.,0.061,0.479,1323,N.A.,0.061,0.466,12,N.A.,0.001,49,N.A.,0.002,50,N.A.,0.002,1096,N.A.,0.056,1134,N.A.,0.056,1198,N.A.,0.055,0.284,0.298,0.326,200,243,207,11.8,,88651,,12,,91108,,62.6,,88609,,63.3,,91151,,109.7,,146380,,109.9,,147209,,11,,10.9,,61,N.A.,0.003,55,N.A.,0.003,59,N.A.,0.003,,,30956,,,,32468,
H. 7-12 / 9-12,Group median:  H. 7-12 / 9-12,20455,N.A.,21262,N.A.,22919,N.A.,11212,N.A.,0.548,11527,N.A.,0.542,12312,N.A.,0.537,10526,N.A.,0.515,0.939,10827,N.A.,0.509,0.939,11422,N.A.,0.498,0.928,348,N.A.,0.017,341,N.A.,0.016,422,N.A.,0.018,294,N.A.,0.014,350,N.A.,0.016,328,N.A.,0.014,3158,N.A.,0.154,3290,N.A.,0.155,3631,N.A.,0.158,2731,N.A.,0.134,0.865,2899,N.A.,0.136,0.881,3199,N.A.,0.14,0.881,2080,N.A.,0.102,2193,N.A.,0.103,2285,N.A.,0.1,1604,N.A.,0.078,0.771,1707,N.A.,0.08,0.778,1753,N.A.,0.076,0.767,2591,N.A.,0.127,2663,N.A.,0.125,3120,N.A.,0.136,1240,N.A.,0.061,0.479,1266,N.A.,0.06,0.475,1339,N.A.,0.058,0.429,7,N.A.,0,34,N.A.,0.002,9,N.A.,0,1207,N.A.,0.059,1218,N.A.,0.057,1363,N.A.,0.059,0.282,0.29,0.318,188,211,165,11.3,,90339,,11.6,,92156,,63.6,,89797,,65.2,,92075,,101.5,,141284,,100.8,,143656,,10.7,,10.6,,60,N.A.,0.003,55,N.A.,0.003,55,N.A.,0.002,,,32685,,,,34137,
I. CSSD,Group average: I. CSSD,67207,N.A.,72017,N.A.,77106,N.A.,36191,N.A.,0.539,38805,N.A.,0.539,41711,N.A.,0.541,33046,N.A.,0.492,0.913,35648,N.A.,0.495,0.919,38276,N.A.,0.496,0.918,822,N.A.,0.012,811,N.A.,0.011,1129,N.A.,0.015,2323,N.A.,0.035,2345,N.A.,0.033,2306,N.A.,0.03,15858,N.A.,0.236,17154,N.A.,0.238,18184,N.A.,0.236,14682,N.A.,0.218,0.926,15789,N.A.,0.219,0.92,16807,N.A.,0.218,0.924,6747,N.A.,0.1,7414,N.A.,0.103,7860,N.A.,0.102,4972,N.A.,0.074,0.737,5531,N.A.,0.077,0.746,5912,N.A.,0.077,0.752,7663,N.A.,0.114,8010,N.A.,0.111,8742,N.A.,0.113,3393,N.A.,0.05,0.443,3763,N.A.,0.052,0.47,4059,N.A.,0.053,0.464,661,N.A.,0.01,346,N.A.,0.005,180,N.A.,0.002,278,N.A.,0.004,348,N.A.,0.005,324,N.A.,0.004,0.435,0.447,0.477,506,895,709,4.6,,82530,,4.6,,83793,,4.8,,82522,,5,,84438,,37.5,,130142,,37.3,,134669,,15.9,,15.6,,191,N.A.,0.003,162,N.A.,0.002,217,N.A.,0.003,,,91310,,,,97647,
I. CSSD,Group median:  I. CSSD,55780,N.A.,61096,N.A.,62671,N.A.,31045,N.A.,0.557,31157,N.A.,0.51,32600,N.A.,0.52,26815,N.A.,0.481,0.864,27485,N.A.,0.45,0.882,28607,N.A.,0.456,0.878,462,N.A.,0.008,510,N.A.,0.008,568,N.A.,0.009,1085,N.A.,0.019,1405,N.A.,0.023,1087,N.A.,0.017,12800,N.A.,0.229,15785,N.A.,0.258,16034,N.A.,0.256,11993,N.A.,0.215,0.937,15241,N.A.,0.249,0.966,15231,N.A.,0.243,0.95,6183,N.A.,0.111,7791,N.A.,0.128,7879,N.A.,0.126,5010,N.A.,0.09,0.81,5207,N.A.,0.085,0.668,5588,N.A.,0.089,0.709,7337,N.A.,0.132,7536,N.A.,0.123,9134,N.A.,0.146,3456,N.A.,0.062,0.471,3683,N.A.,0.06,0.489,3598,N.A.,0.057,0.394,128,N.A.,0.002,126,N.A.,0.002,127,N.A.,0.002,208,N.A.,0.004,268,N.A.,0.004,213,N.A.,0.003,0.416,0.424,0.471,369,465,565,5.8,,82701,,5.3,,83210,,5.4,,80616,,5.2,,83422,,41.2,,125147,,40.6,,128135,,14,,14.1,,76,N.A.,0.001,135,N.A.,0.002,177,N.A.,0.003,,,82673,,,,90800,
J. County Voc,Group average: J. County Voc,18908,N.A.,20135,N.A.,21169,N.A.,9967,N.A.,0.527,10638,N.A.,0.528,11050,N.A.,0.522,8847,N.A.,0.468,0.888,9290,N.A.,0.461,0.873,9574,N.A.,0.452,0.866,484,N.A.,0.026,642,N.A.,0.032,656,N.A.,0.031,637,N.A.,0.034,706,N.A.,0.035,819,N.A.,0.039,2328,N.A.,0.123,2474,N.A.,0.123,2761,N.A.,0.13,2110,N.A.,0.112,0.906,2255,N.A.,0.112,0.911,2465,N.A.,0.116,0.893,2924,N.A.,0.155,3043,N.A.,0.151,3066,N.A.,0.145,2207,N.A.,0.117,0.755,2326,N.A.,0.116,0.764,2301,N.A.,0.109,0.75,3052,N.A.,0.161,3269,N.A.,0.162,3572,N.A.,0.169,1203,N.A.,0.064,0.394,1325,N.A.,0.066,0.405,1379,N.A.,0.065,0.386,84,N.A.,0.004,195,N.A.,0.01,96,N.A.,0.005,565,N.A.,0.03,585,N.A.,0.029,609,N.A.,0.029,0.3,0.314,0.332,214,385,235,13.6,,84049,,13.5,,84730,,79.2,,85795,,82.1,,86920,,120.4,,142871,,119.4,,143992,,10.4,,10.3,,64,N.A.,0.003,57,N.A.,0.003,51,N.A.,0.002,,,30264,,,,31040,
J. County Voc,Group median:  J. County Voc,19782,N.A.,19115,N.A.,19342,N.A.,9464,N.A.,0.478,9763,N.A.,0.511,10475,N.A.,0.542,8621,N.A.,0.436,0.911,8902,N.A.,0.466,0.912,9244,N.A.,0.478,0.882,472,N.A.,0.024,544,N.A.,0.028,646,N.A.,0.033,304,N.A.,0.015,464,N.A.,0.024,641,N.A.,0.033,2008,N.A.,0.102,2207,N.A.,0.115,2327,N.A.,0.12,1868,N.A.,0.094,0.93,2017,N.A.,0.106,0.914,2153,N.A.,0.111,0.925,2924,N.A.,0.148,2984,N.A.,0.156,2886,N.A.,0.149,2305,N.A.,0.117,0.788,2247,N.A.,0.118,0.753,2103,N.A.,0.109,0.729,2999,N.A.,0.152,3361,N.A.,0.176,3395,N.A.,0.176,1299,N.A.,0.066,0.433,1321,N.A.,0.069,0.393,1489,N.A.,0.077,0.439,93,N.A.,0.005,123,N.A.,0.006,104,N.A.,0.005,528,N.A.,0.027,537,N.A.,0.028,627,N.A.,0.032,0.312,0.326,0.352,125,228,55,12.5,,81155,,12.7,,82887,,80.6,,83989,,81.7,,84690,,110,,140100,,116.7,,140871,,9.9,,10.2,,40,N.A.,0.002,39,N.A.,0.002,45,N.A.,0.002,,,29407,,,,28515,
K. Charter/Ren,Group average: K. Charter/Renaissance,15913,N.A.,17599,N.A.,20250,N.A.,7434,N.A.,0.467,8333,N.A.,0.473,10727,N.A.,0.53,6491,N.A.,0.408,0.873,7137,N.A.,0.406,0.856,9058,N.A.,0.447,0.844,365,N.A.,0.023,398,N.A.,0.023,617,N.A.,0.03,577,N.A.,0.036,812,N.A.,0.046,1052,N.A.,0.052,790,N.A.,0.05,951,N.A.,0.054,3123,N.A.,0.154,657,N.A.,0.041,0.832,754,N.A.,0.043,0.793,1943,N.A.,0.096,0.622,5343,N.A.,0.336,6026,N.A.,0.342,4246,N.A.,0.21,3238,N.A.,0.203,0.606,3673,N.A.,0.209,0.61,2493,N.A.,0.123,0.587,2766,N.A.,0.174,2795,N.A.,0.159,1970,N.A.,0.097,818,N.A.,0.051,0.296,905,N.A.,0.051,0.324,,N.A.,,,140,N.A.,0.009,194,N.A.,0.011,,N.A.,,214,N.A.,0.013,242,N.A.,0.014,,N.A.,,0.254,0.266,0.307,152,149,398,16.5,,71029,,17.1,,73632,,143.4,,72253,,129.6,,73250,,137.6,,118584,,135.5,,123156,,9.3,,9,,45,N.A.,0.003,44,N.A.,0.003,83,N.A.,0.004,,,23919,,,,25546,
K. Charter/Ren,Group median:  K. Charter/Renaissance,15285,N.A.,17326,N.A.,19893,N.A.,7581,N.A.,0.496,8589,N.A.,0.496,10712,N.A.,0.538,6941,N.A.,0.454,0.916,7573,N.A.,0.437,0.882,9081,N.A.,0.456,0.848,214,N.A.,0.014,300,N.A.,0.017,455,N.A.,0.023,290,N.A.,0.019,498,N.A.,0.029,635,N.A.,0.032,863,N.A.,0.056,1063,N.A.,0.061,2851,N.A.,0.143,664,N.A.,0.043,0.769,838,N.A.,0.048,0.788,1842,N.A.,0.093,0.646,3849,N.A.,0.252,4373,N.A.,0.252,3873,N.A.,0.195,2490,N.A.,0.163,0.647,3042,N.A.,0.176,0.696,2523,N.A.,0.127,0.651,2580,N.A.,0.169,2716,N.A.,0.157,2043,N.A.,0.103,521,N.A.,0.034,0.202,661,N.A.,0.038,0.243,,N.A.,,,176,N.A.,0.012,176,N.A.,0.01,,N.A.,,130,N.A.,0.008,189,N.A.,0.011,,N.A.,,0.241,0.253,0.266,67,76,130,14.4,,68438,,14.8,,71550,,133.8,,72000,,131.2,,73566,,98.1,,115000,,96,,118330,,7.5,,7.5,,30,N.A.,0.002,34,N.A.,0.002,68,N.A.,0.003,,,23093,,,,25342,
L. ALL,State average:   All operating types,18404,N.A.,19286,N.A.,21199,N.A.,10632,N.A.,0.578,11056,N.A.,0.573,12175,N.A.,0.574,9937,N.A.,0.54,0.935,10297,N.A.,0.534,0.931,11166,N.A.,0.527,0.917,326,N.A.,0.018,337,N.A.,0.017,495,N.A.,0.023,369,N.A.,0.02,423,N.A.,0.022,514,N.A.,0.024,3041,N.A.,0.165,3264,N.A.,0.169,3687,N.A.,0.174,2571,N.A.,0.14,0.845,2729,N.A.,0.142,0.836,3010,N.A.,0.142,0.816,2062,N.A.,0.112,2159,N.A.,0.112,2172,N.A.,0.102,1630,N.A.,0.089,0.79,1696,N.A.,0.088,0.786,1700,N.A.,0.08,0.783,2304,N.A.,0.125,2435,N.A.,0.126,2649,N.A.,0.125,1096,N.A.,0.06,0.476,1170,N.A.,0.061,0.48,1274,N.A.,0.06,0.481,51,N.A.,0.003,66,N.A.,0.003,37,N.A.,0.002,363,N.A.,0.02,381,N.A.,0.02,412,N.A.,0.019,0.306,0.317,0.34,137,139,179,11.7,,81927,,11.7,,84011,,65.8,,85278,,64.6,,87022,,137.8,,139433,,137.1,,142555,,13.9,,13.8,,47,N.A.,0.003,46,N.A.,0.002,51,N.A.,0.002,,,28822,,,,29978,
L. ALL,State median:    All operating types,18180,N.A.,19116,N.A.,21004,N.A.,10601,N.A.,0.583,11105,N.A.,0.581,12057,N.A.,0.574,9889,N.A.,0.544,0.933,10304,N.A.,0.539,0.928,11146,N.A.,0.531,0.924,321,N.A.,0.018,339,N.A.,0.018,416,N.A.,0.02,263,N.A.,0.014,307,N.A.,0.016,366,N.A.,0.017,3003,N.A.,0.165,3269,N.A.,0.171,3660,N.A.,0.174,2457,N.A.,0.135,0.818,2632,N.A.,0.138,0.805,2893,N.A.,0.138,0.79,2041,N.A.,0.112,2131,N.A.,0.111,2211,N.A.,0.105,1614,N.A.,0.089,0.791,1695,N.A.,0.089,0.795,1730,N.A.,0.082,0.782,2163,N.A.,0.119,2303,N.A.,0.12,2454,N.A.,0.117,992,N.A.,0.055,0.459,1045,N.A.,0.055,0.454,1132,N.A.,0.054,0.461,43,N.A.,0.002,60,N.A.,0.003,46,N.A.,0.002,267,N.A.,0.015,287,N.A.,0.015,330,N.A.,0.016,0.292,0.305,0.334,108,117,104,10.9,,80196,,10.9,,82780,,66.3,,84250,,64.9,,86787,,122,,137723,,123.8,,140048,,13.3,,13.3,,42,N.A.,0.002,44,N.A.,0.002,48,N.A.,0.002,,,28087,,,,29244,
