GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,Statewide,N.A.,Group average: A. K-6,2490,N.A.,0.145,0.799,2670,N.A.,0.149,0.797,2949,N.A.,0.153,0.786
A. K-6,Statewide,N.A.,Group median:  A. K-6,2511,N.A.,0.136,0.743,2736,N.A.,0.141,0.755,3097,N.A.,0.15,0.767
A. K-6,Statewide,N.A.,State average:   All operating types,2571,N.A.,0.14,0.845,2729,N.A.,0.142,0.836,3010,N.A.,0.142,0.816
A. K-6,Statewide,N.A.,State median:    All operating types,2457,N.A.,0.135,0.818,2632,N.A.,0.138,0.805,2893,N.A.,0.138,0.79
A. K-6,Bergen,1270,Edgewater Boro,2171,18|57,0.114,0.6102,2218,12|58,0.108,0.5703,2132,9|56,0.107,0.5939
A. K-6,Bergen,3870,Oradell Boro,1996,15|57,0.133,0.7572,2232,13|58,0.135,0.7556,2406,13|56,0.139,0.7619
A. K-6,Bergen,4410,River Edge Boro,1923,13|57,0.114,0.8596,1869,9|58,0.115,0.8492,1976,7|56,0.107,0.8659
A. K-6,Bergen,4620,Saddle River School District,8123,57|57,0.186,0.6192,7677,58|58,0.172,0.6108,6567,54|56,0.16,0.5643
A. K-6,Burlington,830,Chesterfield Twp,2311,24|57,0.137,0.5715,2318,17|58,0.126,0.5454,2758,21|56,0.136,0.5526
A. K-6,Burlington,2960,Mansfield Twp,3434,46|57,0.162,0.7722,3653,44|58,0.164,0.736,3406,36|56,0.165,0.7331
A. K-6,Burlington,3650,North Hanover Twp,2878,38|57,0.161,0.8244,4087,50|58,0.209,0.881,4311,48|56,0.194,0.7913
A. K-6,Burlington,5010,Springfield Twp,2035,16|57,0.137,0.7937,2769,31|58,0.182,0.8664,2688,19|56,0.172,0.7844
A. K-6,Camden,2540,Laurel Springs Boro,1828,11|57,0.106,0.638,1458,7|58,0.081,0.7379,2008,8|56,0.107,0.7382
A. K-6,Camden,3770,Oaklyn Boro,1194,5|57,0.06,0.2172,1200,5|58,0.056,0.2509,1754,5|56,0.063,0.273
A. K-6,Camden,5560,Waterford Twp,3096,41|57,0.169,0.7773,3297,38|58,0.171,0.792,3510,38|56,0.166,0.7581
