GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,Statewide,N.A.,Group average: A. K-6,1354,N.A.,0.079,0.787,1386,N.A.,0.077,0.779,1423,N.A.,0.074,0.785
A. K-6,Statewide,N.A.,Group median:  A. K-6,1380,N.A.,0.075,0.747,1518,N.A.,0.078,0.765,1446,N.A.,0.07,0.702
A. K-6,Statewide,N.A.,State average:   All operating types,1630,N.A.,0.089,0.79,1696,N.A.,0.088,0.786,1700,N.A.,0.08,0.783
A. K-6,Statewide,N.A.,State median:    All operating types,1614,N.A.,0.089,0.791,1695,N.A.,0.089,0.795,1730,N.A.,0.082,0.782
A. K-6,Bergen,1270,Edgewater Boro,1982,50|56,0.104,0.8689,2031,52|58,0.099,0.8709,1754,40|56,0.088,0.8502
A. K-6,Bergen,3870,Oradell Boro,1427,31|56,0.095,0.8628,1641,34|58,0.099,0.8411,1743,39|56,0.101,0.8388
A. K-6,Bergen,4410,River Edge Boro,1687,36|56,0.1,0.8993,1560,33|58,0.096,0.8839,1718,36|56,0.093,0.8739
A. K-6,Bergen,4620,Saddle River School District,1056,15|56,0.024,0.4391,1998,50|58,0.045,0.4546,1387,26|56,0.034,0.5205
A. K-6,Burlington,830,Chesterfield Twp,1423,30|56,0.084,0.7928,1552,32|58,0.084,0.7959,1702,35|56,0.084,0.7818
A. K-6,Burlington,2960,Mansfield Twp,1965,49|56,0.092,0.8362,2149,55|58,0.096,0.8829,1977,50|56,0.095,0.8702
A. K-6,Burlington,3650,North Hanover Twp,897,11|56,0.05,0.782,1151,19|58,0.059,0.814,1186,18|56,0.053,0.8096
A. K-6,Burlington,5010,Springfield Twp,691,5|56,0.046,0.7446,916,11|58,0.06,0.8193,929,8|56,0.059,0.7659
A. K-6,Camden,2540,Laurel Springs Boro,1363,26|56,0.079,0.6965,1708,36|58,0.094,0.7129,1701,34|56,0.091,0.7085
A. K-6,Camden,3770,Oaklyn Boro,803,7|56,0.04,0.4724,886,9|58,0.041,0.4695,1192,19|56,0.043,0.577
A. K-6,Camden,5560,Waterford Twp,1707,38|56,0.093,0.825,1740,39|58,0.09,0.8333,1810,42|56,0.085,0.8399
A. K-6,Cape May,710,Cape May City,1433,32|56,0.06,0.7655,1550,31|58,0.057,0.7078,1805,41|56,0.057,0.7032
A. K-6,Cape May,2840,Lower Twp,1129,17|56,0.064,0.7996,1118,17|58,0.066,0.8202,1118,16|56,0.067,0.8221
A. K-6,Cape May,5610,West Cape May Boro,293,2|56,0.014,0.1679,442,3|58,0.02,0.2582,293,3|56,0.012,0.1477
A. K-6,Essex,1400,Essex Fells Boro,1812,44|56,0.084,0.805,1888,43|58,0.082,0.841,1854,43|56,0.082,0.8611
A. K-6,Essex,1465,Fairfield Twp,1856,45|56,0.11,0.8561,1717,37|58,0.107,0.8504,1931,47|56,0.095,0.8266
A. K-6,Essex,3630,North Caldwell Boro,2004,52|56,0.106,0.8381,2110,54|58,0.106,0.7715,2286,56|56,0.101,0.8292
A. K-6,Essex,4530,Roseland Boro,1588,34|56,0.089,0.8602,1937,47|58,0.101,0.9022,2163,54|56,0.105,0.8934
A. K-6,Gloucester,1180,East Greenwich Twp,1134,20|56,0.078,0.8326,1200,22|58,0.08,0.8345,1220,20|56,0.074,0.7806
A. K-6,Gloucester,1330,Elk Twp,766,6|56,0.05,0.5279,615,4|58,0.038,0.4877,693,4|56,0.036,0.4526
A. K-6,Gloucester,1590,Franklin Twp,1204,21|56,0.079,0.7328,1212,23|58,0.076,0.758,1231,21|56,0.077,0.7349
A. K-6,Gloucester,2070,Harrison Twp,1253,24|56,0.089,0.7812,1265,24|58,0.088,0.7799,1318,25|56,0.085,0.7785
A. K-6,Gloucester,2990,Mantua Twp,1380,28|56,0.081,0.7766,1434,28|58,0.085,0.798,1299,23|56,0.078,0.7901
A. K-6,Gloucester,3490,National Park Boro,612,4|56,0.038,0.4896,711,6|58,0.04,0.5104,860,6|56,0.039,0.502
A. K-6,Gloucester,4880,South Harrison Twp,871,10|56,0.069,0.5272,789,8|58,0.052,0.4314,914,7|56,0.061,0.5311
A. K-6,Gloucester,5120,Swedesboro-Woolwich,1613,35|56,0.104,0.7965,1757,40|58,0.102,0.789,1665,33|56,0.095,0.7978
A. K-6,Gloucester,5590,Wenonah Boro,1882,47|56,0.099,0.7748,1539,30|58,0.073,0.5805,1484,30|56,0.072,0.5884
A. K-6,Gloucester,5740,Westville Boro,578,3|56,0.038,0.5147,624,5|58,0.037,0.4841,705,5|56,0.033,0.4611
A. K-6,Gloucester,5870,Woodbury Heights Boro,915,12|56,0.062,0.5773,935,13|58,0.06,0.5612,1006,11|56,0.056,0.57
A. K-6,Hunterdon,1970,Hampton Boro,1139,N.A.,0.044,0.6262,750,7|58,0.029,0.434,1111,15|56,0.04,0.5634
A. K-6,Hunterdon,2590,Lebanon Boro,2004,52|56,0.077,0.7968,2309,58|58,0.084,0.8188,1899,46|56,0.075,0.7956
A. K-6,Hunterdon,3180,Milford Boro,33,1|56,0.001,0.0181,40,1|58,0.002,0.0237,37,1|56,93E-5,0.018
