CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,6060,,,,,,,,,,,,,,,,Atlantic City Community CS,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6612,2741696,1333604,1259157,59088,15359,330589,197255,936275,549677,78998,0,62231,0,89113,194,Galloway Community CS,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,7410,4197884,2144087,2015038,92223,36826,616048,454929,890944,674763,546805,0,0,0,0,304,chARTer~TECH HIGH SCHOOL,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6013,8059672,4566200,3717908,471385,376907,223982,0,808740,571224,2438422,1175176,0,0,66049,652,Bergen Arts and Sciences CS,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6430,2870682,1330265,1236884,70807,22574,0,0,1248394,925259,292023,0,0,0,25097,180,Englewood on the Palisades CS,BERGEN,K. CHARTER,C,,,1,BERGEN
80,7890,4272499,2404814,2266935,40556,97323,0,0,559593,463366,1308092,199582,0,0,0,306,Teaneck Community CS,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6026,1363803,865145,759611,80410,25124,0,0,346193,254824,152465,0,0,0,0,142,Riverbank Charter School of Excellence,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6044,1362465,684268,621204,42770,20294,0,0,426002,320761,242789,0,9406,0,5245,149,Renaissance Regional Leadership CS,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6076,1386662,756781,606967,142375,7439,0,0,526023,369215,91800,0,12058,0,16574,118,Benjamin Banneker Prep CS,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6067,1771533,873341,672486,63812,137043,0,0,694095,315200,162500,0,41597,0,16090,145,Kingdom CS of Leadership,CAMDEM,K. CHARTER,C,,,1,CAMDEM
80,6024,3053610,1803499,1565693,167026,70780,0,0,708570,503912,541541,0,0,0,0,240,Camden's Pride Charter Schhol,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6063,,,,,,,,,,,,,,,,Camden Community Charter School,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6083,2264271,1313976,929894,220668,163414,0,0,600086,375126,346637,0,2569,1003,0,192,Knowledge A to Z Charter School,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6086,,,,,,,,,,,,,,,,Hope Community CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6088,2892786,1509446,1042937,274584,191925,0,0,1139454,368306,228085,0,15801,0,0,258,City Invincible CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6212,6239210,3464991,2969132,126506,369353,0,0,1668758,1155851,1105461,0,0,0,267729,418,Camden Academy Charter HS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6215,6528409,3832083,3266936,399411,165736,0,0,1581299,806182,1115027,0,0,0,0,434,Camden's Promise CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6232,2122875,1189533,1082362,51056,56115,209834,23411,477347,380185,246161,0,0,0,0,209,Environment Community CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6240,3490345,1670703,1348880,168956,152867,0,0,1819642,340803,0,0,0,0,0,217,Freedom Academy CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6325,7109184,3102301,2877670,209118,15513,0,0,1971782,1717892,2035101,642747,0,0,7370,528,D.U.E. Season CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,7109,14057659,7471510,6559313,689897,222300,2816083,975204,3245385,2397037,524681,0,0,0,827440,1183,LEAP Academy University CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6028,2030221,1094342,899985,100139,94218,240406,158997,433757,301852,261716,0,0,0,10000,223,Vineland Public Charter School,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6069,1314119,665701,551862,86227,27612,145367,72714,285082,233423,217969,0,0,0,0,134,Millville Public Charter School,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6089,,,,,,,,,,,,,,,,Compass Academy CS,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6020,3985232,2049132,1926638,5015,117479,0,0,1473583,1005570,462517,0,0,0,77091,263,Pride Academy Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6022,3990807,2013103,1734580,247230,31293,0,0,1392419,717614,585285,0,0,0,21741,354,Burch Charter School of Excellence,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6029,4366535,2096846,1906593,111722,78531,284538,231407,895507,719355,1026802,110088,62842,0,0,274,Newark Educators Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6037,2995302,1510865,1211323,179386,120156,0,0,999169,713032,485268,283351,0,0,15895,239,Newark Legacy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6038,5001001,1838946,1395739,277790,165417,0,0,1111788,849164,1966843,667583,83424,0,5344,337,Visions Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6053,2568280,1151406,980480,110949,59977,0,0,976156,581988,422292,0,18426,0,0,197,Great Oaks Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6057,2626215,1544190,1252255,231441,60494,0,0,672179,631242,409845,179456,0,0,140723,189,People's Preparatory Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6058,2324759,1307494,1158216,98559,50719,0,0,461099,406125,556166,178831,0,0,0,191,Roseville Community CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6059,2650050,1436056,749388,496339,190329,0,0,691539,417033,426223,0,96232,0,0,150,Newark Prep,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6090,918442,435067,333250,79901,21916,24009,23534,308428,227294,120032,31573,30169,0,0,61,Paulo Freire CS for Liberty Ed,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6091,1102532,438987,361251,0,77736,0,0,382308,208362,251237,0,30000,0,0,80,Merit Prep CS of Newark,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6094,,,,,,,,,,,,,,,,Phillips Academy Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6320,1211789,619456,536743,13106,69607,0,0,405732,237179,186601,0,0,0,14683,75,Discovery CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6410,6890000,3635736,3344251,204763,86722,0,0,2409503,1450001,716559,0,128202,0,0,492,East Orange Community CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6665,4147152,1815467,1641028,66092,108347,0,0,1269278,1050925,1062407,316897,0,0,0,274,Gray CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7100,6323524,3538668,3107576,238347,192745,531517,438066,1330365,1016228,835891,285979,57561,0,0,453,Lady Liberty Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7210,9152130,5318721,4668291,427770,222660,737800,393707,1037161,818671,1868404,348837,0,0,0,618,Marion P. Thomas CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7280,2593525,1313781,1055680,135889,122212,0,0,621589,535800,658155,182399,0,0,0,178,Greater Newark CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7290,4981794,2645884,2433674,158636,53574,0,0,1384265,1151173,951645,270301,0,0,37597,447,New Horizons Comm. CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7320,31618953,17511330,14322357,1145489,2043484,0,0,7871840,3778785,6235783,942496,0,0,62981,2198,North Star Acad. CS of Newark,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7325,28299115,14136945,12379049,222253,1535643,0,0,6989373,5635955,7172797,2996417,0,0,694347,1779,TEAM Academy Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7730,8065572,4211183,3539617,644242,27324,1006984,597053,1436192,869539,1341213,0,70000,0,222274,573,Robert Treat Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7735,7367620,3889810,3462312,204898,222600,491544,391278,2025559,1516940,960707,0,0,0,142057,464,Maria L. Varisco-Rogers CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,8065,4870411,2881506,2653739,133556,94211,0,0,1498424,1051194,490481,0,0,0,0,335,University Heights CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6030,2347659,1415237,1227833,55161,132243,0,0,364801,285863,567621,195505,0,0,47697,237,The Ethical Community Charter School,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6036,2278613,1308463,1046214,203964,58285,0,0,453484,379212,497500,94242,19167,0,0,208,HOLA Hoboken Dual Lang CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6064,4617644,2458611,1989057,157903,311651,0,0,1372672,854141,679172,0,107189,0,158516,387,Dr Lena Edwards Academic CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6068,4600530,2456851,1824778,442514,189559,0,0,1165117,971503,978562,0,0,0,0,396,M E T S Charter School,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6082,3460461,1850757,1443975,51379,355403,0,0,715098,573473,894606,182804,0,0,45118,349,Beloved Community Charter School,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6093,,,,,,,,,,,,,,,,Jersey City Global CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6420,3963730,2697868,2575376,37324,85168,0,0,912434,657182,348906,0,4522,0,36644,288,Elysian CS of Hoboken,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6720,4226561,2184932,2019347,109633,55952,584149,202755,1036431,730672,421049,0,0,0,0,274,Hoboken CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6910,6632323,2757729,2611425,103496,42808,0,0,3549475,2231677,325119,0,0,0,47977,572,Jersey City Comm. CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6915,5574657,3032523,2887094,92347,53082,0,0,1427007,914271,1044420,0,70707,0,0,483,Jersey City Golden Door,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7115,5416553,3367514,3154965,112538,100011,394090,366886,854973,690349,799977,466753,0,0,4401,513,Learning Community CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7830,2381423,1516509,1389348,50742,76419,140344,140344,367961,280793,356608,0,0,0,0,227,Soaring Heights CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,8060,5286588,3158567,2954634,96437,107496,0,0,1260822,1037518,867199,0,0,0,117260,411,University Academy CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6017,5518844,2548705,2095512,279301,173892,0,0,1633258,1227120,1323084,265085,7000,0,154589,341,Foundation Academy CS,MERCER,K. CHARTER,C,,,1,MERCER
