GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,46,50,59242,26,48.1,52,59242,26
A. K-6,HUNTERDON,2590,LEBANON BORO,,,,,,,,
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,177.8,1,47907,15,98.8,15,58000,25
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,62.1,40,23734,4,47.2,53,24778,4
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,44.8,52,36460,10,36.7,55,53601,15
A. K-6,MORRIS,3240,MINE HILL TWP,153.2,4,52713,19,105.4,12,55232,20
A. K-6,OCEAN,230,BEACH HAVEN BORO,25.9,53,24760,5,61,42,24760,3
A. K-6,OCEAN,320,BERKELEY TWP,79.9,25,71635,45,81.7,26,73808,51
A. K-6,OCEAN,1150,EAGLESWOOD TWP,129.4,8,52785,20,65.4,37,56361,23
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,128.2,9,25639,6,140,2,45141,9
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,68.8,34,61107,32,73.1,32,65877,36
A. K-6,OCEAN,2760,LONG BEACH ISLAND,101.8,15,76712,51,64.8,38,75174,52
A. K-6,OCEAN,3800,OCEAN GATE BORO,45.7,51,43965,12,60.8,43,45064,8
A. K-6,OCEAN,3820,OCEAN TWP,54.1,48,66256,43,60,45,67849,38
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,67,36,53044,21,57.9,47,55070,19
A. K-6,OCEAN,5020,STAFFORD TWP,77.8,29,62722,37,84.2,25,67561,37
A. K-6,OCEAN,5220,TUCKERTON BORO,76.1,31,12000,2,86,22,40879,6
A. K-6,SUSSEX,1630,FREDON TWP,91.3,19,44796,13,96.2,16,56707,24
A. K-6,SUSSEX,1980,HAMPTON TWP,78.6,28,63033,39,63.4,39,49560,11
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,147,5,73586,47,145,1,75262,53
A. K-6,SUSSEX,5040,STILLWATER TWP,59.6,42,81675,53,87.5,20,70510,43
A. K-6,WARREN,400,BLAIRSTOWN TWP,48.2,49,61920,34,56.5,49,64578,33
A. K-6,WARREN,1620,FRANKLIN TWP,86.2,23,64568,40,79.3,28,62945,31
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,76.6,30,31333,8,72.7,33,53892,16
A. K-6,WARREN,2470,KNOWLTON TWP,55.6,46,43201,11,52.4,50,44368,7
A. K-6,WARREN,2970,MANSFIELD TWP,79.5,26,75343,49,101.2,14,75582,54
A. K-6,WARREN,5480,WASHINGTON BORO,92,18,60960,30,102.7,13,63580,32
A. K-6,WARREN,5530,WASHINGTON TWP,64.7,37,62762,38,69.6,34,60924,28
B. K-8 / 0 - 400,,,K-8 Average,74.7,,66144,,71.3,,66347,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,57.3,56,62797,58,77.2,35,50488,31
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,63,47,36692,17,325,2,22704,3
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,55.3,57,44674,27,56.6,56,50755,32
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,50.9,62,68229,67,51.7,60,70580,66
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,188.5,9,60777,52,288,3,80600,74
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,230,4,64541,60,168,10,40450,20
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,42.1,71,48657,32,49.5,63,56504,44
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,73.8,41,81587,73,66.9,44,84311,75
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,62.3,48,1,1,46.7,68,1,1
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,64.7,46,48937,34,65.6,46,52721,36
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,52.9,59,34335,13,66.2,45,38628,16
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,90.6,30,57981,46,152,13,79600,72
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,285.8,2,41220,21,282.5,4,42185,24
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,75.3,40,44586,26,75.8,37,54776,41
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,90.3,31,61108,54,92.7,23,61108,52
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,91.8,29,68078,66,92.8,22,59259,49
B. K-8 / 0 - 400,CAMDEN,5900,WOODLYNNE BORO,,,,,386,1,67025,62
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,16.1,74,76754,70,24.3,75,77788,71
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,59.6,51,60928,53,29,73,62728,55
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,730,1,46130,28,188.9,7,72582,68
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,57.4,55,53417,38,28.2,74,57543,45
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,215,5,47251,30,84.2,29,41931,23
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,92.7,27,46625,29,59.5,52,51130,33
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,194,7,54304,39,191,6,53242,38
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,45.7,67,27926,8,37.9,72,28315,5
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,84.3,34,33323,12,46.7,68,36736,13
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,62,49,36000,14,61.4,49,36900,14
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,49.5,64,51685,36,52.5,59,53235,37
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,192.9,8,42539,23,203.3,5,57553,46
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,71.3,42,8855,2,72.7,41,24082,4
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,38.2,73,80762,72,38.5,71,72872,69
B. K-8 / 0 - 400,HUNTERDON,1040,DELAWARE TWP,75.7,39,70839,68,75.8,37,64588,58
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,58.6,52,66118,62,55.7,57,69653,65
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,132.3,11,43751,24,107.1,19,59271,50
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,51.9,61,21399,6,57.6,55,43600,25
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,79.3,37,36155,16,74.7,39,38020,15
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,49.3,66,60005,49,50.7,61,54405,40
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,65.7,44,57710,44,59.7,51,49765,30
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,57.8,53,9007,3,96,21,73917,70
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,54.4,58,41200,20,47.7,67,34064,10
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,104.1,19,28000,10,78.6,34,40000,17
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,92.9,26,27527,7,153.8,12,46858,26
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,92.5,28,28333,11,113.8,18,28334,6
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,106.7,16,27983,9,91.5,24,31722,8
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,98.3,22,41457,22,105.3,20,41457,21
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,173,10,57814,45,162,11,59110,48
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,40.7,72,65685,61,50.7,61,61385,53
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,65.1,45,51074,35,63.7,47,47545,27
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,50.8,63,62440,57,49.4,64,53355,39
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,45.1,68,79058,71,53.2,58,80573,73
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,86.6,33,63500,59,74,40,63500,57
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,69,43,47653,31,67.5,43,49394,29
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,125.5,14,40532,19,133.6,14,41489,22
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,106,17,55548,41,79,33,51316,34
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,78.8,38,60025,50,81.2,30,63492,56
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,95.3,24,60769,51,90.1,25,62670,54
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,194.3,6,48727,33,124,16,51767,35
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,100.5,20,52375,37,180,9,48380,28
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,247.1,3,66233,63,181,8,66233,61
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,127,13,44496,25,132.5,15,28383,7
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,100,21,61908,56,86.1,28,40088,18
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,127.7,12,67340,64,119.7,17,69440,64
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,49.5,64,58070,47,46.2,70,59905,51
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,57.7,54,56270,43,59.3,53,57745,47
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,43.6,69,61559,55,48.7,65,67400,63
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,60.2,50,36006,15,58.1,54,36006,12
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,111.9,15,55440,40,77.1,36,32400,9
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,83.3,35,40103,18,80.9,32,40103,19
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,43.3,70,18500,4,81.1,31,19931,2
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,80,36,55832,42,87.8,27,35464,11
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,93.2,25,83220,74,63,48,65393,60
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,98.3,22,68016,65,89.5,26,65172,59
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,104.3,18,18500,4,61.4,49,55160,42
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,88.4,32,59916,48,70.2,42,56005,43
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,52,60,71890,69,48.5,66,71400,67
C. K-8 / 401 - 750,,,K-8 Average,74.7,,66144,,71.3,,66347,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,71.7,45,85657,62,61.6,47,84320,59
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,54.4,58,55153,11,55.9,55,56565,10
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,77.5,37,53885,7,59.9,52,59477,22
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,52.2,60,64250,37,46.4,61,67250,40
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,87.8,22,66429,40,86.4,22,68545,46
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,62,55,69578,50,55.8,56,69578,49
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,90.6,19,57905,18,60.8,51,60140,24
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,74.1,40,56460,15,79.1,28,57566,14
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,73,44,64366,38,58.1,53,70284,53
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,103.1,14,78898,58,111.9,9,86315,61
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,85,26,77732,55,101,12,58323,17
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,84.9,27,74441,54,93.5,15,68891,47
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,94.1,17,84829,61,105.4,11,95323,62
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,74.1,40,59301,22,88.1,19,60424,25
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,60.6,56,55600,14,70.6,40,52950,7
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,79.6,34,55402,13,92.3,17,58966,19
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,94.5,16,51645,5,86.5,21,48961,2
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,82.9,32,62200,30,83,26,67375,41
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,89.9,20,56826,16,78.8,29,61639,28
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,64,52,54696,10,52.9,57,57207,13
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,84.8,28,50175,3,78,31,50175,5
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,127.7,8,51161,4,200.5,3,37561,1
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,108.5,12,68902,47,76.4,34,61671,29
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,105.5,13,59287,21,98,13,63977,36
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,52.6,59,52942,6,24.1,62,54491,8
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,83.4,30,53945,8,92.8,16,58982,20
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,120.6,11,60889,24,112.7,7,57689,16
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,77.9,36,61851,28,94.1,14,70211,52
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,169.7,3,61048,25,249.5,1,49857,4
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,154.5,4,54333,9,242.3,2,56511,9
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,62.2,54,69043,48,61.4,48,69945,51
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,51.5,61,60331,23,47.6,60,65430,37
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,70.3,47,66664,41,68.3,42,50665,6
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,66,50,58710,20,61.4,48,61613,27
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,71.5,46,73683,53,74.7,35,76414,56
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,73.5,43,69591,51,66.9,43,69590,50
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,89.7,21,62000,29,73.6,37,63500,35
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,83.4,30,66868,42,71.2,39,68357,45
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,85.1,25,55163,12,87.4,20,57598,15
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,77.2,38,68050,44,69.2,41,56615,12
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,84,29,64110,36,84.5,24,66205,38
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,73.7,42,62445,32,65.7,44,59755,23
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,68.1,48,70676,52,50.5,58,58475,18
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,81.1,33,67403,43,78.8,29,67403,42
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,141.7,7,68810,46,90.5,18,66420,39
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,97.1,15,15000,1,85.1,23,68149,44
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,78.2,35,58405,19,76.8,33,60638,26
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,63.6,53,62845,33,60.9,50,63410,34
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,127.2,9,63771,35,110.5,10,61862,30
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,208.7,1,62855,34,115.8,6,67668,43
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,67.2,49,61155,26,57.2,54,63080,31
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,76.2,39,57030,17,77.3,32,71669,55
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,47.4,62,69335,49,47.7,59,63130,32
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,87.3,23,77790,56,74.5,36,71585,54
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,85.9,24,83100,59,72.6,38,82289,58
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,148.3,5,78653,57,112,8,79183,57
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,57.3,57,68536,45,65.4,45,69478,48
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,64.4,51,84805,60,65.4,45,85405,60
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,122.1,10,64962,39,81,27,56567,11
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,93.9,18,62442,31,83.7,25,63167,33
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,185.2,2,61318,27,124.5,5,59308,21
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,148,6,48320,2,144.3,4,49600,3
D. K-8 / 751 +,,,K-8 Average,74.7,,66144,,71.3,,66347,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,110.3,8,69023,42,108.4,11,71850,54
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,78.2,39,66871,33,78,38,70523,48
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,103.1,12,67269,34,102.1,15,76705,64
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,83.6,29,58487,6,71,48,56758,10
D. K-8 / 751 +,ATLANTIC,3480,MULLICA TWP,136.5,1,60285,10,133.4,1,52835,3
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,83.8,27,62170,15,82.8,30,50426,1
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,68.4,55,63512,22,74.7,43,63512,24
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,79.9,35,81365,71,74.1,45,51478,2
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,86.4,25,78905,65,90.3,21,76300,63
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,74.5,45,82799,73,74,46,82721,72
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,63.3,65,96788,82,67.1,54,95460,81
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,115.5,5,57075,5,119.2,4,67325,31
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,46,82,62843,18,39.8,81,60325,15
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,71.6,50,75422,61,67.9,53,72150,56
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,126.5,4,81990,72,119.1,5,91378,79
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,111.5,7,66400,32,100.3,16,67950,35
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,94.8,19,73645,53,96.1,19,75385,62
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,55.7,75,79507,67,58.1,69,85854,75
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,87.2,24,75193,59,84.7,28,120537,82
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,97.6,16,73252,52,81,31,71850,54
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,69.7,52,67960,38,79.1,33,68400,37
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,60.7,68,90831,80,61.2,64,90831,78
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,80.2,34,58690,8,88,25,61905,19
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,64.3,62,67430,35,66.4,56,70000,46
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,57.4,72,70600,47,55.6,71,73150,60
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,62.1,66,70813,48,59.3,67,72630,57
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,72.8,48,82921,74,62.2,62,68974,39
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,67.2,57,71497,50,70.3,49,70901,50
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,104.6,11,85150,76,88.9,23,54408,5
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,48.8,80,64845,28,53.2,73,65426,28
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,93.8,20,75249,60,109,9,57979,11
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,132.9,2,90202,79,129,2,64274,26
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,108.1,10,58524,7,98.4,17,58540,12
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,77,40,83250,75,57.7,70,87450,77
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,83.7,28,56000,3,92.4,20,56150,8
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,76.7,41,62917,19,75.7,41,69017,40
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,74.1,46,92778,81,78.1,37,93178,80
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,78.6,37,59203,9,36.1,82,58733,13
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,78.6,37,74437,57,83.4,29,69204,43
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,92.6,22,65529,29,90.2,22,67527,32
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,101.3,13,64250,27,103.4,13,55323,6
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,53.6,76,68467,40,53.2,73,66992,30
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,79.7,36,79760,68,75,42,70945,51
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,63.5,64,69983,45,62.8,61,66930,29
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,52.3,77,63880,23,49.6,79,71636,53
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,60.3,69,76524,63,55.3,72,72814,58
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,90.1,23,62920,20,73.5,47,63613,25
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,109.3,9,55615,2,106.4,12,54292,4
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,66.1,58,68505,41,66,58,69921,44
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,69.7,52,78500,64,68.7,51,81150,71
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,75.4,42,63285,21,68.1,52,59845,14
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,83.6,29,68244,39,86.9,27,68519,38
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,80.9,33,71025,49,78.4,35,77320,67
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,95.4,18,63920,24,118.9,6,68365,36
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,93.5,21,55050,1,102.3,14,56200,9
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,84.9,26,75815,62,88.7,24,77385,68
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,75,44,60372,11,78.7,34,60379,16
