GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
A. K-6,GLOUCESTER,1330,ELK TWP,179.5,13,10000,2,173,12,10000,1
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,198.1,8,99274,27,175.5,8,101756,30
A. K-6,GLOUCESTER,2070,HARRISON TWP,203.4,5,108663,43,171.4,13,112000,44
A. K-6,GLOUCESTER,2990,MANTUA TWP,,,,,,,,
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,149.4,27,33142,5,150.6,18,34319,2
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,134.5,32,76796,12,137.1,26,94834,19
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,222.4,2,103270,35,174,10,98838,25
A. K-6,GLOUCESTER,5590,WENONAH BORO,162.1,22,69831,10,149.3,19,71295,9
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,165,20,29750,3,163.6,16,34319,2
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,150,26,75500,11,220,2,110000,41
A. K-6,HUNTERDON,2590,LEBANON BORO,89,43,50000,7,47.5,53,81200,12
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,150.2,24,118865,50,128.5,28,112040,45
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,98.9,38,32263,4,81.3,43,35910,4
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,32,55,56811,8,92,38,102000,31
A. K-6,MORRIS,3240,MINE HILL TWP,191.5,11,4126,1,123,31,101000,29
A. K-6,OCEAN,230,BEACH HAVEN BORO,75,47,115000,46,61,51,115000,47
A. K-6,OCEAN,320,BERKELEY TWP,191.8,10,131000,54,174.3,9,111500,42
A. K-6,OCEAN,1150,EAGLESWOOD TWP,70.5,50,77450,13,68,48,80746,11
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,72.7,49,59934,9,79.3,44,62569,7
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,150.2,24,101300,32,146.2,21,104479,34
A. K-6,OCEAN,2760,LONG BEACH ISLAND,264.4,1,80250,17,88.5,40,91800,17
A. K-6,OCEAN,3800,OCEAN GATE BORO,68.5,51,97874,25,79,45,98758,24
A. K-6,OCEAN,3820,OCEAN TWP,146.9,29,111256,44,140,24,89500,15
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,201,7,83640,18,110,34,45657,6
A. K-6,OCEAN,5020,STAFFORD TWP,205,4,101890,34,279,1,106535,35
A. K-6,OCEAN,5220,TUCKERTON BORO,165.5,19,100250,30,165.5,14,96000,20
A. K-6,SUSSEX,1630,FREDON TWP,91.3,42,103270,35,125,29,98435,23
A. K-6,SUSSEX,1980,HAMPTON TWP,93.1,41,78413,16,99.1,37,77644,10
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,147,28,107300,42,145,23,124998,52
A. K-6,SUSSEX,5040,STILLWATER TWP,79.5,46,84446,19,87.5,41,90000,16
A. K-6,WARREN,400,BLAIRSTOWN TWP,82,45,97750,24,91.6,39,97750,22
A. K-6,WARREN,1620,FRANKLIN TWP,83.3,44,85000,20,76.7,46,86700,14
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,73.5,48,114414,45,74.5,47,118638,49
A. K-6,WARREN,2470,KNOWLTON TWP,119.5,34,88750,22,81.5,42,68000,8
A. K-6,WARREN,2970,MANSFIELD TWP,168.1,17,98477,26,217.5,3,100660,28
A. K-6,WARREN,5480,WASHINGTON BORO,187.2,12,99900,29,173.8,11,96875,21
A. K-6,WARREN,5530,WASHINGTON TWP,135.3,31,116920,49,129.3,27,111944,43
B. K-8 / 0 - 400,,,K-8 Average,156.8,,111225,,149.1,,112238,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,90.5,49,91750,34,66.4,58,81600,26
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,,,,,325,2,40000,2
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,62.7,60,100000,45,60.3,60,73000,16
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,46.6,67,110601,54,35.2,69,117763,64
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,93,47,113513,57,96,42,120017,67
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,101.2,42,122408,64,79,48,86411,28
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,49.2,66,36851,3,49.5,65,40400,3
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,195.5,4,102125,49,194,6,108000,58
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,116.9,27,65325,12,75.8,51,70000,11
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,144.8,19,71568,16,140.5,16,73930,17
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,,,,,,,,
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,55.8,62,77892,20,58.5,62,70200,13
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,149.1,18,42500,5,188.3,9,50500,5
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,161.8,13,41208,4,143.7,15,58000,6
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,45.2,69,69098,13,69.5,57,77436,24
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,279.2,2,77468,19,296.8,3,76218,22
B. K-8 / 0 - 400,CAMDEN,5900,WOODLYNNE BORO,,,,,193,7,98750,47
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,28.3,71,91800,35,8.3,74,96363,41
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,93.8,46,95342,39,44.9,67,97916,45
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,23.6,72,90000,32,20,73,93182,37
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,68.9,57,84917,25,28.9,70,85000,27
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,53.8,64,78796,21,25.3,72,76859,23
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,114.3,31,100000,45,113,30,100000,50
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,194,5,85049,27,191,8,74000,18
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,32,70,99000,41,26.5,71,99810,48
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,118,26,126000,66,56,63,99810,48
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,111.4,33,55000,8,135,18,74000,18
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,150,16,94554,37,114,28,92401,35
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,245.5,3,31000,2,122,25,95000,39
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,46,68,52043,7,47.2,66,62485,9
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,112,32,99584,43,113,30,125000,70
B. K-8 / 0 - 400,HUNTERDON,1040,DELAWARE TWP,93,47,111441,55,79,48,97500,44
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,122.4,25,110031,53,116.4,27,114013,60
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,100.3,43,90000,32,103.4,35,91800,34
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,116.7,29,71150,15,144,14,98000,46
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,111,35,65000,11,74.7,52,80700,25
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,90,50,99729,44,76,50,95717,40
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,115,30,114676,58,111.9,32,118116,65
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,49.5,65,59846,9,42.7,68,61193,8
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,55.7,63,60603,10,54.6,64,65066,10
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,97.2,44,102573,50,80.9,47,96497,42
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,78.5,53,130094,68,74.1,53,106583,56
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,74.5,54,99543,42,82.5,45,100323,51
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,126.7,22,86000,28,134.2,19,87000,30
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,157.2,15,125000,65,168.4,12,127500,72
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,173,10,82000,23,64.8,59,104525,53
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,81.3,52,114786,59,71,56,117082,63
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,150,16,46250,6,216.9,4,45900,4
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,157.5,14,130000,67,117.7,26,126875,71
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,111.3,34,115000,60,82.4,46,111180,59
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,63.8,59,82000,23,59.2,61,61000,7
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,110.3,36,112000,56,108,33,118208,66
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,106.2,39,1,1,113.1,29,1,1
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,125.5,24,118119,62,139.3,17,120481,68
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,70.5,56,137273,70,72.6,55,133900,74
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,126.6,23,88500,31,122.6,24,90270,32
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,136,21,92976,36,124,21,94836,38
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,382,1,,,180,11,107800,57
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,173,10,85000,26,181,10,86700,29
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,94.1,45,100000,45,98.1,40,102500,52
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,116.9,27,87396,30,123.8,22,89494,31
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,191.5,6,115903,61,359,1,117062,62
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,138.5,20,102944,51,134,20,105003,54
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,82.7,51,103954,52,85,43,106000,55
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,65.3,58,96948,40,73,54,96948,43
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,59,61,81783,22,97.5,41,70000,11
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,105.3,40,87252,29,98.8,39,92952,36
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,182.4,8,95252,38,195.8,5,115603,61
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,71.5,55,101792,48,102.7,36,91792,33
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,106.7,38,75297,18,99.6,38,75297,20
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,186.4,7,69264,14,122.9,23,75600,21
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,177,9,141374,71,85,43,72500,14
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,104.3,41,119602,63,102.3,37,121602,69
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,108.4,37,130164,69,107.7,34,132768,73
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,169,12,72500,17,157.5,13,72500,14
C. K-8 / 401 - 750,,,K-8 Average,156.8,,111225,,149.1,,112238,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,140.6,33,114733,48,135.6,33,105000,22
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,98,56,100176,20,125.8,41,106173,23
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,144.7,31,80000,2,139.7,30,82000,2
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,91,59,113284,42,107.5,53,111979,36
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,117.6,47,116733,53,114,49,116384,43
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,170.5,13,151075,62,135.6,33,120000,51
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,94.7,57,90000,10,109.4,51,92700,10
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,159.3,19,106500,30,158.3,18,111000,35
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,143.6,32,104306,25,101.8,57,121484,52
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,165,17,111622,38,212.7,3,135000,59
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,210.8,7,105000,27,166.7,13,106813,24
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,158,22,88434,7,177.9,8,93602,13
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,125.5,44,104356,26,147.6,25,145000,62
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,150.7,25,93840,15,155,21,99000,18
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,165.4,16,114998,49,160.3,17,116073,42
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,191.1,9,80340,4,161.5,16,75750,1
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,132.3,39,105265,28,134,35,110101,32
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,93.5,58,92070,13,116.2,46,118847,47
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,156.7,23,92000,11,125.5,42,92000,9
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,105,54,83021,6,105.8,56,86648,3
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,152.7,24,108624,32,143,27,110796,34
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,132,41,92000,11,139,31,93840,14
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,108.5,53,109308,34,114.1,48,94405,15
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,316.6,1,115869,51,176.3,9,89000,7
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,144.8,30,104210,24,88.3,61,113675,37
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,171.8,12,88845,8,174.1,10,91720,8
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,120.6,45,80000,2,157.8,19,88969,6
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,103.3,55,80500,5,100.2,58,114240,38
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,169.7,14,93250,14,124.8,43,86808,4
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,188.9,10,105392,29,130.5,38,97700,17
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,115.4,48,100277,21,150.6,23,103247,19
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,89,61,97108,16,90,60,104350,20
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,150,26,113604,43,146.8,26,116444,45
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,146.6,29,111500,37,136.4,32,116005,41
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,114.3,49,113857,44,164.3,15,126651,57
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,127.8,43,113224,41,165,14,122391,53
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,136.8,35,115892,52,85.5,62,110544,33
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,133.4,38,110403,36,166.8,12,108650,28
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,134.5,36,118770,55,126.2,39,110000,30
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,139,34,114058,45,106.6,55,115000,40
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,285.5,3,118500,54,186,7,104550,21
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,194,8,99779,18,192.7,6,107246,25
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,73.4,62,75000,1,96,59,87134,5
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,129.8,42,98838,17,126,40,93000,12
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,132.2,40,110000,35,193,4,119308,49
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,147.2,28,125753,58,140.9,29,130833,58
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,108.9,52,115243,50,107,54,119010,48
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,147.6,27,120000,56,141.2,28,123000,55
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,159,20,124884,57,153.3,22,126381,56
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,313,2,100764,22,193,4,107986,26
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,90.6,60,88948,9,119,45,135000,59
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,134.5,36,100000,19,133.4,36,117900,46
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,111.8,51,114148,46,108.8,52,116441,44
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,181.6,11,114420,47,132,37,95717,16
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,237.7,5,135000,60,172.5,11,122500,54
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,118.6,46,131494,59,112,50,108600,27
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,160.3,18,109100,33,121,44,109227,29
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,112.8,50,136100,61,114.5,47,138964,61
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,158.7,21,112936,40,156.7,20,119849,50
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,247.3,4,112200,39,248.3,1,114444,39
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,169.1,15,103855,23,149.4,24,110000,30
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,222,6,108499,31,216.5,2,92957,11
D. K-8 / 751 +,,,K-8 Average,156.8,,111225,,149.1,,112238,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,208.1,14,105911,21,214,11,109088,26
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,205.4,15,114476,38,181.9,26,110300,29
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,239.5,5,105093,19,237.2,5,107930,21
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,143.8,67,121861,52,143.3,61,124298,56
D. K-8 / 751 +,ATLANTIC,3480,MULLICA TWP,116.5,77,97794,9,150.7,55,95588,8
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,233.3,6,98000,10,178.3,30,95000,6
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,152.4,56,90376,3,145.1,59,92184,4
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,122.9,76,95000,7,141.5,65,99450,11
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,181.4,31,131969,68,164.2,40,132474,70
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,186.3,26,138120,74,138.8,70,131104,67
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,185.4,27,145860,78,193,23,116000,37
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,181.4,31,151083,81,187.3,25,151083,82
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,142.2,69,136742,72,136.2,74,139283,76
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,162.5,44,146547,79,178.9,29,145000,78
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,210,11,127500,61,197.7,16,122000,51
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,159.8,47,114116,37,235.8,6,137168,74
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,158,48,119613,48,139.1,69,122033,52
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,199.8,17,149151,80,172.4,33,150000,81
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,153.5,54,131469,67,197.1,17,137500,75
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,136.3,75,133617,69,160,46,136958,73
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,95.9,81,134330,70,153.4,50,145000,78
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,164.9,42,142618,77,161.4,44,149492,80
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,113.9,78,105746,20,172.4,33,116240,41
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,208.8,13,119195,47,232.3,7,118645,47
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,149.9,60,110324,28,147.3,57,107802,20
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,199.6,18,114677,39,194.9,21,116955,42
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,,,,,142.6,62,112769,34
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,198.4,19,109318,27,200.8,15,107095,18
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,279,4,121277,51,181.8,27,121277,50
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,138.5,73,106000,22,129.3,77,108544,25
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,197,20,99405,12,196.2,19,109250,27
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,161.4,45,116801,43,165.9,39,120305,48
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,165.7,41,106075,23,155.3,49,97875,10
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,179.1,34,100559,14,148.1,56,107000,17
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,105.6,80,93000,5,140.2,67,102650,12
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,168.8,39,108306,26,172.5,32,110700,30
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,186.9,25,113373,34,213.6,12,107971,22
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,195.4,21,100000,13,100.4,82,97500,9
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,157.2,50,96115,8,228.5,9,88450,2
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,147.9,63,104678,16,138.3,71,107295,19
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,136.4,74,98543,11,130.9,76,104563,13
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,193,23,112267,31,161.4,44,117703,46
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,147.2,65,114111,36,151.8,53,122143,53
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,154.2,52,118606,46,152.3,52,121214,49
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,110.7,79,131437,66,118.4,81,132087,69
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,139.6,71,107328,25,131.4,75,105501,14
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,149.4,61,120936,50,129.1,78,110993,31
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,142.1,70,105000,18,162.8,41,106313,15
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,168.9,38,122481,53,156.5,48,114887,36
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,209.2,12,139258,76,175,31,143300,77
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,143.3,68,117976,44,120.7,80,114431,35
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,179.4,33,113294,33,188,24,117302,44
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,218.2,7,124530,55,195.9,20,125585,60
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,213.2,10,129792,65,168.1,35,129199,65
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,152.3,57,87550,2,136.4,73,91052,3
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,139.4,72,114744,40,139.4,68,117039,43
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,151.1,58,111750,30,167.4,37,112500,33
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,169.1,37,127384,60,193.3,22,134286,72
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,214.5,9,112686,32,167.6,36,125000,58
