GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,,,1. State average - Operating Type K-6,1649,,,,1703,,,,1805,,,
A. K-6,,,2. State median - Operating Type K-6,1551,,,,1611,,,,1686,,,
A. K-6,,,5. State average - All operating types,1950,,,,1990,,,,2071,,,
A. K-6,,,6. State median - All operating types,1708,,,,1767,,,,1853,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,710,2,0.072,0.549,561,2,0.053,0.483,1344,15,0.118,0.709
A. K-6,BERGEN,3870,ORADELL BORO,1560,29,0.126,0.829,1636,29,0.133,0.792,1708,29,0.130,0.794
A. K-6,BERGEN,4410,RIVER EDGE BORO,1603,31,0.133,0.922,1586,28,0.127,0.915,1642,25,0.120,0.877
A. K-6,BERGEN,4620,SADDLE RIVER BORO,5169,56,0.237,0.815,5148,56,0.231,0.806,5760,56,0.233,0.740
A. K-6,BURLINGTON,200,BASS RIVER TWP,2031,39,0.124,0.685,2309,45,0.117,0.684,2018,36,0.123,0.782
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1542,28,0.144,0.849,1445,22,0.134,0.765,1474,18,0.135,0.763
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1434,23,0.121,0.669,1460,24,0.109,0.632,1632,24,0.126,0.648
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,2031,39,0.132,0.877,2185,41,0.139,0.912,2204,43,0.143,0.882
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1485,24,0.096,0.712,2122,40,0.120,0.712,1812,32,0.094,0.644
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1001,8,0.081,0.612,802,5,0.067,0.528,900,3,0.076,0.535
A. K-6,CAMDEN,5560,WATERFORD TWP,2046,42,0.171,0.868,2438,47,0.175,0.832,2516,47,0.171,0.803
A. K-6,CAPE MAY,710,CAPE MAY CITY,2080,43,0.088,0.629,1917,36,0.098,0.645,2054,37,0.105,0.668
A. K-6,CAPE MAY,2840,LOWER TWP,1910,38,0.141,0.913,1974,37,0.148,0.896,2106,39,0.155,0.902
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1704,34,0.112,0.554,1644,30,0.113,0.536,1504,20,0.100,0.483
A. K-6,ESSEX,1400,ESSEX FELLS BORO,2554,50,0.138,0.886,2249,42,0.119,0.845,2371,44,0.120,0.748
A. K-6,ESSEX,1465,FAIRFIELD TWP,1607,32,0.114,0.739,1666,31,0.110,0.758,1575,22,0.105,0.739
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1349,19,0.095,0.752,1400,19,0.092,0.738,1648,26,0.100,0.760
A. K-6,ESSEX,4530,ROSELAND BORO,1601,30,0.117,0.662,1827,34,0.111,0.626,1844,34,0.122,0.676
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1235,15,0.133,0.844,1406,20,0.143,0.858,1441,17,0.136,0.836
A. K-6,GLOUCESTER,1330,ELK TWP,1376,21,0.113,0.796,1314,16,0.100,0.695,1554,21,0.111,0.731
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1320,17,0.117,0.891,1449,23,0.125,0.929,1596,23,0.125,0.904
A. K-6,GLOUCESTER,2070,HARRISON TWP,914,5,0.086,0.868,905,7,0.086,0.851,1047,7,0.094,0.857
A. K-6,GLOUCESTER,2990,MANTUA TWP,1539,27,0.124,0.905,1568,27,0.119,0.888,1658,27,0.120,0.894
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1231,14,0.089,0.531,1336,18,0.099,0.540,1329,14,0.092,0.511
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1151,11,0.112,0.683,1057,10,0.108,0.627,1208,9,0.107,0.632
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,849,4,0.085,0.603,945,9,0.088,0.625,981,6,0.084,0.633
A. K-6,GLOUCESTER,5590,WENONAH BORO,816,3,0.071,0.584,912,8,0.070,0.554,918,4,0.070,0.541
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,1010,9,0.078,0.540,1160,12,0.091,0.593,1224,10,0.090,0.610
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1196,12,0.093,0.637,1179,13,0.083,0.563,1245,11,0.080,0.524
A. K-6,HUNTERDON,2590,LEBANON BORO,2847,51,0.113,0.674,3766,54,0.170,0.710,4518,55,0.226,0.744
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1016,10,0.075,0.641,780,4,0.056,0.520,1104,8,0.085,0.688
