GROUP,CONAME,DIST,DISTNAME,PP115,PP215,PP315
A. K-6,,,1. State average - Operating Type K-6,109,101,97
A. K-6,,,2. State median - Operating Type K-6,63,83,80
A. K-6,,,5. State average - All operating types,110,96,72
A. K-6,,,6. State median - All operating types,82,70,63
A. K-6,BERGEN,1270,EDGEWATER BORO,145,17,0
A. K-6,BERGEN,3870,ORADELL BORO,7,3,0
A. K-6,BERGEN,4410,RIVER EDGE BORO,24,13,0
A. K-6,BERGEN,4620,SADDLE RIVER BORO,18,0,0
A. K-6,BURLINGTON,200,BASS RIVER TWP,0,0,0
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,0,0,0
A. K-6,BURLINGTON,2960,MANSFIELD TWP,92,0,107
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,379,83,163
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,0,230,0
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,0,0,0
A. K-6,CAMDEN,5560,WATERFORD TWP,40,25,14
A. K-6,CAPE MAY,710,CAPE MAY CITY,475,0,184
A. K-6,CAPE MAY,2840,LOWER TWP,29,95,117
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1090,534,259
A. K-6,ESSEX,1400,ESSEX FELLS BORO,0,0,0
A. K-6,ESSEX,1465,FAIRFIELD TWP,61,40,178
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,79,40,15
A. K-6,ESSEX,4530,ROSELAND BORO,15,0,0
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,33,20,0
A. K-6,GLOUCESTER,1330,ELK TWP,186,94,29
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,108,186,41
A. K-6,GLOUCESTER,2070,HARRISON TWP,34,0,0
A. K-6,GLOUCESTER,2990,MANTUA TWP,83,63,11
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,0,132,8
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,80,42,97
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1,0,4
A. K-6,GLOUCESTER,5590,WENONAH BORO,9,0,0
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,0,0,0
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,0,67,0
A. K-6,HUNTERDON,2590,LEBANON BORO,0,42,0
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,151,39,0
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,0,0,0
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,0,0,0
A. K-6,MORRIS,3240,MINE HILL TWP,32,260,74
A. K-6,OCEAN,230,BEACH HAVEN BORO,0,0,0
A. K-6,OCEAN,320,BERKELEY TWP,226,234,378
A. K-6,OCEAN,1150,EAGLESWOOD TWP,0,0,0
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,22,0,0
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,92,31,3
A. K-6,OCEAN,2760,LONG BEACH ISLAND,131,0,140
