GROUP,CONAME,DIST,DISTNAME,PP110,RK110,PCT110,PP210,RK210,PCT210,PP310,RK310,PCT310
A. K-6,,,1. State average - Operating Type K-6,1421,,,1505,,,1558,,
A. K-6,,,2. State median - Operating Type K-6,1403,,,1528,,,1604,,
A. K-6,,,5. State average - All operating types,1694,,,1788,,,1813,,
A. K-6,,,6. State median - All operating types,1538,,,1645,,,1704,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1193,15,0.122,1198,11,0.114,1614,30,0.141
A. K-6,BERGEN,3870,ORADELL BORO,1147,10,0.092,1208,12,0.098,1414,21,0.108
A. K-6,BERGEN,4410,RIVER EDGE BORO,1034,8,0.086,1064,4,0.086,1175,7,0.086
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1783,43,0.082,2137,51,0.096,2179,50,0.088
A. K-6,BURLINGTON,200,BASS RIVER TWP,1887,47,0.115,2105,49,0.106,1916,41,0.117
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1513,34,0.141,1490,27,0.139,1331,13,0.122
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1245,19,0.105,1322,19,0.099,1394,18,0.107
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1801,44,0.117,1826,42,0.116,1968,44,0.128
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1620,38,0.105,1785,41,0.101,1819,37,0.094
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1296,23,0.105,1252,14,0.105,1334,14,0.112
A. K-6,CAMDEN,5560,WATERFORD TWP,1435,30,0.120,1446,25,0.104,1642,32,0.112
A. K-6,CAPE MAY,710,CAPE MAY CITY,3000,54,0.126,2435,52,0.124,2526,53,0.129
A. K-6,CAPE MAY,2840,LOWER TWP,1532,35,0.113,1768,40,0.132,1670,33,0.123
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1819,45,0.119,1571,32,0.108,1639,31,0.109
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1966,48,0.106,1910,45,0.101,2151,48,0.109
A. K-6,ESSEX,1465,FAIRFIELD TWP,1366,25,0.097,1388,22,0.092,1369,16,0.091
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1745,41,0.122,1704,37,0.112,2098,47,0.127
A. K-6,ESSEX,4530,ROSELAND BORO,1243,18,0.091,1529,29,0.093,1401,20,0.092
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,950,4,0.102,1066,5,0.108,1219,8,0.115
A. K-6,GLOUCESTER,1330,ELK TWP,1147,10,0.094,1338,20,0.102,1396,19,0.100
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1448,31,0.129,1440,24,0.125,1603,28,0.125
A. K-6,GLOUCESTER,2070,HARRISON TWP,1167,13,0.110,1260,15,0.120,1269,10,0.114
A. K-6,GLOUCESTER,2990,MANTUA TWP,1378,27,0.111,1486,26,0.113,1528,25,0.110
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1287,21,0.093,1342,21,0.099,1544,26,0.107
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1248,20,0.121,1241,13,0.126,1414,21,0.126
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1174,14,0.117,1319,18,0.123,1302,11,0.112
A. K-6,GLOUCESTER,5590,WENONAH BORO,1075,9,0.093,1123,8,0.086,1123,3,0.086
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,896,3,0.069,885,1,0.070,1147,5,0.085
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,820,2,0.064,1049,3,0.074,1263,9,0.081
A. K-6,HUNTERDON,2590,LEBANON BORO,2347,51,0.093,2060,48,0.093,2315,51,0.116
