GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,,,1. State average - Operating Type K-6,1138,,,,1157,,,,1201,,,
A. K-6,,,2. State median - Operating Type K-6,1238,,,,1202,,,,1242,,,
A. K-6,,,5. State average - All operating types,1222,,,,1266,,,,1281,,,
A. K-6,,,6. State median - All operating types,1266,,,,1286,,,,1329,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,681,3,0.069,0.662,946,12,0.090,0.791,951,14,0.083,0.802
A. K-6,BERGEN,3870,ORADELL BORO,1391,38,0.112,0.810,1308,35,0.107,0.800,1499,44,0.114,0.853
A. K-6,BERGEN,4410,RIVER EDGE BORO,1261,33,0.105,0.863,1290,33,0.104,0.880,1405,32,0.103,0.884
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1692,51,0.077,0.824,1712,50,0.077,0.752,1377,30,0.056,0.828
A. K-6,BURLINGTON,200,BASS RIVER TWP,1252,32,0.076,0.650,1467,40,0.074,0.683,1223,28,0.074,0.650
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1012,18,0.094,0.778,987,15,0.092,0.771,996,15,0.092,0.771
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1094,22,0.092,0.786,1105,24,0.082,0.813,1181,25,0.091,0.824
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1439,41,0.093,0.879,1503,43,0.096,0.868,1406,33,0.091,0.864
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1548,44,0.100,0.810,1549,45,0.088,0.768,1535,46,0.079,0.814
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1237,28,0.100,0.777,1100,23,0.093,0.743,913,13,0.077,0.738
A. K-6,CAMDEN,5560,WATERFORD TWP,1059,19,0.088,0.789,1120,25,0.081,0.802,1200,27,0.082,0.754
A. K-6,CAPE MAY,710,CAPE MAY CITY,1654,50,0.070,0.814,1562,46,0.080,0.834,1440,36,0.074,0.770
A. K-6,CAPE MAY,2840,LOWER TWP,1092,21,0.081,0.899,1081,22,0.081,0.875,1059,18,0.078,0.864
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,342,1,0.022,0.332,75,1,0.005,0.096,129,1,0.009,0.151
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1640,49,0.088,0.861,1835,52,0.097,0.870,1688,51,0.085,0.829
A. K-6,ESSEX,1465,FAIRFIELD TWP,1277,35,0.091,0.815,1415,38,0.094,0.823,1493,43,0.099,0.845
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1428,40,0.100,0.859,1567,47,0.103,0.910,1627,50,0.099,0.800
A. K-6,ESSEX,4530,ROSELAND BORO,1238,29,0.090,0.856,1678,48,0.102,0.865,1386,31,0.091,0.841
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,808,8,0.087,0.849,866,10,0.088,0.838,876,10,0.083,0.830
A. K-6,GLOUCESTER,1330,ELK TWP,918,12,0.076,0.641,729,6,0.055,0.543,816,8,0.058,0.521
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,984,17,0.087,0.767,1021,17,0.088,0.800,1085,19,0.085,0.794
A. K-6,GLOUCESTER,2070,HARRISON TWP,961,15,0.091,0.813,957,13,0.091,0.810,1007,17,0.090,0.797
A. K-6,GLOUCESTER,2990,MANTUA TWP,1096,23,0.088,0.812,1071,21,0.081,0.771,1102,20,0.079,0.773
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,792,7,0.058,0.559,730,7,0.054,0.522,779,6,0.054,0.533
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,720,4,0.070,0.666,718,4,0.073,0.614,790,7,0.070,0.598
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,850,9,0.085,0.825,1013,16,0.095,0.816,1002,16,0.086,0.788
A. K-6,GLOUCESTER,5590,WENONAH BORO,929,14,0.080,0.718,1191,28,0.091,0.826,1194,26,0.091,0.825
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,776,5,0.060,0.633,721,5,0.057,0.608,739,4,0.055,0.557
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1133,25,0.088,0.678,1057,20,0.075,0.666,1117,21,0.072,0.623
A. K-6,HUNTERDON,2590,LEBANON BORO,2590,56,0.103,0.405,1934,55,0.088,0.502,1440,36,0.072,0.762
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1199,26,0.088,0.730,928,11,0.067,0.688,1167,24,0.090,0.737
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,356,2,0.018,0.288,461,2,0.024,0.324,496,2,0.022,0.341
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,1592,46,0.085,0.771,709,3,0.045,0.412,677,3,0.040,0.386
A. K-6,MORRIS,3240,MINE HILL TWP,919,13,0.087,0.657,1301,34,0.111,0.738,1415,34,0.122,0.798
A. K-6,OCEAN,230,BEACH HAVEN BORO,1595,47,0.070,0.792,1893,53,0.094,0.782,1452,38,0.065,0.824
A. K-6,OCEAN,320,BERKELEY TWP,1241,30,0.100,0.811,1169,26,0.093,0.785,1461,40,0.109,0.811
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1514,43,0.099,0.835,1410,37,0.093,0.836,1463,41,0.090,0.825
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,1701,52,0.114,0.880,2044,56,0.117,0.879,1716,53,0.109,0.906
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,1127,24,0.086,0.827,1182,27,0.083,0.802,1137,22,0.080,0.809
A. K-6,OCEAN,2760,LONG BEACH ISLAND,1242,31,0.060,0.737,1401,36,0.059,0.662,1437,35,0.060,0.763
A. K-6,OCEAN,3800,OCEAN GATE BORO,1617,48,0.111,0.799,1228,30,0.071,0.807,1473,42,0.079,0.808
A. K-6,OCEAN,3820,OCEAN TWP,1326,36,0.087,0.907,1032,18,0.063,0.845,1524,45,0.088,0.906
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,1205,27,0.048,0.531,1255,32,0.059,0.647,906,12,0.057,0.598
A. K-6,OCEAN,5020,STAFFORD TWP,1271,34,0.092,0.879,1212,29,0.091,0.906,1261,29,0.087,0.889
