GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
A. K-6,,,1. State average - Operating Type K-6,669,,,,695,,,,729,,,
A. K-6,,,2. State median - Operating Type K-6,655,,,,682,,,,722,,,
A. K-6,,,5. State average - All operating types,859,,,,871,,,,894,,,
A. K-6,,,6. State median - All operating types,757,,,,779,,,,825,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,577,22,0.059,0.484,485,15,0.046,0.405,829,35,0.073,0.514
A. K-6,BERGEN,3870,ORADELL BORO,704,34,0.057,0.614,686,29,0.056,0.568,783,31,0.060,0.554
A. K-6,BERGEN,4410,RIVER EDGE BORO,608,25,0.051,0.588,647,25,0.052,0.608,683,22,0.050,0.581
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1010,50,0.046,0.566,1102,55,0.049,0.516,1169,55,0.047,0.536
A. K-6,BURLINGTON,200,BASS RIVER TWP,844,43,0.051,0.447,1015,50,0.051,0.482,867,42,0.053,0.453
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,932,47,0.087,0.616,872,43,0.081,0.585,816,34,0.075,0.613
A. K-6,BURLINGTON,2960,MANSFIELD TWP,809,41,0.068,0.650,819,39,0.061,0.620,809,33,0.062,0.580
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,858,44,0.056,0.476,933,47,0.059,0.511,936,47,0.061,0.476
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1047,52,0.068,0.646,1042,51,0.059,0.584,855,39,0.044,0.470
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,63,2,0.005,0.049,128,2,0.011,0.102,60,2,0.005,0.045
A. K-6,CAMDEN,5560,WATERFORD TWP,203,3,0.017,0.141,234,3,0.017,0.162,259,4,0.018,0.158
A. K-6,CAPE MAY,710,CAPE MAY CITY,1405,55,0.059,0.468,1100,54,0.056,0.452,1106,52,0.057,0.438
A. K-6,CAPE MAY,2840,LOWER TWP,950,48,0.070,0.620,1077,53,0.081,0.609,1034,51,0.076,0.619
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,672,31,0.044,0.369,553,20,0.038,0.352,529,14,0.035,0.323
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1018,51,0.055,0.518,1043,52,0.055,0.546,1153,53,0.058,0.536
A. K-6,ESSEX,1465,FAIRFIELD TWP,646,27,0.046,0.473,677,28,0.045,0.488,726,30,0.048,0.530
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,832,42,0.058,0.477,926,46,0.061,0.543,986,49,0.060,0.470
A. K-6,ESSEX,4530,ROSELAND BORO,616,26,0.045,0.496,727,32,0.044,0.475,696,24,0.046,0.497
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,525,18,0.056,0.553,543,19,0.055,0.509,544,16,0.051,0.446
A. K-6,GLOUCESTER,1330,ELK TWP,506,16,0.042,0.441,480,14,0.036,0.359,481,12,0.034,0.345
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,759,37,0.067,0.524,812,38,0.070,0.564,910,46,0.071,0.568
A. K-6,GLOUCESTER,2070,HARRISON TWP,577,22,0.055,0.494,592,22,0.056,0.470,605,18,0.054,0.477
A. K-6,GLOUCESTER,2990,MANTUA TWP,786,40,0.063,0.570,825,41,0.062,0.555,840,37,0.061,0.550
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,662,30,0.048,0.514,629,24,0.047,0.469,683,22,0.047,0.442
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,38,1,0.004,0.030,25,1,0.003,0.020,53,1,0.005,0.037
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,313,6,0.031,0.267,417,10,0.039,0.316,406,6,0.035,0.312
