GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31,ABBOTT
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,14151,34,14896,36,14734,28,203,193,192,
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,25614,71,24191,72,24855,73,146,160,168,
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,28231,72,22612,71,18859,57,277,288,283,
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,17044,56,18740,63,18392,55,248,253,253,
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,12886,20,14212,30,15035,30,308,289,298,
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,12472,18,12878,13,15199,31,386,390,391,
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,17648,59,19048,64,20825,68,188,188,191,
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,12123,12,12057,9,13211,12,284,303,294,
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,24665,70,27746,73,23064,72,37,31,42,
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,13810,30,15564,43,15783,39,158,145,148,
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,10347,3,11559,7,12229,5,366,336,352,
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,19786,67,14258,31,15219,32,194,277,275,
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,15435,47,16728,47,17770,50,265,276,284,
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,12928,21,12306,11,14865,29,373,378,361,
B. K-8 / 0 - 400,CAMDEN,5900,WOODLYNNE BORO,10904,5,11223,5,12241,6,433,418,415,
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,43440,74,49670,75,48753,75,60,57,63,
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,18863,66,18703,61,20110,66,313,320,328,
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,28588,73,29842,74,28814,74,,74,82,
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,19807,68,20962,69,22840,71,243,240,249,
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,14308,36,14634,33,14504,24,236,221,232,
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,11776,8,12129,10,12852,10,349,336,337,
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,13562,28,13669,22,13850,16,182,189,214,
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,14745,40,19776,65,18995,59,74,65,64,
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,12399,17,13207,18,14194,19,117,116,114,
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,9665,1,9835,1,9980,1,254,278,273,
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,16143,53,16856,48,17721,49,458,450,450,
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,14653,39,17858,56,16374,42,149,125,147,
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,15173,42,18735,62,19937,64,146,112,112,
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,14406,37,14209,29,15249,33,477,475,464,
B. K-8 / 0 - 400,HUNTERDON,1040,DELAWARE TWP,17356,57,17763,55,20119,67,412,407,383,
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,15284,44,15635,44,17371,46,430,415,409,
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,16420,55,16929,49,15755,38,284,295,320,
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,15405,45,16996,50,18038,51,146,138,140,
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,24069,69,22136,70,21318,70,107,110,120,
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,17844,60,17369,53,18530,56,356,368,368,
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,14039,32,15542,42,16741,43,409,368,369,
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,16266,54,17630,54,20034,65,114,107,97,
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,13870,31,14810,34,17250,45,162,156,159,
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,15988,52,15747,45,15637,36,284,294,306,
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,17517,58,18492,60,19409,62,149,154,161,
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,15425,46,15355,40,16235,41,151,149,152,
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,11891,9,13970,26,14644,27,284,278,295,
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,10201,2,10852,3,11646,2,406,396,404,
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,,,18430,59,19451,63,171,171,178,
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,18371,65,20592,68,20999,69,257,240,249,
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,12264,14,13479,20,14393,21,364,348,348,
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,18063,63,18425,58,18906,58,321,322,362,
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,15440,48,17098,51,18299,53,356,343,347,
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,12969,24,13541,21,14283,20,308,299,283,
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,12276,15,13139,17,11847,3,333,330,380,
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,17914,62,17863,57,17471,48,138,137,139,
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,12258,13,12359,12,14466,23,414,414,396,
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,18328,64,19966,67,19352,61,146,136,151,
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,12072,10,11740,8,12396,8,402,389,392,
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,11568,7,10797,2,12073,4,118,134,139,
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,14594,38,15048,37,17372,47,200,194,200,
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,13260,25,13897,24,14531,25,182,176,175,
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,12935,22,13120,15,13233,13,230,251,260,
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,10503,4,11526,6,12815,9,369,344,346,
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,12372,16,13229,19,12870,11,365,351,373,
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,15803,51,16712,46,18998,60,278,280,276,
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,14804,41,15053,38,15654,37,250,251,256,
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,17845,61,19881,66,18210,52,263,243,255,
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,13319,27,14813,35,15396,35,313,289,290,
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,12827,19,13065,14,13938,17,358,354,345,
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,11124,6,11029,4,12326,7,385,383,393,
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,15458,49,17098,51,15918,40,164,145,151,
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,13301,26,14162,27,13442,14,261,239,253,
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,15556,50,15271,39,18390,54,263,264,257,
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,14226,35,14623,32,14616,26,185,181,199,
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,12083,11,13129,16,13839,15,315,313,314,
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,12936,23,13909,25,14178,18,349,339,339,
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,14126,33,14193,28,17043,44,335,343,321,
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,13346,,13878,,14752,,,,,
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,13619,,14143,,15192,,,,,
C. K-8 / 401 - 750,,,5. State average - All operating types,14164,,14543,,15067,,,,,
C. K-8 / 401 - 750,,,6. State median - All operating types,13709,,14150,,14543,,,,,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,16626,59,17757,59,19373,61,752,709,713,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,14775,44,14976,42,15411,37,492,493,498,
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,10610,4,10725,3,13025,16,420,435,439,
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,19257,62,20182,62,21525,62,473,456,458,
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,13952,33,14100,31,15560,41,599,593,591,
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,15319,48,15736,47,17429,50,671,682,686,
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,16900,60,18095,61,17085,49,508,523,553,
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,14753,43,14937,41,15471,39,628,636,636,
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,15714,52,16300,52,17565,52,429,434,440,
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,14017,35,13057,20,13742,24,648,657,657,
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,13901,32,13958,28,15853,42,537,525,509,
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,13593,29,14147,33,14214,29,580,583,601,
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,13570,28,13793,26,16222,43,756,750,789,
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,13516,27,14713,37,13644,23,457,458,523,
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,13225,25,14050,29,13633,22,634,610,594,
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,11402,8,11723,9,12618,11,672,664,656,
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,12107,17,12150,12,13099,17,533,524,509,
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,14597,41,16186,51,15543,40,738,709,724,
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,11740,11,12376,15,13591,21,615,613,638,
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,14025,36,14184,34,13179,19,650,631,763,
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,13647,30,13438,23,10585,3,452,455,633,
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,13465,26,14672,36,16943,46,430,394,396,
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,11809,12,13675,25,15109,33,441,426,453,
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,11668,10,12179,13,12221,9,518,532,578,
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,16078,56,16040,49,17080,48,593,579,589,
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,11988,15,11923,11,12714,13,602,579,584,
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,13872,31,11320,6,11850,6,488,613,613,
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,11564,9,11583,7,12925,14,508,515,513,
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,10362,2,10281,1,11217,5,508,509,495,
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,10501,3,10781,4,10386,2,436,423,460,
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,15140,46,17445,58,18009,57,514,471,486,
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,15744,53,16736,55,17840,55,560,525,500,
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,15406,49,16034,48,17441,51,622,602,577,
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,15845,54,16123,50,16558,44,708,725,733,
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,14940,45,15086,44,17000,47,695,685,673,
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,15901,55,14768,38,14833,31,447,495,511,
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,16383,58,16677,54,18278,58,552,548,547,
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,10871,5,10511,2,9571,1,615,643,751,
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,12089,16,12645,18,12504,10,644,674,719,
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,13051,24,13523,24,13872,25,568,552,561,
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,11883,13,12788,19,14186,28,607,574,533,
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,15181,47,14558,35,14037,26,577,615,652,
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,14293,38,14804,40,14847,32,478,478,485,
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,12346,19,13124,21,12934,15,677,647,681,
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,14003,34,15034,43,15192,34,600,591,600,
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,14485,39,15179,45,15283,35,482,475,476,
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,12859,20,13819,27,15283,35,647,607,592,
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,16318,57,17805,60,18591,59,786,734,739,
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,14246,37,14071,30,15437,38,615,638,633,
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,10139,1,10916,5,12080,7,659,620,625,
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,15506,51,16743,56,18738,60,615,607,602,
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,11029,6,11628,8,10902,4,729,718,788,
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,15450,50,16626,53,17743,54,589,558,545,
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,12943,22,12303,14,13166,18,450,461,504,
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,12885,21,14116,32,14433,30,721,689,715,
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,14709,42,14798,39,16935,45,610,598,580,
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,16908,61,17020,57,17911,56,547,553,547,
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,14591,40,15717,46,17623,53,492,463,449,
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,12962,23,13291,22,14138,27,484,481,452,
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,11983,14,12539,16,13258,20,768,751,760,
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,11139,7,11843,10,12091,8,777,758,789,
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,12220,18,12607,17,12634,12,443,444,446,
D. K-8 / 751 +,,,1. State average - Operating Type K-8,13346,,13878,,14752,,,,,
D. K-8 / 751 +,,,2. State median - Operating Type K-8,13619,,14143,,15192,,,,,
D. K-8 / 751 +,,,5. State average - All operating types,14164,,14543,,15067,,,,,
D. K-8 / 751 +,,,6. State median - All operating types,13709,,14150,,14543,,,,,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,11019,10,11148,9,11463,7,834,858,866,
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,13459,47,13799,48,15435,51,3404,3340,3278,
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,11327,13,12102,15,12081,11,3079,3114,3114,
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,14263,68,14882,68,15834,59,884,862,853,
D. K-8 / 751 +,ATLANTIC,3480,MULLICA TWP,12001,20,12826,27,13603,28,716,695,726,
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,12167,22,12411,21,12918,17,1003,970,979,
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,12595,32,12953,29,13516,25,1080,1051,1084,
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,13990,61,14753,65,15825,57,857,809,795,
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,12755,36,13679,43,16524,73,930,906,911,
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,14565,73,14283,54,15906,61,1123,1124,1109,
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,15964,79,16050,77,15499,52,764,775,827,
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,9735,3,9925,2,10297,1,1185,1272,1314,
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,19151,82,19653,82,21059,82,1318,1283,1225,
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,13010,39,13745,47,15062,46,1334,1305,1303,
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,10542,5,10370,4,12126,12,991,995,990,
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,10840,9,10925,8,11449,5,919,973,978,
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,12274,23,12788,26,13696,29,1079,1047,1044,
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,14097,65,14143,52,15832,58,1636,1604,1575,
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,13441,46,15585,76,14801,44,1293,1161,1263,
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,13592,51,14682,61,16077,67,1348,1298,1289,
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,14628,74,15335,73,16830,76,779,769,772,
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,14770,76,16529,79,16606,74,2115,1940,2076,
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,12428,26,13321,35,13059,19,880,870,893,
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,12827,38,13513,40,14136,37,4701,4586,4532,
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,14735,75,12897,28,13761,31,1234,1476,1475,
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,12452,27,13335,36,14602,42,2936,2802,2780,
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,13475,49,14817,67,15979,65,1047,1006,1034,
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,13636,53,13184,32,13850,32,4142,4175,4202,
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,12634,34,13648,41,14318,39,896,834,858,
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,14311,69,14893,69,16740,75,797,763,743,
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,10692,7,10920,7,11892,10,1003,991,990,
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,10826,8,11403,10,11585,8,1094,1139,1163,
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,9980,4,10800,6,11161,4,901,868,886,
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,11086,12,11955,14,12987,18,6942,6750,6572,
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,11465,15,11858,13,13202,21,865,842,839,
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,12658,35,12612,22,14086,35,805,847,840,
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,13152,43,13658,42,15205,47,3108,3010,2990,
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,13401,45,13446,39,15234,48,1404,1369,1334,
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,13012,40,13119,31,13578,27,903,906,906,
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,13684,54,13927,49,15296,50,838,839,829,
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,9028,1,9730,1,11116,3,1013,1007,1030,
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,13827,58,14738,64,16269,70,1625,1543,1462,
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,13459,47,13712,46,14427,40,3513,3403,3377,
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,13886,60,14360,55,15637,55,1844,1778,1691,
