CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
BURLINGTON,4450,RIVERSIDE TWP,25002391,1490.8,16772,12,25199515,1524.5,16529,12,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4460,RIVERTON,5800723,348,16669,14,5862669,360.9,16245,6,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,4740,SHAMONG TWP,14918103,899.6,16583,30,15020331,840.8,17865,41,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,4930,SOUTHAMPTON TWP,14621251,748.5,19535,46,15250859,723.8,21070,48,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,5010,SPRINGFIELD TWP,4980915,265.3,18775,36,5844321,249.7,23408,51,A. K-6|K-6,AK-6K-6
BURLINGTON,5130,TABERNACLE TWP,14972381,799.1,18737,65,14028536,763.7,18369,48,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5490,WASHINGTON TWP,2029570,99.2,20465,48,2065962,94.2,21928,53,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,5720,WESTAMPTON,15075086,1022.1,14749,10,15551685,1002.7,15509,12,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5805,WILLINGBORO TWP,79918021,4116.6,19414,67,74349750,4068,18277,40,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,5890,WOODLAND TWP,2697727,160.5,16811,18,2782249,146.2,19025,32,"C. K-8|K-8,0-400",CK-8K-80-400
BURLINGTON,6026,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,1510732,141.5,10677,4,1716086,143.2,11984,7,O. CHARTER,OCHARTER
BURLINGTON,6044,RENAISSANCE REGIONAL LEADERSHIP CHARTER,1550084,149.1,10396,3,37647,158.8,237,1,O. CHARTER,OCHARTER
BURLINGTON,6076,THE BENJAMIN BANNEKER PREPARATORY CHARTE,1467626,118.4,12395,11,2087199,149.3,13980,22,O. CHARTER,OCHARTER
CAMDEM,6067,KINGDOM CHARTER SCHOOL OF LEADERSHIP,1935800,145.2,13332,20,2254089,180,12523,12,O. CHARTER,OCHARTER
CAMDEN,150,AUDUBON BORO,25253377,1436.8,17576,23,26032222,1433,18166,24,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,190,BARRINGTON BORO,13666780,884.3,15455,6,14190009,858,16539,11,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,260,BELLMAWR BORO,15620334,1105.8,14126,5,16790244,1158.1,14498,4,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,330,BERLIN BORO,12426181,908.2,13682,3,12964042,874.8,14819,7,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,340,BERLIN TWP,15809533,824.6,19171,41,15822508,803.4,19695,42,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,390,BLACK HORSE PIKE REGIONAL,72432270,4034.7,17952,7,73174383,3939,18577,9,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,580,BROOKLAWN BORO,6472602,460.6,14052,2,6727574,412.5,16311,8,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,680,CAMDEN CITY,349576889,13631,25646,102,361322562,13383.2,26998,102,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,700,CAMDEN COUNTY VOCATIONAL,47347931,2103.8,22506,10,49494259,2144.7,23078,14,Q. COUNTY VOC,QCOUNTYVOC
CAMDEN,800,CHERRY HILL TWP,198665051,11499.6,17276,33,194785816,11410.4,17071,22,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,880,CLEMENTON BORO,12437624,644.8,19289,43,12384889,640.4,19338,41,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,940,COLLINGSWOOD BORO,35290212,1892.8,18644,46,35951939,1888.2,19041,45,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1255,EASTERN CAMDEN COUNTY REG,37119298,2098.3,17690,6,38921846,2073.1,18775,10,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,1720,GIBBSBORO BORO,4770702,196,24341,67,4919471,278.7,17649,22,"C. K-8|K-8,0-400",CK-8K-80-400
CAMDEN,1770,GLOUCESTER CITY,49658933,2135.2,23258,66,50923997,2150.5,23680,66,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1780,GLOUCESTER TWP,110914236,7087.8,15649,15,112925362,6884.5,16403,20,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,1880,HADDON HEIGHTS BORO,22663759,1313.9,17249,17,22208695,1279.5,17357,18,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,1890,HADDON TWP,33461748,2133.3,15685,8,35123679,2108.6,16657,16,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1900,HADDONFIELD,39457550,2571.5,15344,7,38717359,2597.4,14906,2,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2540,LAUREL SPRINGS BORO,4939766,330.1,14963,6,5497606,352.1,15615,9,H. K-12|K-6,HK-12K-6
CAMDEN,2560,LAWNSIDE BORO,8780776,406.2,21619,54,8911222,408.1,21834,52,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,2670,LINDENWOLD BORO,44602281,2482.4,17968,33,45741575,2518.9,18159,31,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2890,MAGNOLIA BORO,7005203,435.1,16100,13,6977525,399.8,17454,19,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,3110,MERCHANTVILLE BORO,7768734,438.8,17705,28,7329769,443,16545,9,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,3420,MOUNT EPHRAIM BORO,10477297,628.6,16669,17,11050683,621.3,17788,24,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,3770,OAKLYN BORO,8461365,564.3,14994,3,8072538,499.2,16172,7,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,4060,PENNSAUKEN TWP,100623920,5397.2,18644,55,99871371,5259.6,18988,53,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,4110,PINE HILL BORO,38305601,1901.4,20146,57,37896162,1947.5,19459,50,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,4590,RUNNEMEDE BORO,12566963,881,14265,6,12848639,854.8,15031,8,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,4790,SOMERDALE BORO,8083337,522.5,15472,7,8213700,535.1,15349,4,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,5035,STERLING HIGH SCHOOL DIST,17313871,915,18922,11,16718601,911.6,18341,8,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,5080,STRATFORD BORO,13288887,814.1,16324,24,13546563,855.2,15840,15,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5400,VOORHEES TWP,54761820,3128.9,17502,46,53496631,3032.5,17641,38,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5560,WATERFORD TWP,26366025,1739.7,15156,8,29064325,1727.4,16825,19,H. K-12|K-6,HK-12K-6
CAMDEN,5820,WINSLOW TWP,96391071,4750.3,20292,75,104188356,4978.1,20929,81,"N. K-12|K-12,3500+",NK-12K-123500plus
