GROUP,CONAME,DIST,DISTNAME,PP13,RK13,PCT13,SBA3,PP23,RK23,PCT23,SBB3,PP33,RK33,PCT33,SBC3
A. K-6,,,1. State average - Operating Type K-6,7496,,,,7753,,,,8048,,,
A. K-6,,,2. State median - Operating Type K-6,8263,,,,8262,,,,8543,,,
A. K-6,,,5. State average - All operating types,7946,,,,8075,,,,8387,,,
A. K-6,,,6. State median - All operating types,7645,,,,7834,,,,8170,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,4182,1,0.427,0.944,6593,8,0.627,0.948,6236,4,0.546,0.937
A. K-6,BERGEN,3870,ORADELL BORO,6967,13,0.561,0.915,6888,11,0.561,0.941,7233,11,0.552,0.933
A. K-6,BERGEN,4410,RIVER EDGE BORO,7208,17,0.599,0.924,7710,20,0.619,0.943,8470,28,0.619,0.937
A. K-6,BERGEN,4620,SADDLE RIVER BORO,11129,52,0.510,0.975,10767,51,0.483,0.948,12468,56,0.504,0.954
A. K-6,BURLINGTON,200,BASS RIVER TWP,8720,37,0.530,0.916,10924,52,0.552,0.911,8919,33,0.543,0.896
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,5880,4,0.549,0.974,5803,3,0.540,0.961,6050,2,0.556,0.964
A. K-6,BURLINGTON,2960,MANSFIELD TWP,6745,10,0.568,0.951,6766,10,0.505,0.967,7214,10,0.556,0.946
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,9049,40,0.587,0.947,9152,36,0.581,0.945,8775,31,0.569,0.956
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,9375,43,0.609,0.965,10202,47,0.578,0.944,12315,55,0.637,0.960
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,7219,18,0.583,0.919,6948,12,0.585,0.917,6944,7,0.584,0.914
A. K-6,CAMDEN,5560,WATERFORD TWP,6499,8,0.542,0.953,7742,22,0.557,0.966,7713,16,0.524,0.939
A. K-6,CAPE MAY,710,CAPE MAY CITY,14048,56,0.592,0.934,10979,53,0.561,0.925,10870,50,0.556,0.943
