GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
A. K-6,WARREN,2970,MANSFIELD TWP,16.2,24,20.9,4
A. K-6,WARREN,5480,WASHINGTON BORO,18.4,8,16.1,20
A. K-6,WARREN,5530,WASHINGTON TWP,14.9,32,14.9,23
B. K-8 / 0 - 400,,,K-8 Average,15.8,,15.6,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,8.5,56,6.5,65
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,,,32.3,2
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,8.2,58,7,62
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,6.7,63,5.8,72
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,9.5,53,10.1,48
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,9.1,55,7.2,61
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,5.5,69,5.8,72
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,18.5,11,18.2,9
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,15.2,21,11.1,35
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,13.7,25,13.9,24
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,,,,
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,5.9,67,6,69
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,12.9,28,17.7,10
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,17.3,14,15.6,17
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,4.5,71,6.5,65
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,25,2,25.5,3
B. K-8 / 0 - 400,CAMDEN,5900,WOODLYNNE BORO,,,17,11
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,7.7,59,4.5,74
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,12.7,29,12.7,27
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,3.9,72,7.7,60
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,9.6,52,8.1,59
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,5.8,68,5.9,70
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,10.3,45,11.5,32
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,19.4,9,19.4,7
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,10,47,9.9,51
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,19.9,7,10.5,43
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,9.5,53,12.6,28
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,19.9,7,16.3,15
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,6.8,61,15.8,16
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,6.8,61,6.9,63
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,17,15,16.9,12
B. K-8 / 0 - 400,HUNTERDON,1040,DELAWARE TWP,10.8,38,9.7,53
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,14,24,14.2,23
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,10.4,43,10.8,40
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,15.7,19,18.7,8
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,18.3,12,10.2,46
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,12,32,9.7,53
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,14.1,23,13.2,26
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,6.9,60,5.9,70
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,6.3,65,6.3,67
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,10.9,37,10.2,46
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,5.5,69,6.6,64
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,10.7,39,10.4,44
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,12.5,30,12.4,29
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,15.2,21,14.6,22
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,22,3,8.5,58
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,11,36,10.3,45
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,15.9,18,25.4,4
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,20.2,6,15.2,18
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,13.6,26,9.4,55
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,6.7,63,6.3,67
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,11.1,35,11.2,33
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,10.5,42,10.6,41
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,10.6,41,13.7,25
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,9.8,50,9.9,51
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,11.8,33,11.1,35
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,13.1,27,14.8,20
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,47.4,1,20.4,6
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,16.4,17,15.1,19
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,8.3,57,8.6,57
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,10,47,10.6,41
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,19,10,36.5,1
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,16.7,16,16.6,13
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,10.1,46,10.1,48
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,11.5,34,11.1,35
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,6.2,66,11,38
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,9.7,51,10,50
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,15.3,20,16.5,14
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,10,47,11.7,30
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,12.2,31,11.2,33
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,21.3,4,14.8,20
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,17.6,13,9.4,55
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,10.7,39,11.7,30
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,10.4,43,11,38
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,20.6,5,20.6,5
C. K-8 / 401 - 750,,,K-8 Average,15.8,,15.6,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,15.9,21,15.8,22
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,11.2,52,14,35
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,14.6,29,14.7,29
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,10.9,55,14.1,34
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,10.2,57,9.9,61
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,17.9,13,15.1,28
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,10.5,56,13,43
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,15.7,23,15.7,24
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,14.5,30,11.4,54
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,13.8,36,19,6
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,20.7,7,15.6,26
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,14.4,31,16.3,19
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,12.3,45,14.2,33
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,17,17,15.3,27
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,18.2,12,15.8,22
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,19.5,9,16.2,20
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,11.9,49,12.3,47
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,10.2,57,12.7,44
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,16.1,20,13.5,38
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,12.1,47,12.2,48
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,18.4,11,17.9,10
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,13.9,35,13.2,40
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,9,60,10.9,57
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,27.6,2,17.4,13
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,17.5,14,22,3
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,15.3,25,16.4,18
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,12,48,14.7,29
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,9.8,59,9.3,62
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,15.3,25,11.3,55
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,16.4,18,10.8,58
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,13,39,17.9,10
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,11.4,50,12.1,49
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,17.4,15,18,9
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,15.8,22,15.7,24
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,12.8,41,18.5,7
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,12.3,45,17.1,15
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,14.9,28,10.3,59
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,11.1,54,13.2,40
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,12.4,44,11.8,52
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,15.1,27,12.1,49
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,28.4,1,18.2,8
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,21.1,6,21.6,4
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,7.9,62,10,60
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,12.9,40,12.7,44
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,14.4,31,22.5,2
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,13.7,37,14.5,32
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,11.3,51,11,56
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,17.1,16,16.7,17
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,15.4,24,16.2,20
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,20.4,8,17.1,15
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,8.5,61,11.7,53
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,12.6,43,13.6,36
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,14.2,33,13.6,36
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,16.4,18,12.5,46
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,23.5,4,17.4,13
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,11.2,52,12,51
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,22.6,5,17.7,12
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,13.3,38,13.1,42
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,14.2,33,14.7,29
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,24.2,3,23.1,1
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,12.8,41,13.5,38
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,18.5,10,20.2,5
D. K-8 / 751 +,,,K-8 Average,15.8,,15.6,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,18.6,25,18.6,23
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,22,8,19.4,15
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,22.5,6,22.1,6
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,15.2,55,15.2,57
D. K-8 / 751 +,ATLANTIC,3480,MULLICA TWP,9.8,81,14,65
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,22.8,5,17.4,32
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,17.4,31,17.3,34
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,13.1,72,15.6,54
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,15.6,49,14.6,61
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,17.1,35,12.6,74
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,18.8,23,18.7,20
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,13.4,68,13.8,67
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,19.9,17,19.4,15
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,15.7,48,18.1,25
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,16.2,43,17,36
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,13.2,71,19.5,14
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,14.5,62,12.5,76
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,19.1,20,17.3,34
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,13.7,66,17.9,26
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,12.4,74,15.6,54
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,10.5,79,16.5,49
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,16.9,37,17,36
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,10.7,78,16.3,51
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,20.5,16,21.2,8
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,13.9,64,14,65
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,18.5,26,17.9,26
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,,,15.2,57
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,19.1,20,18.7,20
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,25.7,3,17.4,32
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,14,63,12.4,77
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,17.1,35,16.9,39
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,13.4,68,13.3,70
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,15.1,57,14.3,63
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,16.4,42,17.9,26
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,10,80,13.1,71
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,14.6,60,16.6,46
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,17.3,33,19.2,17
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,19.1,20,19.6,13
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,15.3,53,21.2,8
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,16,46,14.6,61
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,11.6,77,12.1,78
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,23.2,4,18.8,19
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,15.4,52,16.7,44
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,17.3,33,16.8,41
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,15.2,55,16.8,41
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,15.9,47,15.2,57
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,13.4,68,11.9,80
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,11.7,76,13.5,69
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,17.6,29,16.6,46
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,22.3,7,18.3,24
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,13.8,65,12,79
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,16.8,39,17.5,30
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,20.7,14,19,18
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,18.1,28,14.7,60
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,15,58,11,81
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,13.5,67,13,72
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,15.5,50,16.9,39
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,18.3,27,21.2,8
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,21.5,9,17,36
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,18.8,23,16.2,52
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,21.2,11,26.2,2
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,16.1,45,16.7,44
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,16.7,40,14.2,64
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,17.5,30,17.5,30
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,20.8,13,23,5
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,19.9,17,21.8,7
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,15.5,50,27.5,1
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,35.1,1,24.9,4
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,12,75,10.4,82
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,16.2,43,20,11
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,14.7,59,16.4,50
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,12.7,73,13,72
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,21.2,11,15.3,56
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,14.6,60,12.6,74
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,20.7,14,16.8,41
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,15.3,53,17.9,26
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,19.5,19,18.7,20
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,16.9,37,13.6,68
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,17.4,31,16.6,46
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,16.6,41,15.8,53
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,26.8,2,25.7,3
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,21.5,9,19.8,12
E. K-12 / 0 - 1800,,,K-12 Average,15.4,,16.4,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,10.3,42,12.3,34
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,14.3,15,10.9,41
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,9.4,44,10.7,44
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,12.5,32,12.5,33
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,10.8,41,10.8,42
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,23,1,11.1,39
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,11.4,37,11,40
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,12,35,10.4,45
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,17.8,2,15.7,13
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,15.7,7,15.6,14
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,,,10.1,46
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,14.2,16,15.2,15
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,13,26,12.9,29
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,14.6,12,15.9,10
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,9.2,45,8.4,49
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,14.6,12,14.2,20
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,15.4,9,16.7,8
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,13.6,20,14.4,18
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,16.6,3,40.5,1
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,15.4,9,17.7,6
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,14,18,14,23
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,12.7,30,10.8,42
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,12.6,31,16.2,9
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,,,13.7,25
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,12.9,28,14.1,21
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,7.9,47,,
E. K-12 / 0 - 1800,HUNTERDON,1376,SOUTH HUNTERDON,,,12.1,36
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,14.9,11,13.3,26
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,10.9,40,19,5
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,12.1,34,13.9,24
